Model,Epoch,Train MSE,Test MSE,Train RMSE,Test RMSE,Train MAE,Test MAE,Train R2,Test R2
GRUCNN,1,0.05012744665145874,0.048483673483133316,0.22389159575888226,0.2201900848883376,0.11131537705659866,0.12477333098649979,0.9498946666717529,0.9665294289588928
GRUCNN,2,0.03146304562687874,0.03926710784435272,0.17737825578936878,0.19815929916194375,0.0905197337269783,0.11551228910684586,0.9685508012771606,0.9728920459747314
GRUCNN,3,0.029427479952573776,0.03766518458724022,0.17154439644760705,0.19407520343217527,0.08383660018444061,0.10370983183383942,0.9705854654312134,0.973997950553894
GRUCNN,4,0.027902089059352875,0.03489082306623459,0.16703918420344632,0.18679085380776703,0.0865815207362175,0.10636294633150101,0.9721102118492126,0.9759132266044617
GRUCNN,5,0.027934836223721504,0.03422301635146141,0.16713717786214263,0.1849946387100486,0.08414410799741745,0.1012696698307991,0.972077488899231,0.9763742089271545
GRUCNN,6,0.02392122894525528,0.030897222459316254,0.1546648924134216,0.17577605769647997,0.07718569785356522,0.09621788561344147,0.9760892987251282,0.9786701798439026
GRUCNN,7,0.02386745996773243,0.030354337766766548,0.15449097050550376,0.1742249630987665,0.08075273782014847,0.0904938131570816,0.9761430621147156,0.9790449738502502
GRUCNN,8,0.023558618500828743,0.03033849224448204,0.15348817055665476,0.17417948284594842,0.07899224758148193,0.09785447269678116,0.9764517545700073,0.9790558815002441
GRUCNN,9,0.03538329899311066,0.045476801693439484,0.18810448956128256,0.21325290547478945,0.10141192376613617,0.13462767004966736,0.9646322727203369,0.9686052203178406
GRUCNN,10,0.02605205588042736,0.03190712630748749,0.16140649268361965,0.1786256597118328,0.09074632078409195,0.10360123962163925,0.9739594459533691,0.9779729843139648
GRUCNN,11,0.02023646980524063,0.024134358391165733,0.14225494650535225,0.1553523684762023,0.06840194016695023,0.07639150321483612,0.9797724485397339,0.9833388924598694
GRUCNN,12,0.021036379039287567,0.027180612087249756,0.14503923275889033,0.16486543630260939,0.07265470921993256,0.08808805793523788,0.9789729118347168,0.981235921382904
GRUCNN,13,0.02178190089762211,0.02674221806228161,0.14758692658098857,0.16353048052972147,0.07045797258615494,0.08280453830957413,0.9782276749610901,0.9815385937690735
GRUCNN,14,0.018597116693854332,0.024720121175050735,0.13637124584696853,0.15722633740900643,0.06512528657913208,0.07898061722517014,0.9814110994338989,0.9829345345497131
GRUCNN,15,0.02040882222354412,0.025646958500146866,0.1428594491923587,0.16014667808027386,0.07610315084457397,0.08525411784648895,0.979600191116333,0.9822946786880493
GRUCNN,16,0.01884547993540764,0.02341126836836338,0.1372788400861824,0.15300741278893445,0.06900003552436829,0.08308156579732895,0.9811628460884094,0.9838380813598633
GRUCNN,17,0.02473028004169464,0.03186727687716484,0.15725864059470512,0.1785140803330786,0.08394057303667068,0.10290304571390152,0.9752806425094604,0.9780005216598511
GRUCNN,18,0.018192801624536514,0.025863857939839363,0.13488069403934913,0.16082244227669024,0.0663834884762764,0.08607018738985062,0.9818152189254761,0.9821449518203735
GRUCNN,19,0.018344994634389877,0.02478044107556343,0.13544369543980214,0.157418045584245,0.06825708597898483,0.08465483784675598,0.9816631078720093,0.9828928709030151
GRUCNN,20,0.01697869785130024,0.01955784112215042,0.13030233248603126,0.13984935152567002,0.0630270391702652,0.07156696915626526,0.983028769493103,0.9864982962608337
GRUCNN,21,0.0168636254966259,0.021388372406363487,0.12986002270377864,0.1462476406864859,0.0660754144191742,0.08022793382406235,0.9831438064575195,0.9852346181869507
GRUCNN,22,0.017608636990189552,0.022130891680717468,0.1326975395031481,0.14876455115623974,0.07276426255702972,0.07918532937765121,0.9823991060256958,0.9847220182418823
GRUCNN,23,0.01580892503261566,0.02080807089805603,0.12573354776119086,0.1442500291093767,0.05966167896986008,0.0728594958782196,0.9841980338096619,0.9856352210044861
GRUCNN,24,0.01837492175400257,0.022522209212183952,0.13555412850224285,0.15007401244780508,0.06837964057922363,0.08443102985620499,0.981633186340332,0.9844518303871155
GRUCNN,25,0.017093459144234657,0.022602014243602753,0.1307419563270898,0.15033966290903658,0.06937666982412338,0.08536148816347122,0.9829140901565552,0.984396755695343
GRUCNN,26,0.015524690970778465,0.019705573096871376,0.12459811784605121,0.14037654040783087,0.06350087374448776,0.07828971743583679,0.9844821691513062,0.986396312713623
GRUCNN,27,0.016717519611120224,0.023112095892429352,0.12929624747501461,0.15202662889253762,0.07057510316371918,0.08482158184051514,0.9832898378372192,0.98404461145401
GRUCNN,28,0.014185495674610138,0.017308326438069344,0.11910287853200752,0.13156111294022008,0.058238156139850616,0.06654443591833115,0.9858207702636719,0.9880512356758118
GRUCNN,29,0.013833924196660519,0.018057772889733315,0.11761770358521934,0.1343792130120329,0.05727725103497505,0.07216601818799973,0.9861721992492676,0.9875338673591614
GRUCNN,30,0.013313652947545052,0.01626197248697281,0.11538480379818242,0.12752243915081302,0.05932827293872833,0.0673251673579216,0.9866921901702881,0.9887735843658447
GRUCNN,31,0.013521497137844563,0.017295122146606445,0.11628197254022037,0.1315109202561006,0.0555245615541935,0.06869304180145264,0.9864844679832458,0.9880603551864624
GRUCNN,32,0.01341933198273182,0.01769835129380226,0.11584184038045933,0.13303515059487947,0.062156036496162415,0.07970964908599854,0.9865865707397461,0.9877820014953613
GRUCNN,33,0.013409111648797989,0.017023446038365364,0.11579771866836579,0.13047392857718879,0.05695681646466255,0.07401411235332489,0.9865968227386475,0.9882479310035706
GRUCNN,34,0.01350453495979309,0.01768992282450199,0.1162090141073105,0.1330034692197989,0.058610569685697556,0.07309862226247787,0.9865013957023621,0.9877877831459045
GRUCNN,35,0.012307082302868366,0.015313192270696163,0.11093728995639097,0.12374648387205256,0.054904621094465256,0.0705806314945221,0.9876983165740967,0.9894285798072815
GRUCNN,36,0.011578061617910862,0.014387044124305248,0.10760140156108963,0.1199460050368717,0.05184757709503174,0.06389497220516205,0.9884270429611206,0.9900679588317871
GRUCNN,37,0.013000390492379665,0.018110498785972595,0.11401925491941993,0.1345752532450621,0.059204891324043274,0.0809711292386055,0.987005352973938,0.9874974489212036
GRUCNN,38,0.011871925555169582,0.014500297605991364,0.10895836615501163,0.12041718152320026,0.050394829362630844,0.0627051517367363,0.9881333112716675,0.9899897575378418
GRUCNN,39,0.015164247713983059,0.020673608407378197,0.12314320003143925,0.14378319932237632,0.06989680975675583,0.08490020036697388,0.9848424196243286,0.9857280254364014
GRUCNN,40,0.011062387377023697,0.015453891828656197,0.10517788444831783,0.1243136831915787,0.05100192502140999,0.065480075776577,0.9889425039291382,0.9893314242362976
GRUCNN,41,0.01095751952379942,0.013868450187146664,0.10467817119055634,0.11776438420484635,0.05178097262978554,0.06748819351196289,0.9890472888946533,0.9904259443283081
GRUCNN,42,0.018108801916241646,0.027556996792554855,0.13456894855887686,0.16600300236006232,0.07081323117017746,0.10158009827136993,0.9818992018699646,0.9809761047363281
GRUCNN,43,0.012227464467287064,0.015630168840289116,0.11057786608217335,0.125020673651557,0.05915345996618271,0.0750589445233345,0.9877779483795166,0.989209771156311
GRUCNN,44,0.011578254401683807,0.015398625284433365,0.10760229738106807,0.12409119744942977,0.05738096311688423,0.07523134350776672,0.9884268641471863,0.9893696308135986
GRUCNN,45,0.010868344455957413,0.014902028255164623,0.1042513522979794,0.12207386393149282,0.05055013671517372,0.06526631116867065,0.9891364574432373,0.9897124171257019
GRUCNN,46,0.011011438444256783,0.015476624481379986,0.10493540129173178,0.12440508221684508,0.05362829566001892,0.07150211930274963,0.9889934062957764,0.9893157482147217
GRUCNN,47,0.00991716980934143,0.013960500247776508,0.09958498787137261,0.11815456084204498,0.048069391399621964,0.0619257427752018,0.9900872111320496,0.9903624057769775
GRUCNN,48,0.009681173600256443,0.012745330110192299,0.09839295503366308,0.11289521739290952,0.050974562764167786,0.06378794461488724,0.9903230667114258,0.9912012815475464
GRUCNN,49,0.009472105652093887,0.0135325463488698,0.09732474326754675,0.11632947325965935,0.04867958277463913,0.061630118638277054,0.9905320405960083,0.9906578660011292
GRUCNN,50,0.013929836452007294,0.018944231793284416,0.11802472813782412,0.1376380463145435,0.06520554423332214,0.09022123366594315,0.986076295375824,0.9869219064712524
GRUCNN,51,0.00897211953997612,0.010493643581867218,0.09472127290094934,0.10243848681949191,0.04567231610417366,0.057101041078567505,0.99103182554245,0.9927557706832886
GRUCNN,52,0.009502625092864037,0.012540795840322971,0.09748140896019115,0.11198569480216199,0.0531693771481514,0.06798648089170456,0.9905015826225281,0.9913424849510193
GRUCNN,53,0.00909521896392107,0.010927525348961353,0.09536885741121716,0.10453480448616792,0.048903729766607285,0.061302561312913895,0.9909088015556335,0.9924561977386475
GRUCNN,54,0.008723491802811623,0.010903703980147839,0.09339963491797826,0.10442080243010891,0.043823692947626114,0.058608729392290115,0.9912803769111633,0.9924726486206055
GRUCNN,55,0.008674959652125835,0.010549193248152733,0.09313946345199674,0.10270926563924374,0.04741555079817772,0.06139006093144417,0.9913288354873657,0.9927173852920532
GRUCNN,56,0.008626469410955906,0.010408650152385235,0.09287878881077156,0.10202279231811505,0.046358875930309296,0.05871677026152611,0.9913773536682129,0.9928144216537476
GRUCNN,57,0.010440753772854805,0.013424042612314224,0.1021800067178252,0.11586217075609374,0.05478914454579353,0.07649241387844086,0.9895638227462769,0.990732729434967
GRUCNN,58,0.008368308655917645,0.010411687195301056,0.09147846006529431,0.10203767537189906,0.04616678133606911,0.056362830102443695,0.9916353821754456,0.9928123354911804
GRUCNN,59,0.008074975572526455,0.011075335554778576,0.08986086785985574,0.10523942015603552,0.04760478809475899,0.060054849833250046,0.9919285774230957,0.992354154586792
GRUCNN,60,0.009239167906343937,0.012615819461643696,0.0961205904390102,0.11232016498226707,0.05274008959531784,0.06836599111557007,0.9907649159431458,0.9912906885147095
GRUCNN,61,0.008349968120455742,0.011002595536410809,0.09137815997521367,0.10489325782151496,0.047055650502443314,0.06307768076658249,0.9916537404060364,0.9924044013023376
GRUCNN,62,0.00903781596571207,0.01400198694318533,0.09506742852161339,0.1183299917315358,0.054133374243974686,0.07278744131326675,0.9909661412239075,0.9903337955474854
GRUCNN,63,0.008231781423091888,0.010221206583082676,0.09072916522867323,0.10109998310129768,0.04656926542520523,0.05805390328168869,0.9917718172073364,0.9929438233375549
