Model,Epoch,Train MSE,Test MSE,Train RMSE,Test RMSE,Train MAE,Test MAE,Train R2,Test R2
GRUNet,1,0.2596087157726288,1.8148237466812134,0.5095181211425446,1.347153943200707,0.28523561358451843,1.2569999694824219,0.7407355308532715,0.2596895694732666
GRUNet,2,0.08531203120946884,0.1298874467611313,0.29208223364228925,0.3603990104885574,0.16928915679454803,0.2809215188026428,0.9148011207580566,0.9470157623291016
GRUNet,3,0.038305122405290604,0.26872164011001587,0.19571694460442254,0.5183836804047904,0.10507997125387192,0.32902416586875916,0.9617456793785095,0.890381932258606
GRUNet,4,0.03895830735564232,0.2391946166753769,0.19737858889870075,0.48907526688167013,0.10904286801815033,0.3217976987361908,0.9610933661460876,0.9024267196655273
GRUNet,5,0.03751795366406441,0.24059754610061646,0.19369551792456222,0.4905074373550481,0.1066933423280716,0.31743472814559937,0.9625318050384521,0.9018544554710388
GRUNet,6,0.03613332286477089,0.2668120861053467,0.1900876715223028,0.5165385620700034,0.10639985650777817,0.3142077922821045,0.9639145731925964,0.8911609053611755
GRUNet,7,0.028129512444138527,0.2387625128030777,0.16771855128201688,0.48863331118854114,0.08331098407506943,0.3201373517513275,0.9719077944755554,0.902603030204773
GRUNet,8,0.03151910752058029,0.24989807605743408,0.17753621467345837,0.4998980656668258,0.10327521711587906,0.34536272287368774,0.9685226678848267,0.8980605602264404
GRUNet,9,0.027059730142354965,0.24363210797309875,0.16449841987798838,0.49359103311658603,0.08316241949796677,0.3241899907588959,0.9729761481285095,0.9006165862083435
GRUNet,10,0.027585601434111595,0.18799516558647156,0.16608913701416958,0.4335840928660455,0.0970269963145256,0.25813570618629456,0.9724509716033936,0.923312246799469
