Model,Epoch,Train MSE,Test MSE,Train RMSE,Test RMSE,Train MAE,Test MAE,Train R2,Test R2
CNNBiLSTM,1,0.28797340393066406,1.988605260848999,0.5366315346032733,1.410179159131562,0.30257371068000793,1.2361359596252441,0.7124084234237671,0.18879979848861694
CNNBiLSTM,2,0.06925108283758163,0.26391279697418213,0.2631560047530393,0.5137244368084724,0.13785088062286377,0.35142892599105835,0.9308407306671143,0.8923435807228088
CNNBiLSTM,3,0.046762824058532715,0.1054842472076416,0.21624713653256247,0.32478338505478016,0.113949716091156,0.2278350442647934,0.9532991647720337,0.9569704532623291
CNNBiLSTM,4,0.039581988006830215,0.09120841324329376,0.1989522254382449,0.30200730660580677,0.10081048309803009,0.21767863631248474,0.9604704976081848,0.9627938866615295
CNNBiLSTM,5,0.03559422492980957,0.07479395717382431,0.18866431811503087,0.273484839020053,0.09918199479579926,0.19251403212547302,0.9644529819488525,0.9694897532463074
CNNBiLSTM,6,0.034425556659698486,0.09966576844453812,0.18554125325570722,0.31569885721132745,0.09816919267177582,0.22902384400367737,0.9656201004981995,0.9593439102172852
CNNBiLSTM,7,0.03042062371969223,0.053349584341049194,0.17441509028662694,0.23097528945982337,0.09494341909885406,0.16488659381866455,0.9696196913719177,0.9782373905181885
CNNBiLSTM,8,0.02821587771177292,0.04205635190010071,0.1679758247837257,0.2050764537924837,0.09005888551473618,0.1556355208158493,0.9718215465545654,0.9828441739082336
CNNBiLSTM,9,0.02565663307905197,0.05121474713087082,0.16017688060095306,0.22630675449679097,0.08390982449054718,0.167608380317688,0.9743773937225342,0.9791082739830017
CNNBiLSTM,10,0.02531416155397892,0.06816156953573227,0.15910424744166612,0.2610777078490852,0.08367061614990234,0.2014785259962082,0.9747194051742554,0.9721952676773071
