epoch,train_loss,test_loss
1,0.05207948386669159,36.413734436035156
2,0.0657748430967331,35.63941955566406
3,0.04050711169838905,33.400264739990234
4,0.03864326328039169,32.22892379760742
5,0.11209742724895477,31.89946746826172
6,0.04305103048682213,31.880290985107422
7,0.060022350400686264,30.394243240356445
8,0.030817003920674324,31.32880401611328
9,0.031209977343678474,31.30499839782715
10,0.043202728033065796,30.250585556030273
11,0.03667273744940758,35.23268127441406
12,0.045783329755067825,30.01929473876953
13,0.03539010509848595,31.370502471923828
14,0.2447432577610016,27.065584182739258
15,0.04480883851647377,31.144733428955078
16,0.028814397752285004,31.277132034301758
17,0.026295319199562073,30.087844848632812
18,0.02997487038373947,29.451292037963867
19,0.020323671400547028,30.160594940185547
20,0.023241277784109116,29.850589752197266
21,0.013918308541178703,32.71767807006836
22,0.023315049707889557,31.473413467407227
23,0.028318965807557106,32.117313385009766
24,0.02668473683297634,30.395551681518555
25,0.08904622495174408,27.322906494140625
26,0.05026569217443466,28.5465087890625
27,0.025022244080901146,29.934110641479492
28,0.016825160011649132,30.31403923034668
29,0.01619323156774044,30.389223098754883
30,0.02129945158958435,29.93844223022461
31,0.044974058866500854,28.395109176635742
32,0.03287923336029053,30.08351707458496
33,0.03004266507923603,29.741249084472656
34,0.03536556288599968,28.355575561523438
35,0.09275573492050171,25.7222843170166
36,0.025730356574058533,28.214815139770508
37,0.0640488713979721,26.750732421875
38,0.027851969003677368,28.09951400756836
39,0.023713186383247375,28.438331604003906
40,0.024176960811018944,28.466075897216797
41,0.026777368038892746,28.49281883239746
42,0.03641768544912338,27.82099723815918
43,0.0541125163435936,27.60342025756836
44,0.08104152977466583,27.545408248901367
45,0.04816993325948715,28.886638641357422
46,0.006185165140777826,31.87489128112793
47,0.006815802305936813,31.2330265045166
48,0.017055511474609375,30.088008880615234
49,0.01761964149773121,30.008220672607422
50,0.01770336553454399,29.966753005981445
51,0.034419577568769455,29.82155990600586
52,0.07228677719831467,28.41642951965332
53,0.023771163076162338,29.832578659057617
54,0.034293729811906815,29.3087158203125
55,0.01149766892194748,30.90224838256836
56,0.012569990940392017,29.90652084350586
57,0.02832082286477089,28.947101593017578
58,0.01612439937889576,29.357906341552734
59,0.023788636550307274,28.95964813232422
60,0.02273021638393402,28.982603073120117
61,0.008887850679457188,30.190105438232422
62,0.04583761841058731,28.253103256225586
63,0.1278465986251831,25.358877182006836
64,0.027689846232533455,29.272201538085938
65,0.043507516384124756,28.220348358154297
66,0.022425968199968338,29.839860916137695
67,0.05146672576665878,27.883766174316406
68,0.051600586622953415,27.92517852783203
69,0.040244635194540024,28.248472213745117
70,0.03894181177020073,28.32965087890625
71,0.03607317805290222,30.346759796142578
72,0.04232974350452423,28.922300338745117
73,0.21039552986621857,24.595075607299805
74,0.016505686566233635,29.620758056640625
75,0.06175350025296211,27.228546142578125
76,0.04331237077713013,27.850549697875977
77,0.009871315211057663,29.659883499145508
78,0.007149052806198597,29.747543334960938
79,0.015228275209665298,29.18975257873535
80,0.03137797862291336,28.22016716003418
81,0.1732163429260254,24.429813385009766
82,0.00787234678864479,30.55057144165039
83,0.055450133979320526,28.059391021728516
84,0.06432446837425232,27.560192108154297
85,0.016948221251368523,29.57257843017578
86,0.05223703756928444,28.1077938079834
87,0.01857180893421173,29.33024024963379
88,0.0420081727206707,27.957332611083984
89,0.03609131649136543,28.209217071533203
90,0.03618725761771202,28.240541458129883
91,0.21898770332336426,23.931673049926758
92,0.04713483899831772,28.324893951416016
93,0.08928243070840836,27.303560256958008
94,0.21828575432300568,23.746246337890625
95,0.028872152790427208,29.863222122192383
96,0.03942015767097473,29.825971603393555
97,0.011894945055246353,29.718372344970703
98,0.035508714616298676,27.82617950439453
99,0.03219779208302498,28.088960647583008
100,0.031211594119668007,28.10761070251465
