epoch,train_loss,test_loss
1,0.04743842035531998,36.58415985107422
2,0.048023633658885956,35.89986038208008
3,0.042968906462192535,34.73279571533203
4,0.03138795867562294,35.06815719604492
5,0.08923522382974625,30.21628189086914
6,0.05237267166376114,29.771743774414062
7,0.05454905331134796,28.697200775146484
8,0.08753430098295212,27.496309280395508
9,0.13366976380348206,26.217350006103516
10,0.1099439263343811,26.686344146728516
11,0.031432297080755234,31.0004940032959
12,0.07813948392868042,36.31271743774414
13,0.028892401605844498,30.50884437561035
14,0.11217784136533737,26.06583023071289
15,0.008830571547150612,29.773792266845703
16,0.015506837517023087,27.635292053222656
17,0.09735739231109619,24.568233489990234
18,0.02358512580394745,27.462387084960938
19,0.03813595697283745,26.739145278930664
20,0.03931713104248047,26.790082931518555
21,0.0949484333395958,25.780853271484375
22,0.07981911301612854,25.446693420410156
23,0.08241641521453857,26.98745346069336
24,0.019770639017224312,31.042362213134766
25,0.07780405879020691,27.806432723999023
26,0.15142828226089478,25.751861572265625
27,0.19505849480628967,24.259958267211914
28,0.06208624318242073,27.593975067138672
29,0.06087830290198326,27.599273681640625
30,0.05100828781723976,27.96184730529785
31,0.013017356395721436,29.944643020629883
32,0.022218259051442146,29.478199005126953
33,0.05510447546839714,27.059125900268555
34,0.02867000363767147,27.84409523010254
35,0.05029277503490448,26.96331214904785
36,0.03390607610344887,27.594070434570312
37,0.01254157442599535,28.798166275024414
38,0.01517562847584486,28.555444717407227
39,0.02343173883855343,27.866884231567383
40,0.01814418099820614,28.27845573425293
41,0.15618297457695007,23.588621139526367
42,0.08473892509937286,26.208423614501953
43,0.22769322991371155,22.53226661682129
44,0.020193517208099365,26.308496475219727
45,0.023288903757929802,25.838449478149414
46,0.10970170795917511,21.982065200805664
47,0.00888952985405922,27.055402755737305
48,0.024305839091539383,25.6503849029541
49,0.018489841371774673,26.174335479736328
50,0.018819518387317657,26.056398391723633
51,0.013346714898943901,26.22093963623047
52,0.1538342833518982,20.592761993408203
53,0.004467357881367207,29.5814266204834
54,0.05326186493039131,24.86604118347168
55,0.16488076746463776,22.14702606201172
56,0.018004387617111206,27.232141494750977
57,0.02915583737194538,26.838882446289062
58,0.04251561313867569,26.21278953552246
59,0.054200053215026855,25.59296226501465
60,0.03905288130044937,26.33092498779297
61,0.05370717495679855,26.289737701416016
62,0.06508918851613998,25.922826766967773
63,0.01634615659713745,30.648818969726562
64,0.008474905043840408,29.091394424438477
65,0.139342799782753,24.66568946838379
66,0.025516029447317123,27.280040740966797
67,0.048940081149339676,26.03953742980957
68,0.05275656655430794,25.88802719116211
69,0.06105785816907883,25.4720458984375
70,0.05334090813994408,25.83437156677246
71,0.4254836142063141,20.023605346679688
72,0.011855931021273136,32.80935287475586
73,0.05764339864253998,28.241409301757812
74,0.006355596706271172,31.75743865966797
75,0.07245510816574097,27.1894474029541
76,0.0046337745152413845,31.17715072631836
77,0.00978904590010643,30.416976928710938
78,0.021748771890997887,29.478431701660156
79,0.0353965163230896,28.78228187561035
80,0.029667116701602936,29.017724990844727
81,0.12303191423416138,27.12985610961914
82,0.2744865417480469,23.60713005065918
83,0.045734014362096786,27.819089889526367
84,0.029701722785830498,29.781206130981445
85,0.06414679437875748,28.174510955810547
86,0.03945980966091156,28.986083984375
87,0.028150618076324463,29.716915130615234
88,0.026030026376247406,29.59968376159668
89,0.03166922926902771,29.291501998901367
90,0.03010137379169464,29.370174407958984
91,0.03131816163659096,29.427059173583984
92,0.04146372154355049,28.451663970947266
93,0.13763141632080078,25.638545989990234
94,0.14302486181259155,25.323240280151367
95,0.01977703347802162,29.60205841064453
96,0.0969000905752182,26.85772132873535
97,0.032335374504327774,28.648229598999023
98,0.05820102244615555,27.575510025024414
99,0.057193219661712646,27.58917236328125
100,0.047620777040719986,27.962404251098633
