DateTime,Station,Energy Production (kWh),Energy Production (W),Water Flow (m³/s)
2023-09-23,Amberd1,4214.28,15171408000.0,14728.80733944954
2023-09-24,Amberd1,4235.28,15247008000.0,14802.201834862386
2023-09-25,Amberd1,4965.24,17874864000.0,17353.394495412846
2023-09-26,Amberd1,6044.64,21760704000.0,21125.871559633026
2023-09-27,Amberd1,5100.4800000000005,18361728000.000004,17826.055045871562
2023-09-28,Amberd1,4631.76,16674336000.0,16187.88990825688
2023-09-29,Amberd1,4625.04,16650144000.0,16164.40366972477
2023-09-30,Amberd1,4976.16,17914176000.0,17391.559633027522
2023-10-01,Amberd1,4653.6,16752960000.0,16264.220183486239
2023-10-02,Amberd1,9342.48,33632928000.0,32651.743119266055
2023-10-03,Amberd1,6727.56,24219216000.0,23512.660550458717
2023-10-04,Amberd1,6813.240000000001,24527664000.000004,23812.11009174312
2023-10-05,Amberd1,6030.360000000001,21709296000.000004,21075.963302752298
2023-10-06,Amberd1,5552.400000000001,19988640000.000004,19405.504587155967
2023-10-07,Amberd1,5334.84,19205424000.0,18645.1376146789
2023-10-08,Amberd1,5087.04,18313344000.0,17779.08256880734
2023-10-09,Amberd1,4916.52,17699472000.0,17183.119266055044
2023-10-10,Amberd1,4877.04,17557344000.0,17045.1376146789
2023-10-11,Amberd1,4683.84,16861824000.0,16369.908256880733
2023-10-12,Amberd1,3760.68,13538448000.0,13143.48623853211
2023-10-13,Amberd1,4429.32,15945552000.0,15480.366972477064
2023-10-14,Amberd1,4440.24,15984864000.0,15518.532110091743
2023-10-15,Amberd1,4395.72,15824592000.0,15362.935779816513
2023-10-16,Amberd1,4992.96,17974656000.0,17450.275229357798
2023-10-17,Amberd1,4583.04,16498944000.0,16017.614678899083
2023-10-18,Amberd1,5013.12,18047232000.0,17520.73394495413
2023-10-19,Amberd1,7968.24,28685664000.0,27848.80733944954
2023-10-20,Amberd1,5836.32,21010752000.0,20397.798165137614
2023-10-21,Amberd1,4350.360000000001,15661296000.000004,15204.403669724774
2023-10-22,Amberd1,4588.08,16517088000.0,16035.229357798165
2023-10-23,Amberd1,5013.96,18050256000.0,17523.669724770643
2023-10-24,Amberd1,4992.96,17974656000.0,17450.275229357798
2023-10-25,Amberd1,4972.8,17902080000.0,17379.816513761467
2023-10-26,Amberd1,4903.08,17651088000.0,17136.146788990827
2023-10-27,Amberd1,4856.88,17484768000.0,16974.67889908257
2023-10-28,Amberd1,4756.92,17124912000.0,16625.32110091743
2023-10-29,Amberd1,4701.4800000000005,16925328000.000004,16431.559633027526
2023-10-30,Amberd1,4589.76,16523136000.0,16041.100917431193
2023-10-31,Amberd1,4493.16,16175376000.0,15703.48623853211
2023-11-01,Amberd1,4441.08,15987888000.0,15521.467889908257
2023-11-02,Amberd1,4454.5199999999995,16036271999.999996,15568.440366972472
2023-11-03,Amberd1,4824.12,17366832000.0,16860.183486238533
2023-11-04,Amberd1,4654.4400000000005,16755984000.000004,16267.155963302755
2023-11-05,Amberd1,4404.96,15857856000.0,15395.229357798165
2023-11-06,Amberd1,4342.8,15634080000.0,15177.981651376147
2023-11-07,Amberd1,4441.08,15987888000.0,15521.467889908257
2023-11-08,Amberd1,4127.76,14859936000.0,14426.422018348623
2023-11-09,Amberd1,4151.28,14944607999.999998,14508.623853211007
2023-11-10,Amberd1,4193.28,15095807999.999998,14655.412844036695
2023-11-11,Amberd1,4155.48,14959727999.999998,14523.302752293575
2023-11-12,Amberd1,4070.64,14654304000.0,14226.788990825688
2023-11-13,Amberd1,4021.92,14478912000.0,14056.51376146789
2023-11-14,Amberd1,4467.12,16081632000.0,15612.477064220184
2023-11-15,Amberd1,4356.24,15682464000.0,15224.954128440368
2023-11-16,Amberd1,4326.84,15576624000.0,15122.201834862386
2023-11-17,Amberd1,5020.68,18074448000.0,17547.155963302754
2023-11-18,Amberd1,4569.6,16450560000.0,15970.642201834862
2023-11-19,Amberd1,4636.8,16692480000.0,16205.504587155963
2023-11-20,Amberd1,6431.04,23151744000.0,22476.330275229357
2023-11-21,Amberd1,5108.04,18388944000.0,17852.477064220184
2023-11-22,Amberd1,5149.2,18537120000.0,17996.330275229357
2023-11-23,Amberd1,5229.0,18824400000.0,18275.229357798165
2023-11-24,Amberd1,5116.4400000000005,18419184000.000004,17881.834862385324
2023-11-25,Amberd1,4864.4400000000005,17511984000.000004,17001.100917431195
2023-11-26,Amberd1,4181.52,15053472000.000002,14614.311926605507
2023-11-27,Amberd1,2824.08,10166688000.0,9870.091743119267
2023-11-28,Amberd1,0.0,0.0,0.0
2023-11-29,Amberd1,0.0,0.0,0.0
2023-11-30,Amberd1,0.0,0.0,0.0
2023-12-01,Amberd1,0.0,0.0,0.0
2023-12-02,Amberd1,0.0,0.0,0.0
2023-12-03,Amberd1,0.0,0.0,0.0
2023-12-04,Amberd1,0.0,0.0,0.0
2023-12-05,Amberd1,0.0,0.0,0.0
2023-12-06,Amberd1,0.0,0.0,0.0
2023-12-07,Amberd1,0.0,0.0,0.0
2023-12-08,Amberd1,0.0,0.0,0.0
2023-12-09,Amberd1,0.0,0.0,0.0
2023-12-10,Amberd1,0.0,0.0,0.0
2023-12-11,Amberd1,0.0,0.0,0.0
2023-12-12,Amberd1,0.0,0.0,0.0
2023-12-13,Amberd1,0.0,0.0,0.0
2023-12-14,Amberd1,0.0,0.0,0.0
2023-12-15,Amberd1,0.0,0.0,0.0
2023-12-16,Amberd1,0.0,0.0,0.0
2023-12-17,Amberd1,0.0,0.0,0.0
2023-12-18,Amberd1,0.0,0.0,0.0
2023-12-19,Amberd1,0.0,0.0,0.0
2023-12-20,Amberd1,0.0,0.0,0.0
2023-12-21,Amberd1,0.0,0.0,0.0
2023-12-22,Amberd1,948.36,3414096000.0,3314.4954128440368
2023-12-23,Amberd1,4200.84,15123024000.0,14681.834862385322
2023-12-24,Amberd1,2570.4,9253440000.0,8983.48623853211
2023-12-25,Amberd1,868.56,3126816000.0,3035.5963302752293
2023-12-26,Amberd1,3572.52,12861072000.0,12485.871559633028
2023-12-27,Amberd1,3251.64,11705904000.0,11364.40366972477
2023-12-28,Amberd1,4971.96,17899056000.0,17376.880733944956
2023-12-29,Amberd1,4776.24,17194464000.0,16692.844036697246
2023-12-30,Amberd1,4156.32,14962751999.999998,14526.23853211009
2023-12-31,Amberd1,4086.6,14711760000.0,14282.56880733945
2024-01-01,Amberd1,4053.0,14590800000.0,14165.137614678899
2024-01-02,Amberd1,3301.2,11884320000.0,11537.614678899083
2024-01-03,Amberd1,3886.68,13992048000.0,13583.853211009175
2024-01-04,Amberd1,3652.32,13148352000.0,12764.770642201835
2024-01-05,Amberd1,2158.8,7771680000.0,7544.954128440367
2024-01-06,Amberd1,3959.76,14255136000.0,13839.266055045871
2024-01-07,Amberd1,4116.0,14817600000.0,14385.321100917432
2024-01-08,Amberd1,4058.04,14608944000.0,14182.752293577982
2024-01-09,Amberd1,4087.44,14714784000.0,14285.504587155963
2024-01-10,Amberd1,3988.32,14357952000.0,13939.08256880734
2024-01-11,Amberd1,3942.12,14191632000.0,13777.614678899083
2024-01-12,Amberd1,3926.16,14134176000.0,13721.834862385322
2024-01-13,Amberd1,3890.88,14007168000.0,13598.532110091743
2024-01-14,Amberd1,4232.76,15237936000.0,14793.394495412844
2024-01-15,Amberd1,4016.88,14460768000.0,14038.899082568807
2024-01-16,Amberd1,3926.16,14134176000.0,13721.834862385322
2024-01-17,Amberd1,3930.36,14149296000.0,13736.51376146789
2024-01-18,Amberd1,3798.48,13674528000.0,13275.59633027523
2024-01-19,Amberd1,3765.72,13556592000.0,13161.100917431193
2024-01-20,Amberd1,3895.92,14025312000.0,13616.146788990825
2024-01-21,Amberd1,3927.84,14140224000.0,13727.70642201835
2024-01-22,Amberd1,4014.36,14451696000.0,14030.091743119267
2024-01-23,Amberd1,3429.7200000000003,12346992000.000002,11986.78899082569
2024-01-24,Amberd1,0.0,0.0,0.0
2024-01-25,Amberd1,0.0,0.0,0.0
2024-01-26,Amberd1,1196.16,4306176000.0,4180.5504587155965
2024-01-27,Amberd1,3904.32,14055552000.0,13645.504587155963
2024-01-28,Amberd1,3483.48,12540528000.0,12174.678899082568
2024-01-29,Amberd1,3953.04,14230944000.0,13815.779816513761
2024-01-30,Amberd1,3601.08,12963888000.0,12585.688073394496
2024-01-31,Amberd1,3706.08,13341888000.0,12952.660550458715
2024-02-01,Amberd1,3672.48,13220928000.0,12835.229357798165
2024-02-02,Amberd1,3035.76,10928736000.0,10609.908256880733
2024-02-03,Amberd1,3786.72,13632192000.0,13234.495412844037
2024-02-04,Amberd1,3856.44,13883184000.0,13478.165137614678
2024-02-05,Amberd1,3121.44,11237184000.0,10909.357798165138
2024-02-06,Amberd1,1941.24,6988464000.0,6784.587155963302
2024-02-07,Amberd1,1572.48,5660928000.0,5495.779816513761
2024-02-08,Amberd1,5663.28,20387808000.0,19793.02752293578
2024-02-09,Amberd1,5539.8,19943280000.0,19361.467889908257
2024-02-10,Amberd1,4261.32,15340752000.0,14893.211009174312
2024-02-11,Amberd1,3938.76,14179536000.0,13765.871559633028
2024-02-12,Amberd1,3883.32,13979952000.0,13572.11009174312
2024-02-13,Amberd1,3845.52,13843872000.0,13440.0
2024-02-14,Amberd1,3835.44,13807584000.0,13404.770642201835
2024-02-15,Amberd1,3905.16,14058576000.0,13648.440366972478
2024-02-16,Amberd1,3842.16,13831776000.0,13428.256880733945
2024-02-17,Amberd1,3778.32,13601952000.0,13205.137614678899
2024-02-18,Amberd1,3823.68,13765248000.0,13363.669724770642
2024-02-19,Amberd1,3698.52,13314672000.0,12926.238532110092
2024-02-20,Amberd1,3644.76,13121136000.0,12738.348623853211
2024-02-21,Amberd1,3657.36,13166496000.0,12782.385321100917
2024-02-22,Amberd1,3668.28,13205808000.0,12820.550458715596
2024-02-23,Amberd1,3648.96,13136256000.0,12753.02752293578
2024-02-24,Amberd1,3568.32,12845952000.0,12471.19266055046
2024-02-25,Amberd1,3472.56,12501216000.0,12136.51376146789
2024-02-26,Amberd1,3403.68,12253248000.0,11895.779816513761
2024-02-27,Amberd1,3318.84,11947824000.0,11599.266055045871
2024-02-28,Amberd1,3417.12,12301632000.0,11942.752293577982
2024-02-29,Amberd1,3365.88,12117168000.0,11763.669724770642
2024-03-01,Amberd1,3417.96,12304656000.0,11945.688073394496
2024-03-02,Amberd1,3462.48,12464928000.0,12101.284403669724
2024-03-03,Amberd1,3465.84,12477024000.0,12113.02752293578
2024-03-04,Amberd1,3574.2,12867120000.0,12491.743119266055
2024-03-05,Amberd1,3514.56,12652416000.0,12283.302752293577
2024-03-06,Amberd1,3507.84,12628224000.0,12259.816513761469
2024-03-07,Amberd1,3554.04,12794544000.0,12421.284403669724
2024-03-08,Amberd1,3547.32,12770352000.0,12397.798165137614
2024-03-09,Amberd1,3482.64,12537504000.0,12171.743119266055
2024-03-10,Amberd1,3441.48,12389328000.0,12027.88990825688
2024-03-11,Amberd1,3412.92,12286512000.0,11928.073394495414
2024-03-12,Amberd1,3332.28,11996208000.0,11646.238532110092
2024-03-13,Amberd1,3380.16,12168576000.0,11813.577981651377
2024-03-14,Amberd1,3448.2,12413520000.0,12051.37614678899
2024-03-15,Amberd1,3484.32,12543552000.0,12177.614678899083
2024-03-16,Amberd1,3606.96,12985056000.0,12606.238532110092
2024-03-17,Amberd1,3420.48,12313728000.0,11954.495412844037
2024-03-18,Amberd1,3486.0,12549600000.0,12183.48623853211
2024-03-19,Amberd1,3519.6,12670560000.0,12300.91743119266
2024-03-20,Amberd1,3452.4,12428640000.0,12066.055045871559
2024-03-21,Amberd1,3415.44,12295584000.0,11936.880733944954
2024-03-22,Amberd1,3157.56,11367216000.0,11035.59633027523
2024-03-23,Amberd1,4059.72,14614992000.0,14188.62385321101
2024-03-24,Amberd1,3412.0800000000004,12283488000.000002,11925.1376146789
2024-03-25,Amberd1,3420.48,12313728000.0,11954.495412844037
2024-03-26,Amberd1,3454.08,12434688000.0,12071.926605504586
2024-03-27,Amberd1,2290.6800000000003,8246448000.000002,8005.871559633029
2024-03-28,Amberd1,4287.36,15434496000.0,14984.220183486239
2024-03-29,Amberd1,3743.04,13474944000.0,13081.834862385322
2024-03-30,Amberd1,3694.32,13299552000.0,12911.559633027522
2024-03-31,Amberd1,3984.96,14345856000.0,13927.339449541285
2024-04-01,Amberd1,4456.2,16042320000.0,15574.311926605504
2024-04-02,Amberd1,5435.64,19568304000.0,18997.43119266055
2024-04-03,Amberd1,6426.0,23133600000.0,22458.715596330276
2024-04-04,Amberd1,7266.0,26157600000.0,25394.495412844037
2024-04-05,Amberd1,7886.76,28392336000.0,27564.036697247706
2024-04-06,Amberd1,8773.8,31585680000.0,30664.22018348624
2024-04-07,Amberd1,8149.68,29338848000.0,28482.935779816515
2024-04-08,Amberd1,7669.2,27609120000.0,26803.669724770643
2024-04-09,Amberd1,8770.44,31573584000.0,30652.477064220184
2024-04-10,Amberd1,10957.8,39448080000.0,38297.247706422015
2024-04-11,Amberd1,11204.76,40337136000.0,39160.366972477066
2024-04-12,Amberd1,11904.48,42856128000.0,41605.87155963303
2024-04-13,Amberd1,13870.08,49932288000.0,48475.59633027523
2024-04-14,Amberd1,14909.16,53672976000.0,52107.15596330275
2024-04-15,Amberd1,14869.68,53530848000.0,51969.1743119266
2024-04-16,Amberd1,17338.44,62418384000.0,60597.43119266055
2024-04-17,Amberd1,20690.04,74484144000.0,72311.19266055046
2024-04-18,Amberd1,24475.08,88110288000.0,85539.81651376147
2024-04-19,Amberd1,25365.48,91315728000.0,88651.74311926606
2024-04-20,Amberd1,27793.08,100055088000.0,97136.14678899082
2024-04-21,Amberd1,32645.76,117524736000.0,114096.14678899082
2024-04-22,Amberd1,31522.68,113481648000.0,110171.00917431193
2024-04-23,Amberd1,33580.68,120890448000.0,117363.66972477065
2024-04-24,Amberd1,33751.2,121504320000.0,117959.63302752294
2024-04-25,Amberd1,35651.28,128344608000.0,124600.36697247706
2024-04-26,Amberd1,41234.76,148445136000.0,144114.49541284403
2024-04-27,Amberd1,48903.96,176054256000.0,170918.16513761468
2024-04-28,Amberd1,55639.08,200300688000.0,194457.24770642203
2024-04-29,Amberd1,56721.84,204198624000.0,198241.46788990826
2024-04-30,Amberd1,57495.48,206983728000.0,200945.32110091744
2024-05-01,Amberd1,40052.04,144187344000.0,139980.91743119265
2024-05-02,Amberd1,36933.96,132962256000.0,129083.30275229357
2024-05-03,Amberd1,38177.16,137437776000.0,133428.25688073394
2024-05-04,Amberd1,36201.48,130325328000.0,126523.30275229357
2024-05-05,Amberd1,29846.04,107445744000.0,104311.19266055046
2024-05-06,Amberd1,24266.76,87360336000.0,84811.74311926606
2024-05-07,Amberd1,21241.08,76467888000.0,74237.06422018349
2024-05-08,Amberd1,18889.08,68000688000.0,66016.88073394496
2024-05-09,Amberd1,18315.36,65935296000.0,64011.74311926605
2024-05-10,Amberd1,19015.92,68457312000.0,66460.18348623853
2024-05-11,Amberd1,17332.56,62397216000.0,60576.880733944956
2024-05-12,Amberd1,33544.56,120760415999.99998,117237.43119266053
2024-05-13,Amberd1,33758.76,121531536000.0,117986.05504587156
2024-05-14,Amberd1,31235.4,112447440000.0,109166.97247706422
2024-05-15,Amberd1,26727.96,96220656000.0,93413.57798165138
2024-05-16,Amberd1,25570.44,92053584000.0,89368.07339449541
2024-05-17,Amberd1,24783.36,89220096000.0,86617.24770642201
2024-05-18,Amberd1,22489.32,80961552000.0,78599.63302752294
2024-05-19,Amberd1,22066.8,79440480000.0,77122.93577981651
2024-05-20,Amberd1,21976.92,79116912000.0,76808.80733944954
2024-05-21,Amberd1,22990.8,82766880000.0,80352.29357798165
2024-05-22,Amberd1,24459.12,88052832000.0,85484.0366972477
2024-05-23,Amberd1,26262.6,94545360000.0,91787.15596330275
2024-05-24,Amberd1,30880.08,111168288000.0,107925.1376146789
2024-05-25,Amberd1,30983.4,111540240000.0,108286.23853211009
2024-05-26,Amberd1,39886.56,143591616000.0,139402.56880733944
2024-05-27,Amberd1,42654.36,153555696000.0,149075.9633027523
2024-05-28,Amberd1,39574.92,142469712000.0,138313.39449541285
2024-05-29,Amberd1,53826.36,193774896000.0,188121.83486238532
2024-05-30,Amberd1,48761.16,175540176000.0,170419.08256880735
2024-05-31,Amberd1,55430.76,199550736000.0,193729.17431192662
2024-06-01,Amberd1,55659.240000000005,200373264000.00003,194527.70642201838
2024-06-02,Amberd1,55102.32000000001,198368352000.00003,192581.28440366976
2024-06-03,Amberd1,55911.24,201280464000.0,195408.44036697247
2024-06-04,Amberd1,55975.92,201513312000.0,195634.49541284403
2024-06-05,Amberd1,55702.920000000006,200530512000.00003,194680.3669724771
2024-06-06,Amberd1,54968.76,197887536000.0,192114.49541284403
2024-06-07,Amberd1,55559.28,200013408000.0,194178.3486238532
2024-06-08,Amberd1,55828.08,200981088000.0,195117.79816513762
2024-06-09,Amberd1,55248.48,198894528000.0,193092.11009174312
2024-06-10,Amberd1,53462.64,192465504000.0,186850.64220183485
2024-06-11,Amberd1,53624.76,193049136000.0,187417.24770642203
2024-06-12,Amberd1,44736.72,161052192000.0,156353.7614678899
2024-06-13,Amberd1,53446.68,192408048000.0,186794.8623853211
2024-06-14,Amberd1,52403.4,188652240000.0,183148.623853211
2024-06-15,Amberd1,49294.56,177460416000.0,172283.3027522936
2024-06-16,Amberd1,46646.04,167925744000.0,163026.78899082568
2024-06-17,Amberd1,46787.16,168433776000.0,163520.0
2024-06-18,Amberd1,44195.76,159104736000.0,154463.11926605506
2024-06-19,Amberd1,39322.08,141559488000.0,137429.7247706422
2024-06-20,Amberd1,38676.12,139234032000.0,135172.11009174312
2024-06-21,Amberd1,41443.08,149195088000.0,144842.56880733944
2024-06-22,Amberd1,36622.32,131840352000.0,127994.12844036697
2024-06-23,Amberd1,32037.6,115335360000.0,111970.64220183487
2024-06-24,Amberd1,31295.88,112665168000.0,109378.3486238532
2024-06-25,Amberd1,30444.12,109598832000.0,106401.46788990825
2024-06-26,Amberd1,29489.04,106160544000.0,103063.4862385321
2024-06-27,Amberd1,25614.96,92213856000.0,89523.66972477065
2024-06-28,Amberd1,22732.92,81838512000.0,79451.00917431193
2024-06-29,Amberd1,22120.56,79634016000.0,77310.8256880734
2024-06-30,Amberd1,29093.4,104736240000.0,101680.73394495413
2024-07-01,Amberd1,25138.68,90499248000.0,87859.08256880734
2024-07-02,Amberd1,24276.0,87393600000.0,84844.0366972477
2024-07-03,Amberd1,20675.76,74432736000.0,72261.28440366972
2024-07-04,Amberd1,19304.04,69494544000.0,67467.15596330275
2024-07-05,Amberd1,18663.96,67190256000.0,65230.091743119265
2024-07-06,Amberd1,18372.48,66140928000.0,64211.37614678899
2024-07-07,Amberd1,20674.08,74426688000.0,72255.41284403669
2024-07-08,Amberd1,20760.6,74738160000.0,72557.79816513762
2024-07-09,Amberd1,20103.72,72373392000.0,70262.01834862385
2024-07-10,Amberd1,17778.600000000002,64002960000.000015,62135.77981651378
2024-07-11,Amberd1,15277.08,54997488000.0,53393.02752293578
2024-07-12,Amberd1,14823.48,53364528000.0,51807.706422018346
2024-07-13,Amberd1,14168.28,51005808000.0,49517.79816513762
2024-07-14,Amberd1,13619.76,49031136000.0,47600.733944954125
2024-07-15,Amberd1,12981.36,46732896000.0,45369.54128440367
2024-07-16,Amberd1,14714.28,52971408000.0,51426.05504587156
2024-07-17,Amberd1,14168.28,51005808000.0,49517.79816513762
2024-07-18,Amberd1,13413.12,48287232000.0,46878.53211009174
2024-07-19,Amberd1,14717.64,52983504000.0,51437.79816513762
2024-07-20,Amberd1,13891.08,50007888000.0,48548.99082568807
2024-07-21,Amberd1,12494.16,44978976000.0,43666.78899082569
2024-07-22,Amberd1,11490.36,41365296000.0,40158.53211009174
2024-07-23,Amberd1,11149.32,40137552000.0,38966.605504587154
2024-07-24,Amberd1,11382.0,40975200000.0,39779.81651376147
2024-07-25,Amberd1,11394.6,41020560000.0,39823.85321100918
2024-07-26,Amberd1,10973.76,39505536000.0,38353.02752293578
2024-07-27,Amberd1,10610.04,38196144000.0,37081.83486238532
2024-07-28,Amberd1,11331.6,40793760000.0,39603.66972477064
2024-07-29,Amberd1,10464.72,37672992000.0,36573.94495412844
2024-07-30,Amberd1,10277.4,36998640000.0,35919.266055045875
2024-07-31,Amberd1,9947.28,35810208000.0,34765.50458715596
2024-08-01,Amberd1,9595.32,34543152000.0,33535.4128440367
2024-08-02,Amberd1,9527.28,34298208000.0,33297.61467889908
2024-08-03,Amberd1,7338.24,26417664000.0,25646.97247706422
2024-08-04,Amberd1,8821.68,31758048000.0,30831.559633027522
2024-08-05,Amberd1,8370.6,30134160000.0,29255.045871559632
2024-08-06,Amberd1,8056.44,29003184000.0,28157.064220183485
2024-08-07,Amberd1,8388.24,30197664000.0,29316.697247706423
2024-08-08,Amberd1,8170.68,29414448000.0,28556.330275229357
2024-08-09,Amberd1,7670.04,27612144000.0,26806.605504587154
2024-08-10,Amberd1,7494.48,26980128000.0,26193.02752293578
2024-08-11,Amberd1,9306.36,33502896000.0,32525.504587155963
2024-08-12,Amberd1,10312.68,37125648000.0,36042.56880733945
2024-08-13,Amberd1,8454.6,30436560000.0,29548.623853211007
2024-08-14,Amberd1,8000.16,28800576000.0,27960.366972477063
2024-08-15,Amberd1,7682.64,27657504000.0,26850.642201834864
2024-08-16,Amberd1,7578.48,27282528000.0,26486.605504587154
2024-08-17,Amberd1,7402.92,26650512000.0,25873.02752293578
2024-08-18,Amberd1,7294.56,26260416000.0,25494.311926605504
2024-08-19,Amberd1,7180.320000000001,25849152000.000004,25095.045871559636
2024-08-20,Amberd1,7071.120000000001,25456032000.000004,24713.39449541285
2024-08-21,Amberd1,6958.56,25050816000.0,24320.0
2024-08-22,Amberd1,6777.12,24397632000.0,23685.871559633026
2024-08-23,Amberd1,6593.16,23735376000.0,23042.935779816515
2024-08-24,Amberd1,6287.4,22634640000.0,21974.311926605504
2024-08-25,Amberd1,6542.76,23553936000.0,22866.788990825688
2024-08-26,Amberd1,6552.84,23590224000.0,22902.018348623853
2024-08-27,Amberd1,6466.32,23278752000.0,22599.633027522937
2024-08-28,Amberd1,4777.92,17200512000.0,16698.715596330276
2024-08-29,Amberd1,6153.0,22150800000.0,21504.5871559633
2024-08-30,Amberd1,6090.84,21927024000.0,21287.339449541283
2024-08-31,Amberd1,6616.68,23820048000.0,23125.1376146789
2024-09-01,Amberd1,6319.32,22749552000.0,22085.871559633026
2024-09-02,Amberd1,6126.96,22057056000.0,21413.577981651375
2024-09-03,Amberd1,6034.56,21724416000.0,21090.642201834864
2024-09-04,Amberd1,5989.2,21561120000.0,20932.110091743118
2024-09-05,Amberd1,5999.28,21597408000.0,20967.339449541283
2024-09-06,Amberd1,7864.92,28313712000.0,27487.70642201835
2024-09-07,Amberd1,7147.56,25731216000.0,24980.550458715596
2024-09-08,Amberd1,6471.360000000001,23296896000.000004,22617.247706422022
2024-09-09,Amberd1,6285.72,22628592000.0,21968.440366972478
2024-09-10,Amberd1,6952.68,25029648000.0,24299.449541284404
2024-09-11,Amberd1,6394.08,23018688000.0,22347.155963302754
2024-09-12,Amberd1,6246.240000000001,22486464000.000004,21830.458715596335
2024-09-13,Amberd1,6178.2,22241520000.0,21592.660550458717
2024-09-14,Amberd1,6502.44,23408784000.0,22725.871559633026
2024-09-15,Amberd1,6327.72,22779792000.0,22115.229357798165
2024-09-16,Amberd1,6218.5199999999995,22386671999.999996,21733.57798165137
2024-09-17,Amberd1,6643.56,23916816000.0,23219.08256880734
2024-09-18,Amberd1,7586.88,27312768000.0,26515.963302752294
2024-09-19,Amberd1,7207.2,25945920000.0,25188.990825688074
2024-09-20,Amberd1,8296.68,29868048000.0,28996.697247706423
2024-09-21,Amberd1,7079.52,25486272000.0,24742.75229357798
2024-09-22,Amberd1,6990.4800000000005,25165728000.000004,24431.559633027526
2024-09-23,Amberd1,9309.72,33514992000.0,32537.24770642202
2024-09-24,Amberd1,8016.12,28858032000.0,28016.146788990827
2024-09-25,Amberd1,7129.08,25664688000.0,24915.963302752294
2024-09-26,Amberd1,7064.4,25431840000.0,24689.908256880735
2024-09-27,Amberd1,6935.88,24969168000.0,24240.73394495413
2024-09-28,Amberd1,6741.84,24270624000.0,23562.56880733945
2024-09-29,Amberd1,6473.88,23305968000.0,22626.05504587156
2024-09-30,Amberd1,5970.72,21494592000.0,20867.522935779816
2024-10-01,Amberd1,6151.32,22144752000.0,21498.715596330276
2024-10-02,Amberd1,6894.72,24820992000.0,24096.880733944956
2024-10-03,Amberd1,6809.04,24512544000.0,23797.43119266055
2024-10-04,Amberd1,6483.12,23339232000.0,22658.34862385321
2024-10-05,Amberd1,5804.4,20895840000.0,20286.238532110092
2024-10-06,Amberd1,5344.08,19238688000.0,18677.43119266055
2024-10-07,Amberd1,5544.0,19958400000.0,19376.146788990827
2024-10-08,Amberd1,6136.200000000001,22090320000.000004,21445.871559633033
2024-10-09,Amberd1,6244.56,22480416000.0,21824.5871559633
2024-10-10,Amberd1,6142.92,22114512000.0,21469.357798165136
2024-10-11,Amberd1,6638.52,23898672000.0,23201.467889908257
2024-10-12,Amberd1,6911.52,24881472000.0,24155.596330275228
2024-10-13,Amberd1,6854.400000000001,24675840000.000004,23955.963302752298
2024-10-14,Amberd1,8541.12,30748032000.0,29851.009174311926
2024-10-15,Amberd1,7260.12,26136432000.0,25373.94495412844
2024-10-16,Amberd1,6915.72,24896592000.0,24170.275229357798
2024-10-17,Amberd1,10392.48,37412928000.0,36321.46788990826
2024-10-18,Amberd1,9770.04,35172144000.0,34146.05504587156
2024-10-19,Amberd1,8649.48,31138128000.0,30229.724770642202
2024-10-20,Amberd1,7862.400000000001,28304640000.000004,27478.899082568812
2024-10-21,Amberd1,7460.04,26856144000.0,26072.660550458717
2024-10-22,Amberd1,6167.280000000001,22202208000.000004,21554.49541284404
2024-10-23,Amberd1,6882.12,24775632000.0,24052.844036697246
2024-10-24,Amberd1,6882.12,24775632000.0,24052.844036697246
2024-10-25,Amberd1,6862.8,24706080000.0,23985.32110091743
2024-10-26,Amberd1,6716.64,24179904000.0,23474.495412844037
2024-10-27,Amberd1,6368.04,22924944000.0,22256.146788990827
2024-10-28,Amberd1,6446.16,23206176000.0,22529.174311926607
2024-10-29,Amberd1,6532.68,23517648000.0,22831.559633027522
2024-10-30,Amberd1,6433.56,23160816000.0,22485.1376146789
2024-10-31,Amberd1,6274.8,22589280000.0,21930.275229357798
2024-11-01,Amberd1,6172.32,22220352000.0,21572.110091743118
2024-11-02,Amberd1,6097.56,21951216000.0,21310.825688073393
2024-11-03,Amberd1,6090.84,21927024000.0,21287.339449541283
2024-11-04,Amberd1,6195.0,22302000000.0,21651.376146788993
2024-11-05,Amberd1,5499.4800000000005,19798128000.000004,19220.5504587156
2024-11-06,Amberd1,5806.08,20901888000.0,20292.110091743118
2024-11-07,Amberd1,5858.16,21089376000.0,20474.128440366974
2024-11-08,Amberd1,5755.68,20720448000.0,20115.963302752294
2024-11-09,Amberd1,5623.8,20245680000.0,19655.045871559632
2024-11-10,Amberd1,5556.6,20003760000.0,19420.183486238533
2024-11-11,Amberd1,5737.2,20653920000.0,20051.376146788993
2024-11-12,Amberd1,5729.64,20626704000.0,20024.954128440368
2024-11-13,Amberd1,5522.16,19879776000.0,19299.816513761467
2024-11-14,Amberd1,5394.4800000000005,19420128000.000004,18853.57798165138
2024-11-15,Amberd1,5370.12,19332432000.0,18768.440366972478
2024-11-16,Amberd1,5640.6,20306160000.0,19713.761467889908
2024-11-17,Amberd1,5505.36,19819296000.0,19241.10091743119
2024-11-18,Amberd1,5860.68,21098448000.0,20482.935779816515
2024-11-19,Amberd1,5774.16,20786976000.0,20180.550458715596
2024-11-20,Amberd1,5644.8,20321280000.0,19728.440366972478
