DateTime,Station,Energy Production (kWh),Energy Production (W),Water Flow (m³/s)
2024-01-26,Amberd 3,7638.400000000001,27498240000.000004,10326.331069468926
2024-01-27,Amberd 3,12779.9,46007640000.0,17277.110184686047
2024-01-28,Amberd 3,11748.8,42295680000.0,15883.16904966701
2024-01-29,Amberd 3,13346.2,48046320000.0,18042.689531753527
2024-01-30,Amberd 3,11923.1,42923160000.0,16118.804720148844
2024-01-31,Amberd 3,11653.6,41952960000.0,15754.46844249621
2024-02-01,Amberd 3,11475.8,41312880000.0,15514.101132044863
2024-02-02,Amberd 3,9583.0,34498800000.0,12955.230236531303
2024-02-03,Amberd 3,12916.4,46499040000.0,17461.64414349712
2024-02-04,Amberd 3,11799.2,42477120000.0,15951.304665228023
2024-02-05,Amberd 3,10920.0,39312000000.0,14762.716704885925
2024-02-06,Amberd 3,6694.1,24098760000.0,9049.734605693853
2024-02-07,Amberd 3,6963.6,25068960000.0,9414.070883346487
2024-02-08,Amberd 3,17152.100000000002,61747560000.000015,23187.87483460384
2024-02-09,Amberd 3,16242.1,58471560000.0,21957.648442530008
2024-02-10,Amberd 3,13024.9,46889640000.0,17608.324982552076
2024-02-11,Amberd 3,12380.9,44571240000.0,16737.70322816137
2024-02-12,Amberd 3,12372.5,44541000000.0,16726.347292234535
2024-02-13,Amberd 3,12418.0,44704800000.0,16787.858611838226
2024-02-14,Amberd 3,12463.5,44868600000.0,16849.369931441917
2024-02-15,Amberd 3,13083.0,47098800000.0,17686.870206046024
2024-02-16,Amberd 3,12613.3,45407880000.0,17051.884122137148
2024-02-17,Amberd 3,12562.9,45226440000.0,16983.748506576136
2024-02-18,Amberd 3,12443.9,44798040000.0,16822.872747612633
2024-02-19,Amberd 3,12461.4,44861040000.0,16846.530947460207
2024-02-20,Amberd 3,12366.9,44520840000.0,16718.77666828331
2024-02-21,Amberd 3,12189.1,43880760000.0,16478.409357831963
2024-02-22,Amberd 3,12089.7,43522920000.0,16344.030782697744
2024-02-23,Amberd 3,12037.2,43333920000.0,16273.056183155024
2024-02-24,Amberd 3,11816.7,42540120000.0,15974.962865075597
2024-02-25,Amberd 3,11772.6,42381360000.0,15915.344201459711
2024-02-26,Amberd 3,11748.1,42293160000.0,15882.222721673108
2024-02-27,Amberd 3,11678.8,42043680000.0,15788.536250276717
2024-02-28,Amberd 3,11906.3,42862680000.0,16096.092848295173
2024-02-29,Amberd 3,11837.0,42613200000.0,16002.406376898782
2024-03-01,Amberd 3,12137.86,43696296000.0,16409.138148678267
2024-03-02,Amberd 3,11965.8,43076880000.0,16176.530727776924
2024-03-03,Amberd 3,12073.6,43464960000.0,16322.265238837977
2024-03-04,Amberd 3,12427.8,44740080000.0,16801.107203752865
2024-03-05,Amberd 3,12341.7,44430120000.0,16684.708860502804
2024-03-06,Amberd 3,12452.3,44828280000.0,16834.22868353947
2024-03-07,Amberd 3,12554.5,45196200000.0,16972.3925706493
2024-03-08,Amberd 3,12646.9,45528840000.0,17097.307865844487
2024-03-09,Amberd 3,12272.4,44180640000.0,16591.022389106412
2024-03-10,Amberd 3,12214.86,43973496000.0,16513.23422800759
2024-03-11,Amberd 3,12212.9,43966440000.0,16510.584509624663
2024-03-12,Amberd 3,12344.5,44440200000.0,16688.494172478415
2024-03-13,Amberd 3,12217.1,43981560000.0,16516.26247758808
2024-03-14,Amberd 3,12656.0,45561600000.0,17109.610129765228
2024-03-15,Amberd 3,13171.2,47416320000.0,17806.107533277795
2024-03-16,Amberd 3,9235.8,33248880000.0,12485.851551555443
2024-03-17,Amberd 3,12989.9,46763640000.0,17561.00858285693
2024-03-18,Amberd 3,13337.8,48016080000.0,18031.333595826694
2024-03-19,Amberd 3,13607.3,48986280000.0,18395.669873479328
2024-03-20,Amberd 3,13461.7,48462120000.0,18198.833650747514
2024-03-21,Amberd 3,13279.0,47804400000.0,17951.842044338846
2024-03-22,Amberd 3,12350.8,44462880000.0,16697.01112442354
2024-03-23,Amberd 3,14387.8,51796080000.0,19450.82558668111
2024-03-24,Amberd 3,12803.7,46093320000.0,17309.285336478748
2024-03-25,Amberd 3,12770.1,45972360000.0,17263.861592771405
2024-03-26,Amberd 3,12831.7,46194120000.0,17347.138456234865
2024-03-27,Amberd 3,10318.7,37147320000.0,13949.820958123297
2024-03-28,Amberd 3,15125.6,54452160000.0,20448.255292254813
2024-03-29,Amberd 3,14896.7,53628120000.0,20138.80603824855
2024-03-30,Amberd 3,17383.1,62579160000.0,23500.163072591808
2024-03-31,Amberd 3,21863.1,78707160000.0,29556.66223357065
2024-04-01,Amberd 3,25091.5,90329400000.0,33921.126941451024
2024-04-02,Amberd 3,31099.6,111958560000.0,42043.460113119996
2024-04-03,Amberd 3,36316.56,130739616000.0,49096.25338607985
2024-04-04,Amberd 3,32457.6,116847360000.0,43879.3364212917
2024-04-05,Amberd 3,49740.32,179065152000.0,67243.79605955783
2024-04-06,Amberd 3,60811.66,218921976000.0,82211.10887672557
2024-04-07,Amberd 3,56308.28,202709808000.0,76123.00236075037
2024-04-08,Amberd 3,46292.26,166652136000.0,62582.373627190704
2024-04-09,Amberd 3,49786.8,179232480000.0,67306.63223835298
2024-04-10,Amberd 3,58727.06,211417416000.0,79392.9441108826
2024-04-11,Amberd 3,46634.0,167882400000.0,63044.37095381413
2024-04-12,Amberd 3,20252.4,72908640000.0,27379.161519599973
2024-04-13,Amberd 3,22102.5,79569000000.0,29880.306407485456
2024-04-14,Amberd 3,18071.9,65058840000.0,24431.3498185923
2024-04-15,Amberd 3,12196.8,43908480000.0,16488.818965764895
2024-04-16,Amberd 3,44199.26,159117336000.0,59752.852925420906
2024-04-17,Amberd 3,89252.38,321308568000.0,120660.03673780462
2024-04-18,Amberd 3,102280.22,368208792000.0,138272.3362979311
2024-04-19,Amberd 3,122556.14,441202104000.0,165683.2944381262
2024-04-20,Amberd 3,136963.26,493067736000.0,185160.23867743905
2024-04-21,Amberd 3,132315.54,476335944000.00006,178876.99932912106
2024-04-22,Amberd 3,122109.68,439594848000.0,165079.7264436149
2024-04-23,Amberd 3,132022.80000000002,475282080000.00006,178481.24496207086
2024-04-24,Amberd 3,128966.74,464280264000.0,174349.76620628935
2024-04-25,Amberd 3,132042.96,475354655999.99994,178508.49920829522
2024-04-26,Amberd 3,153949.18,554217048000.0,208123.4552462903
2024-04-27,Amberd 3,130324.04,469166544000.0,176184.69618646716
2024-04-28,Amberd 3,152919.48,550510128000.0,206731.4067672591
2024-04-29,Amberd 3,159339.32,573621552000.0,215410.37006494176
2024-04-30,Amberd 3,161222.04,580399344000.0,217955.61383734312
2024-05-01,Amberd 3,127317.82,458344152000.0,172120.59598385158
2024-05-02,Amberd 3,165335.24,595206864000.0,223516.2371295168
2024-05-03,Amberd 3,173216.12,623578032000.0,234170.37621607372
2024-05-04,Amberd 3,159987.24000000002,575954064000.0001,216286.29125609837
2024-05-05,Amberd 3,111968.92,403088112000.0,151370.46206154174
2024-05-06,Amberd 3,72811.2,262120320000.0,98433.25261380861
2024-05-07,Amberd 3,68763.24,247547664000.0,92960.82709066667
2024-05-08,Amberd 3,46421.2,167116320000.0,62756.68724366763
2024-05-09,Amberd 3,31060.4,111817440000.0,41990.46574546143
2024-05-10,Amberd 3,25958.8,93451680000.0,35093.62732589677
2024-05-11,Amberd 3,27357.82,98488152000.0,36984.958454511194
2024-05-12,Amberd 3,70284.2,253023120000.0,95017.00855581899
2024-05-13,Amberd 3,80224.34,288807624000.0,108455.05533483958
2024-05-14,Amberd 3,75290.74,271046664000.0,101785.33563381163
2024-05-15,Amberd 3,58884.56,211984416000.0,79605.86790951077
2024-05-16,Amberd 3,50636.18,182290248000.0,68454.90662615481
2024-05-17,Amberd 3,46824.4,168567840000.0,63301.77216815572
2024-05-18,Amberd 3,33297.46,119870856000.0,45014.740748376455
2024-05-19,Amberd 3,21496.3,77386680000.0,29060.786364765507
2024-05-20,Amberd 3,18482.1,66535560000.0,24985.89802301943
2024-05-21,Amberd 3,17726.1,63813960000.0,23963.86378960425
2024-05-22,Amberd 3,20769.7,74770920000.0,28078.49790709425
2024-05-23,Amberd 3,24658.2,88769520000.0,33335.3499132251
2024-05-24,Amberd 3,34075.3,122671080000.0,46066.30041520141
2024-05-25,Amberd 3,41172.32,148220352000.0,55660.741414185795
2024-05-26,Amberd 3,94691.1,340887960000.0,128012.62671923294
2024-05-27,Amberd 3,153579.30000000002,552885480000.0001,207623.41553431205
2024-05-28,Amberd 3,112563.22,405227592000.0,152173.89452836534
2024-05-29,Amberd 3,157334.66,566404776000.0,212700.2759560025
2024-05-30,Amberd 3,148407.28,534266208000.0,200631.3765185607
2024-05-31,Amberd 3,151857.3,546686280000.0,205295.44866931075
2024-06-01,Amberd 3,172636.8,621492480000.0,233387.19516831965
2024-06-02,Amberd 3,162357.58000000002,584487288000.0001,219490.74710905252
2024-06-03,Amberd 3,171115.7,616016520000.0,231330.82443756855
2024-06-04,Amberd 3,169090.88,608727168000.0,228593.4760824049
2024-06-05,Amberd 3,164997.0,593989200000.0,223058.9714428629
2024-06-06,Amberd 3,166507.88,599428368000.0,225101.52578490303
2024-06-07,Amberd 3,165826.5,596975400000.0,224180.3701156379
2024-06-08,Amberd 3,166964.14,601070904000.0,225718.34237132897
2024-06-09,Amberd 3,161124.18,580047048000.0,217823.31718379547
2024-06-10,Amberd 3,137487.56,494955216000.0,185869.03834487233
2024-06-11,Amberd 3,135204.58,486736488000.0,182782.68422555728
2024-06-12,Amberd 3,100321.62,361157832000.0,135624.51057099065
2024-06-13,Amberd 3,119248.5,429294600000.0,161211.70540133602
2024-06-14,Amberd 3,120902.46,435248856000.0,163447.6891853299
2024-06-15,Amberd 3,108165.96,389397456000.0,146229.25133626582
2024-06-16,Amberd 3,95633.3,344279880000.0,129286.3841990263
2024-06-17,Amberd 3,96402.74,347049864000.0,130326.58792992441
2024-06-18,Amberd 3,84545.86,304365096000.0,114297.30583799879
2024-06-19,Amberd 3,54258.4,195330240000.0,73351.77546340499
2024-06-20,Amberd 3,83899.2,302037120000.0,113423.08803723125
2024-06-21,Amberd 3,82782.56,298017216000.0,111913.50562135727
2024-06-22,Amberd 3,50340.78,181226808000.0,68055.55621272778
2024-06-23,Amberd 3,94177.72,339039792000.0,127318.58976850452
2024-06-24,Amberd 3,84985.04000000001,305946144000.00006,114891.03202137351
2024-06-25,Amberd 3,79483.04000000001,286138944000.00006,107452.89398929638
2024-06-26,Amberd 3,75233.2,270839520000.0,101707.5474727128
2024-06-27,Amberd 3,64306.76,231504336000.0,86936.12455028297
2024-06-28,Amberd 3,54010.88,194439168000.0,73017.1538847609
2024-06-29,Amberd 3,49332.78,177598008000.0,66692.84390150753
2024-06-30,Amberd 3,64776.74,233196264000.0,87571.4891653894
2024-07-01,Amberd 3,58397.78,210232008000.0,78947.79142255065
2024-07-02,Amberd 3,56283.08,202619088000.0,76088.93455296986
2024-07-03,Amberd 3,46172.7,166221720000.0,62420.74080583209
2024-07-04,Amberd 3,41132.7,148077720000.0,55607.179249730885
2024-07-05,Amberd 3,37042.6,133353360000.0,50077.784781355986
2024-07-06,Amberd 3,35730.1,128628360000.0,48303.419792787965
2024-07-07,Amberd 3,41538.56,149538816000.0,56155.860220595816
2024-07-08,Amberd 3,42261.66,152141976000.0,57133.41703829756
2024-07-09,Amberd 3,41186.88,148272768000.0,55680.425036458975
2024-07-10,Amberd 3,34635.16,124686576000.0,46823.17354472498
2024-07-11,Amberd 3,29570.66,106454376000.0,39976.49050883718
2024-07-12,Amberd 3,27652.8,99550080000.0,37383.7410711419
2024-07-13,Amberd 3,25652.76,92349936000.0,34679.892726962404
2024-07-14,Amberd 3,25264.96,90953856000.0,34155.62701834017
2024-07-15,Amberd 3,26001.64,93605904000.0,35151.54259912363
2024-07-16,Amberd 3,30271.5,108977400000.0,40923.95409633281
2024-07-17,Amberd 3,28545.16,102762576000.0,38590.11999776937
2024-07-18,Amberd 3,26515.300000000003,95455080000.00002,35845.95808104962
2024-07-19,Amberd 3,30505.300000000003,109819080000.00002,41240.027646296396
2024-07-20,Amberd 3,28137.76,101295936000.0,38039.35710531785
2024-07-21,Amberd 3,25114.6,90412560000.0,33952.35576524982
2024-07-22,Amberd 3,22818.6,82146960000.0,30848.399945248166
2024-07-23,Amberd 3,22262.1,80143560000.0,30096.069190095324
2024-07-24,Amberd 3,21459.2,77253120000.0,29010.63098108865
2024-07-25,Amberd 3,22947.4,82610640000.0,31022.524296126307
2024-07-26,Amberd 3,22297.1,80269560000.0,30143.385589790472
2024-07-27,Amberd 3,22090.6,79526160000.0,29864.218831589104
2024-07-28,Amberd 3,24821.300000000003,89356680000.00002,33555.8443358045
2024-07-29,Amberd 3,21837.9,78616440000.0,29522.594425790143
2024-07-30,Amberd 3,10390.8,37406880000.0,14047.2927414953
2024-07-31,Amberd 3,11866.4,42719040000.0,16042.152152642706
2024-08-01,Amberd 3,19275.06,69390216000.0,26057.898374512682
2024-08-02,Amberd 3,19917.1,71701560000.0,26925.870410520463
2024-08-03,Amberd 3,19579.0,70484400000.0,26468.793989465343
2024-08-04,Amberd 3,19224.1,69206760000.0,25989.00569655655
2024-08-05,Amberd 3,18188.66,65479176000.0,24589.197327975315
2024-08-06,Amberd 3,17240.3,62065080000.0,23307.112161835605
2024-08-07,Amberd 3,17438.260000000002,62777736000.000015,23574.733718511365
2024-08-08,Amberd 3,16901.5,60845400000.0,22849.08941278658
2024-08-09,Amberd 3,15923.6,57324960000.0,21527.069205304168
2024-08-10,Amberd 3,15649.06,56336616000.0,21155.919366095433
2024-08-11,Amberd 3,17938.9,64580040000.0,24251.547499750744
2024-08-12,Amberd 3,24675.0,88830000000.0,33358.061785078775
2024-08-13,Amberd 3,18920.3,68113080000.0,25578.299347202672
2024-08-14,Amberd 3,17077.9,61480440000.0,23087.56406725012
2024-08-15,Amberd 3,17469.2,62889120000.0,23616.56141584187
2024-08-16,Amberd 3,17221.4,61997040000.0,23281.561306000225
2024-08-17,Amberd 3,16770.600000000002,60374160000.00001,22672.126077926732
2024-08-18,Amberd 3,16425.5,59131800000.0,22205.58637693258
2024-08-19,Amberd 3,16200.8,58322880000.0,21901.815090889733
2024-08-20,Amberd 3,15974.0,57506400000.0,21595.20482086518
2024-08-21,Amberd 3,15403.5,55452600000.0,20823.94750583428
2024-08-22,Amberd 3,14799.26,53277336000.0,20007.07718149726
2024-08-23,Amberd 3,14459.2,52053120000.0,19547.35104205921
2024-08-24,Amberd 3,13645.8,49124880000.0,18447.717913143988
2024-08-25,Amberd 3,15059.1,54212760000.0,20358.354132834032
2024-08-26,Amberd 3,14968.66,53887176000.0,20236.088556021772
2024-08-27,Amberd 3,14435.4,51967440000.0,19515.17589026651
2024-08-28,Amberd 3,11793.6,42456960000.0,15943.734041276799
2024-08-29,Amberd 3,13997.06,50389416000.0,18922.585300484487
2024-08-30,Amberd 3,13323.8,47965680000.0,18012.407035948636
2024-08-31,Amberd 3,15120.7,54434520000.0,20441.630996297492
2024-09-01,Amberd 3,14345.8,51644880000.0,19394.045907046933
2024-09-02,Amberd 3,14236.6,51251760000.0,19246.418739998073
2024-09-03,Amberd 3,13958.0,50248800000.0,18869.7801984247
2024-09-04,Amberd 3,13678.7,49243320000.0,18492.195328857426
2024-09-05,Amberd 3,13645.1,49122360000.0,18446.771585150087
2024-09-06,Amberd 3,19192.46,69092856000.0,25946.231671232137
2024-09-07,Amberd 3,18130.7,65270520000.0,24510.84137008015
2024-09-08,Amberd 3,15976.8,57516480000.0,21598.99013284079
2024-09-09,Amberd 3,15549.1,55976760000.0,21020.783728566093
2024-09-10,Amberd 3,17506.86,63024696000.0,23667.473861913848
2024-09-11,Amberd 3,16241.4,58469040000.0,21956.702114536103
2024-09-12,Amberd 3,15405.6,55460160000.0,20826.78648981599
2024-09-13,Amberd 3,15286.6,55031760000.0,20665.91073085249
2024-09-14,Amberd 3,16895.2,60822720000.0,22840.572460841453
2024-09-15,Amberd 3,15990.1,57564360000.0,21616.970364724948
2024-09-16,Amberd 3,15554.7,55996920000.0,21028.354352517315
2024-09-17,Amberd 3,16784.6,60424560000.0,22691.05263780479
2024-09-18,Amberd 3,20349.7,73258920000.0,27510.70111075248
2024-09-19,Amberd 3,19343.1,69635160000.0,26149.881455520048
2024-09-20,Amberd 3,22206.1,79941960000.0,30020.36295058309
2024-09-21,Amberd 3,19899.6,71638560000.0,26902.21221067289
2024-09-22,Amberd 3,19236.7,69252120000.0,26006.039600446802
2024-09-23,Amberd 3,25232.06,90835416000.0,34111.149602626734
2024-09-24,Amberd 3,21714.0,78170400000.0,29355.09437086932
2024-09-25,Amberd 3,19380.9,69771240000.0,26200.983167190807
2024-09-26,Amberd 3,18759.86,67535496000.0,25361.400971000116
2024-09-27,Amberd 3,18346.3,66046680000.0,24802.310392202256
2024-09-28,Amberd 3,17490.9,62967240000.0,23645.89758365286
2024-09-29,Amberd 3,17797.36,64070496000.0,24060.199979383568
2024-09-30,Amberd 3,18456.9,66444840000.0,24951.830215238922
2024-10-01,Amberd 3,18738.3,67457880000.0,25332.254068787905
2024-10-02,Amberd 3,20519.1,73868760000.0,27739.712485276996
2024-10-03,Amberd 3,19692.26,70892136000.0,26621.909858878837
2024-10-04,Amberd 3,18746.7,67488120000.0,25343.61000471474
2024-10-05,Amberd 3,17849.3,64257480000.0,24130.417516531168
2024-10-06,Amberd 3,18108.86,65191896000.0,24481.31593667038
2024-10-07,Amberd 3,17945.9,64605240000.0,24261.010779689772
2024-10-08,Amberd 3,17773.7,63985320000.0,24028.21409318965
2024-10-09,Amberd 3,17928.4,64542240000.0,24237.3525798422
2024-10-10,Amberd 3,17711.260000000002,63760536000.000015,23943.801636133514
2024-10-11,Amberd 3,17825.5,64171800000.0,24098.242364738468
2024-10-12,Amberd 3,17483.9,62942040000.0,23636.43430371383
2024-10-13,Amberd 3,16895.2,60822720000.0,22840.572460841453
2024-10-14,Amberd 3,24005.8,86420880000.0,32453.372222907557
2024-10-15,Amberd 3,18918.9,68108040000.0,25576.406691214866
2024-10-16,Amberd 3,19054.0,68594400000.0,25759.047994038134
2024-10-17,Amberd 3,33359.06,120092615999.99998,45098.01761183991
2024-10-18,Amberd 3,33622.26,121040136000.0,45453.83693754742
2024-10-19,Amberd 3,24606.26,88582536000.0,33265.132376077505
2024-10-20,Amberd 3,21956.76,79044336000.0,29683.280919154862
2024-10-21,Amberd 3,20771.1,74775960000.0,28080.390563082055
2024-10-22,Amberd 3,18860.66,67898376000.0,25497.67220212214
2024-10-23,Amberd 3,19161.1,68979960000.0,25903.836177105284
2024-10-24,Amberd 3,18952.36,68228496000.0,25621.641169323426
2024-10-25,Amberd 3,18858.56,67890816000.0,25494.833218140433
2024-10-26,Amberd 3,18413.5,66288600000.0,24893.15787961694
2024-10-27,Amberd 3,17506.86,63024696000.0,23667.473861913848
2024-10-28,Amberd 3,17500.56,63002016000.0,23658.95690996872
2024-10-29,Amberd 3,16998.8,61195680000.0,22980.62900393909
2024-10-30,Amberd 3,17255.7,62120520000.0,23327.931377701472
2024-10-31,Amberd 3,17301.760000000002,62286336000.000015,23390.199759700292
2024-11-01,Amberd 3,16785.16,60426576000.0,22691.809700199912
2024-11-02,Amberd 3,16394.7,59020920000.0,22163.94794520085
2024-11-03,Amberd 3,16657.06,59965416000.00001,22518.631677315676
2024-11-04,Amberd 3,16792.3,60452280000.0,22701.462245737723
2024-11-05,Amberd 3,15399.86,55439496000.0,20819.026600265985
2024-11-06,Amberd 3,16254.7,58516920000.0,21974.68234642026
2024-11-07,Amberd 3,16653.0,59950800000.0,22513.142974951035
2024-11-08,Amberd 3,16422.56,59121216000.00001,22201.61179935819
2024-11-09,Amberd 3,15431.5,55553400000.0,20861.8006255904
2024-11-10,Amberd 3,15027.46,54098856000.0,20315.58010750962
2024-11-11,Amberd 3,15229.2,54825120000.0,20588.311835352448
2024-11-12,Amberd 3,15537.76,55935936000.0,21005.453215064867
2024-11-13,Amberd 3,14973.0,53902800000.0,20241.95578958397
2024-11-14,Amberd 3,14854.56,53476416000.0,20081.83709301559
2024-11-15,Amberd 3,14544.6,52360560000.0,19662.80305731537
2024-11-16,Amberd 3,14942.9,53794440000.0,20201.263685846145
2024-11-17,Amberd 3,14837.2,53413920000.0,20058.3681587668
2024-11-18,Amberd 3,15428.0,55540800000.0,20857.068985620885
2024-11-19,Amberd 3,15390.9,55407240000.0,20806.913601944027
2024-11-20,Amberd 3,15238.3,54857880000.0,20600.614099273185
2024-11-21,Amberd 3,14781.9,53214840000.0,19983.608247248467
2024-11-22,Amberd 3,14864.5,53512200000.0,20095.274950529016
2024-11-23,Amberd 3,14672.7,52821720000.0,19835.981080199606
2024-11-24,Amberd 3,14783.3,53219880000.0,19985.500903236272
2024-11-25,Amberd 3,15070.3,54253080000.0,20373.49538073648
2024-11-26,Amberd 3,15070.3,54253080000.0,20373.49538073648
2024-11-27,Amberd 3,15758.4,56730240000.0,21303.735798743073
2024-11-28,Amberd 3,11897.2,42829920000.0,16083.790584374436
2024-11-29,Amberd 3,14378.7,51763320000.0,19438.52332276037
2024-11-30,Amberd 3,16457.7,59247720000.0,22249.117464652114
2024-12-01,Amberd 3,15430.8,55550880000.0,20860.854297596496
2024-12-02,Amberd 3,15957.2,57445920000.0,21572.49294901151
2024-12-03,Amberd 3,15260.0,54936000000.0,20629.95026708418
2024-12-04,Amberd 3,14590.8,52526880000.0,19725.260704912962
2024-12-05,Amberd 3,15325.1,55170360000.0,20717.95877051715
2024-12-06,Amberd 3,14707.7,52947720000.0,19883.297479894754
2024-12-07,Amberd 3,14463.4,52068240000.0,19553.029010022627
2024-12-08,Amberd 3,14766.5,53159400000.0,19962.789031382603
2024-12-09,Amberd 3,14932.4,53756640000.0,20187.068765937598
2024-12-10,Amberd 3,14253.4,51312240000.0,19269.130611851746
2024-12-11,Amberd 3,14170.1,51012360000.0,19156.517580577292
2024-12-12,Amberd 3,14557.2,52405920000.0,19679.836961205623
2024-12-13,Amberd 3,13219.5,47590200000.0,17871.404164857096
2024-12-14,Amberd 3,3318.7000000000003,11947320000.000002,4486.541019093858
2024-12-15,Amberd 3,17005.100000000002,61218360000.000015,22989.14595588422
2024-12-16,Amberd 3,20314.0,73130400000.0,27462.438383063432
2024-12-17,Amberd 3,17511.06,63039816000.0,23673.151829877264
2024-12-18,Amberd 3,15860.6,57098160000.0,21441.899685852903
2024-12-19,Amberd 3,14834.4,53403840000.0,20054.58284679119
2024-12-20,Amberd 3,15561.7,56022120000.0,21037.817632456346
2024-12-21,Amberd 3,15393.0,55414800000.0,20809.752585925737
2024-12-22,Amberd 3,14840.7,53426520000.0,20063.099798736315
2024-12-23,Amberd 3,14919.8,53711280000.0,20170.034862047345
2024-12-24,Amberd 3,15084.72,54304992000.0,20392.98973741088
2024-12-25,Amberd 3,14988.68,53959248000.0,20263.153536647398
2024-12-26,Amberd 3,14805.7,53300520000.0,20015.783399041167
2024-12-27,Amberd 3,13703.2,49331520000.0,18525.31680864403
2024-12-28,Amberd 3,15369.2,55329120000.0,20777.577434133036
2024-12-29,Amberd 3,14953.4,53832240000.0,20215.458605754688
2024-12-30,Amberd 3,14641.2,52708320000.0,19793.396320473974
2024-12-31,Amberd 3,14707.7,52947720000.0,19883.297479894754
2025-01-01,Amberd 3,14332.5,51597000000.0,19376.065675162776
2025-01-02,Amberd 3,14324.8,51569280000.0,19365.656067229844
2025-01-03,Amberd 3,14254.1,51314760000.0,19270.076939845647
2025-01-04,Amberd 3,14258.3,51329880000.0,19275.754907809063
2025-01-05,Amberd 3,14368.9,51728040000.0,19425.27473084573
2025-01-06,Amberd 3,14295.4,51463440000.0,19325.91029148592
2025-01-07,Amberd 3,14039.9,50543640000.0,18980.500573711346
2025-01-08,Amberd 3,13844.6,49840560000.0,18716.475063412425
2025-01-09,Amberd 3,14192.5,51093000000.0,19186.800076382187
2025-01-10,Amberd 3,13923.7,50125320000.0,18823.41012672346
2025-01-11,Amberd 3,13437.2,48373920000.0,18165.712170960913
2025-01-12,Amberd 3,13624.8,49049280000.0,18419.328073326902
2025-01-13,Amberd 3,13388.2,48197520000.0,18099.469211387706
2025-01-14,Amberd 3,13365.1,48114360000.0,18068.240387588907
2025-01-15,Amberd 3,13426.7,48336120000.0,18151.517251052366
2025-01-16,Amberd 3,13412.7,48285720000.0,18132.590691174308
2025-01-17,Amberd 3,13359.5,48094200000.0,18060.669763637685
2025-01-18,Amberd 3,13537.3,48734280000.0,18301.037074089032
2025-01-19,Amberd 3,13915.3,50095080000.0,18812.05419079662
2025-01-20,Amberd 3,13783.7,49621320000.0,18634.14452794287
2025-01-21,Amberd 3,14286.3,51430680000.0,19313.608027565184
2025-01-22,Amberd 3,13502.3,48608280000.0,18253.720674393884
2025-01-23,Amberd 3,13160.7,47378520000.0,17791.912613369248
2025-01-24,Amberd 3,13143.9,47318040000.0,17769.20074151558
2025-01-25,Amberd 3,13170.36,47413296000.0,17804.97193968511
2025-01-26,Amberd 3,13161.4,47381040000.0,17792.858941363153
2025-01-27,Amberd 3,12802.3,46088280000.0,17307.392680490942
2025-01-28,Amberd 3,12565.7,45236520000.0,16987.533818551747
2025-01-29,Amberd 3,12476.8,44916480000.0,16867.35016332607
2025-01-30,Amberd 3,12185.46,43867656000.0,16473.488452263668
2025-01-31,Amberd 3,12384.4,44583840000.0,16742.434868130884
2025-02-01,Amberd 3,12706.4,45743040000.0,17177.74574532624
2025-02-02,Amberd 3,527.8,1900080000.0,713.5313074028197
2022-01-01,Amberd1,4266.36,15358896000.0,14910.825688073395
2022-01-02,Amberd1,4634.280000000001,16683408000.000004,16196.697247706426
2022-01-03,Amberd1,4123.56,14844816000.000002,14411.743119266057
2022-01-04,Amberd1,5156.76,18564336000.0,18022.75229357798
2022-01-05,Amberd1,4662.84,16786224000.0,16296.51376146789
2022-01-06,Amberd1,4625.04,16650144000.0,16164.40366972477
2022-01-07,Amberd1,4492.32,16172352000.0,15700.550458715596
2022-01-08,Amberd1,4469.64,16090704000.0,15621.284403669724
2022-01-09,Amberd1,4517.52,16263072000.0,15788.62385321101
2022-01-10,Amberd1,4577.16,16477776000.0,15997.064220183487
2022-01-11,Amberd1,4664.52,16792272000.0,16302.385321100917
2022-01-12,Amberd1,4592.28,16532208000.0,16049.908256880733
2022-01-13,Amberd1,4764.4800000000005,17152128000.000004,16651.74311926606
2022-01-14,Amberd1,3005.52,10819872000.0,10504.220183486239
2022-01-15,Amberd1,5354.16,19274976000.0,18712.660550458717
2022-01-16,Amberd1,4497.36,16190496000.0,15718.165137614678
2022-01-17,Amberd1,5193.72,18697392000.0,18151.92660550459
2022-01-18,Amberd1,4647.72,16731792000.0,16243.669724770642
2022-01-19,Amberd1,4456.2,16042320000.0,15574.311926605504
2022-01-20,Amberd1,4183.2,15059520000.0,14620.183486238531
2022-01-21,Amberd1,4508.28,16229808000.0,15756.330275229358
2022-01-22,Amberd1,4641.0,16707600000.0,16220.183486238531
2022-01-23,Amberd1,4346.16,15646176000.0,15189.724770642202
2022-01-24,Amberd1,4377.24,15758064000.0,15298.348623853211
2022-01-25,Amberd1,4418.4,15906240000.0,15442.201834862386
2022-01-26,Amberd1,4361.28,15700608000.0,15242.56880733945
2022-01-27,Amberd1,4415.88,15897168000.0,15433.394495412844
2022-01-28,Amberd1,4358.76,15691536000.0,15233.761467889908
2022-01-29,Amberd1,4326.0,15573600000.0,15119.266055045871
2022-01-30,Amberd1,4233.6,15240960000.0,14796.330275229358
2022-01-31,Amberd1,4360.44,15697584000.0,15239.633027522936
2022-02-01,Amberd1,4375.56,15752016000.0,15292.477064220184
2022-02-02,Amberd1,4341.12,15628032000.0,15172.11009174312
2022-02-03,Amberd1,4304.16,15494976000.0,15042.935779816513
2022-02-04,Amberd1,4318.4400000000005,15546384000.000004,15092.844036697252
