DateTime,Station,Energy Production (kWh)
2023-07-07,Amberd 3,3795.928839928303
2023-07-08,Amberd 3,7965.441361721343
2023-07-09,Amberd 3,5613.69869365466
2023-07-10,Amberd 3,1167.6069183044747
2023-07-11,Amberd 3,6225.665744301106
2023-07-12,Amberd 3,-783.8920525127287
2023-07-13,Amberd 3,-1598.3136210842822
2023-07-14,Amberd 3,-967.6174160541668
2023-07-15,Amberd 3,-1226.8489516007248
2023-07-16,Amberd 3,-335.23053224862815
2023-07-17,Amberd 3,-645.7058011064328
2023-07-18,Amberd 3,-90.96352810380267
2023-07-19,Amberd 3,-27.18958739475056
2023-07-20,Amberd 3,-105.10946412354315
2023-07-21,Amberd 3,-111.91143087913406
2023-07-22,Amberd 3,142.37763759520385
2023-07-23,Amberd 3,-12.991581318407043
2023-07-24,Amberd 3,-707.1841814815234
2023-07-25,Amberd 3,4639.744307304325
2023-07-26,Amberd 3,4396.147307045978
2023-07-27,Amberd 3,157.6852685772501
2023-07-28,Amberd 3,588.8015145047393
2023-07-29,Amberd 3,118.75599495949064
2023-07-30,Amberd 3,-1133.2291128514316
2023-07-31,Amberd 3,-2524.2177175206616
2023-08-01,Amberd 3,2175.903064513008
2023-08-02,Amberd 3,636.289696091013
2023-08-03,Amberd 3,-1463.6740300424663
2023-08-04,Amberd 3,-94.05655202608614
2023-08-05,Amberd 3,5158.438900311585
2023-08-06,Amberd 3,939.4957264875484
2023-08-07,Amberd 3,175.2377158790514
2023-08-08,Amberd 3,-226.1759408539292
2023-08-09,Amberd 3,-217.87654916724387
2023-08-10,Amberd 3,130.96279959896128
2023-08-11,Amberd 3,66.15362049503892
2023-08-12,Amberd 3,-837.0175401508423
2023-08-13,Amberd 3,-743.3886892012379
2023-08-14,Amberd 3,-847.7115642066128
2023-08-15,Amberd 3,719.9534120477001
2023-08-16,Amberd 3,368.58095505170786
2023-08-17,Amberd 3,230.16412231356844
2023-08-18,Amberd 3,155.59437062314646
2023-08-19,Amberd 3,-349.87169040088884
2023-08-20,Amberd 3,-93.1436756217463
2023-08-21,Amberd 3,1423.1049713856664
2023-08-22,Amberd 3,-1943.4338880242967
2023-08-23,Amberd 3,-361.712956250527
2023-08-24,Amberd 3,427.5013166408953
2023-08-25,Amberd 3,564.4644804327745
2023-08-26,Amberd 3,30.499154021681534
2023-08-27,Amberd 3,-60.2659541518824
2023-08-28,Amberd 3,-687.0458955924714
2023-08-29,Amberd 3,6724.770347135818
2023-08-30,Amberd 3,2665.1193317214
2023-08-31,Amberd 3,910.0868039964062
2023-09-01,Amberd 3,51.59662162463246
2023-09-02,Amberd 3,-421.8624795082851
2023-09-03,Amberd 3,77.96038181890799
2023-09-04,Amberd 3,-248.0535464248096
2023-09-05,Amberd 3,-48.19558814529955
2023-09-06,Amberd 3,-144.19007422465438
2023-09-07,Amberd 3,-448.64453680705265
2023-09-08,Amberd 3,-1957.1591560308434
2023-09-09,Amberd 3,6284.594902396771
