Station,Datetime,Energy Production (kWh)
Amberd1,2022-11-14,4363.8
Amberd1,2022-11-15,4259.64
Amberd1,2022-11-16,4487.28
Amberd1,2022-11-17,4636.8
Amberd1,2022-11-18,4577.16
Amberd1,2022-11-19,4643.52
Amberd1,2022-11-20,4522.56
Amberd1,2022-11-21,4588.92
Amberd1,2022-11-22,4125.24
Amberd1,2022-11-23,4434.36
Amberd1,2022-11-24,4494.0
Amberd1,2022-11-25,4782.12
Amberd1,2022-11-26,5328.96
Amberd1,2022-11-27,4667.88
Amberd1,2022-11-28,4617.4800000000005
Amberd1,2022-11-29,4651.08
Amberd1,2022-11-30,4765.32
Amberd1,2022-12-01,4805.64
Amberd1,2022-12-02,4653.6
Amberd1,2022-12-03,4583.88
Amberd1,2022-12-04,4513.32
Amberd1,2022-12-05,4561.2
Amberd1,2022-12-06,4556.16
Amberd1,2022-12-07,4389.0
Amberd1,2022-12-08,4436.88
Amberd1,2022-12-09,4106.76
Amberd1,2022-12-10,4027.8
Amberd1,2022-12-11,3904.32
Amberd1,2022-12-12,4572.12
Amberd1,2022-12-13,4634.280000000001
Amberd1,2022-12-14,4520.04
Amberd1,2022-12-15,4481.4
Amberd1,2022-12-16,4439.4
Amberd1,2022-12-17,4391.52
Amberd1,2022-12-18,4076.52
Amberd1,2022-12-19,4084.08
Amberd1,2022-12-20,4290.72
Amberd1,2022-12-21,4333.56
Amberd1,2022-12-22,3627.12
Amberd1,2022-12-23,3294.48
Amberd1,2022-12-24,4208.4
Amberd1,2022-12-25,3895.92
Amberd1,2022-12-26,3122.28
Amberd1,2022-12-27,3319.6800000000003
Amberd1,2022-12-28,3704.4
Amberd1,2022-12-29,4060.56
Amberd1,2022-12-30,3753.12
Amberd1,2022-12-31,3988.32
Amberd1,2023-01-01,3843.0
Amberd1,2023-01-02,3968.16
Amberd1,2023-01-03,4194.96
Amberd1,2023-01-04,4056.36
Amberd1,2023-01-05,3900.12
Amberd1,2023-01-06,3743.04
Amberd1,2023-01-07,3960.6000000000004
Amberd1,2023-01-08,3924.48
Amberd1,2023-01-09,3967.32
Amberd1,2023-01-10,3767.4
Amberd1,2023-01-11,3726.2400000000002
Amberd1,2023-01-12,3685.08
Amberd1,2023-01-13,3639.7200000000003
Amberd1,2023-01-14,3664.08
Amberd1,2023-01-15,3824.52
Amberd1,2023-01-16,3853.08
Amberd1,2023-01-17,3855.6000000000004
Amberd1,2023-01-18,3754.8
Amberd1,2023-01-19,3754.8
Amberd1,2023-01-20,3876.6000000000004
Amberd1,2023-01-21,3806.04
Amberd1,2023-01-22,3753.12
Amberd1,2023-01-23,3629.6400000000003
Amberd1,2023-01-24,3578.4
Amberd1,2023-01-25,3566.6400000000003
Amberd1,2023-01-26,3531.36
Amberd1,2023-01-27,3475.08
Amberd1,2023-01-28,3660.7200000000003
Amberd1,2023-01-29,3757.32
Amberd1,2023-01-30,3638.04
Amberd1,2023-01-31,3724.56
Amberd1,2023-02-01,3878.28
Amberd1,2023-02-02,3869.88
Amberd1,2023-02-03,3543.96
Amberd1,2023-02-04,3677.52
Amberd1,2023-02-05,4056.36
Amberd1,2023-02-06,2846.76
Amberd1,2023-02-07,2195.76
Amberd1,2023-02-08,5613.72
Amberd1,2023-02-09,4857.72
Amberd1,2023-02-10,4133.64
Amberd1,2023-02-11,3801.84
Amberd1,2023-02-12,3748.08
Amberd1,2023-02-13,3401.16
Amberd1,2023-02-14,3488.52
Amberd1,2023-02-15,4119.36
Amberd1,2023-02-16,3812.76
Amberd1,2023-02-17,3323.04
Amberd1,2023-02-18,4232.76
Amberd1,2023-02-19,3816.96
Amberd1,2023-02-20,3941.28
Amberd1,2023-02-21,3559.08
Amberd1,2023-02-22,3457.44
Amberd1,2023-02-23,4498.2
Amberd1,2023-02-24,3890.88
Amberd1,2023-02-25,3730.44
Amberd1,2023-02-26,3764.88
Amberd1,2023-02-27,3633.84
Amberd1,2023-02-28,3743.0400000000004
Amberd1,2023-03-01,3904.32
Amberd1,2023-03-02,3879.12
Amberd1,2023-03-03,3978.2400000000002
Amberd1,2023-03-04,3938.76
Amberd1,2023-03-05,4009.32
Amberd1,2023-03-06,3165.12
Amberd1,2023-03-07,4502.4
Amberd1,2023-03-08,4086.6
Amberd1,2023-03-09,4026.12
Amberd1,2023-03-10,3936.2400000000002
Amberd1,2023-03-11,3994.2000000000003
Amberd1,2023-03-12,4066.44
Amberd1,2023-03-13,4120.2
Amberd1,2023-03-14,4650.24
Amberd1,2023-03-15,5680.08
Amberd1,2023-03-16,6084.12
Amberd1,2023-03-17,5685.96
Amberd1,2023-03-18,5648.16
Amberd1,2023-03-19,5591.04
Amberd1,2023-03-20,4940.88
Amberd1,2023-03-21,4569.6
Amberd1,2023-03-22,4782.12
Amberd1,2023-03-23,4857.72
Amberd1,2023-03-24,5250.0
Amberd1,2023-03-25,5755.68
Amberd1,2023-03-26,6520.92
Amberd1,2023-03-27,7095.4800000000005
Amberd1,2023-03-28,6000.12
Amberd1,2023-03-29,6005.16
Amberd1,2023-03-30,5657.4
Amberd1,2023-03-31,5177.76
Amberd1,2023-04-01,4956.0
Amberd1,2023-04-02,4658.64
Amberd1,2023-04-03,5537.28
Amberd1,2023-04-04,5982.48
Amberd1,2023-04-05,7225.68
Amberd1,2023-04-06,7830.4800000000005
Amberd1,2023-04-07,7246.68
Amberd1,2023-04-08,6671.280000000001
Amberd1,2023-04-09,5807.76
Amberd1,2023-04-10,6163.92
Amberd1,2023-04-11,5973.24
Amberd1,2023-04-12,13745.76
Amberd1,2023-04-13,12551.28
Amberd1,2023-04-14,10069.92
Amberd1,2023-04-15,8757.0
Amberd1,2023-04-16,8332.8
Amberd1,2023-04-17,9654.12
Amberd1,2023-04-18,12033.0
Amberd1,2023-04-19,16436.28
Amberd1,2023-04-20,19294.8
Amberd1,2023-04-21,19111.68
Amberd1,2023-04-22,16343.880000000001
Amberd1,2023-04-23,15690.36
Amberd1,2023-04-24,17877.72
Amberd1,2023-04-25,18085.2
Amberd1,2023-04-26,19352.760000000002
Amberd1,2023-04-27,19007.52
Amberd1,2023-04-28,18858.0
Amberd1,2023-04-29,19996.2
Amberd1,2023-04-30,22497.72
Amberd1,2023-05-01,22354.08
Amberd1,2023-05-02,19213.32
Amberd1,2023-05-03,16692.48
Amberd1,2023-05-04,14392.56
Amberd1,2023-05-05,13938.960000000001
Amberd1,2023-05-06,15342.6
Amberd1,2023-05-07,17295.6
Amberd1,2023-05-08,20286.84
Amberd1,2023-05-09,21547.68
Amberd1,2023-05-10,24186.12
Amberd1,2023-05-11,29948.52
Amberd1,2023-05-12,34103.16
Amberd1,2023-05-13,36235.92
Amberd1,2023-05-14,34740.72
Amberd1,2023-05-15,28648.2
Amberd1,2023-05-16,24165.120000000003
Amberd1,2023-05-17,26016.48
Amberd1,2023-05-18,31662.96
Amberd1,2023-05-19,39108.72
Amberd1,2023-05-20,41117.16
Amberd1,2023-05-21,43502.76
Amberd1,2023-05-22,35847.0
Amberd1,2023-05-23,41007.96
Amberd1,2023-05-24,49390.32
Amberd1,2023-05-25,52354.68
Amberd1,2023-05-26,54075.840000000004
Amberd1,2023-05-27,56171.64
Amberd1,2023-05-28,57245.16
Amberd1,2023-05-29,57426.6
Amberd1,2023-05-30,57559.32
Amberd1,2023-05-31,57911.280000000006
Amberd1,2023-06-01,57800.4
Amberd1,2023-06-02,57630.72
Amberd1,2023-06-03,58047.36
Amberd1,2023-06-04,57990.240000000005
Amberd1,2023-06-05,57936.48
Amberd1,2023-06-06,58059.12
Amberd1,2023-06-07,57534.12
Amberd1,2023-06-08,56626.08
Amberd1,2023-06-09,57355.200000000004
Amberd1,2023-06-10,56794.920000000006
Amberd1,2023-06-11,55027.56
Amberd1,2023-06-12,51686.88
Amberd1,2023-06-13,53046.840000000004
Amberd1,2023-06-14,50677.200000000004
Amberd1,2023-06-15,40927.32
Amberd1,2023-06-16,37821.840000000004
Amberd1,2023-06-17,41411.16
Amberd1,2023-06-18,42463.68
Amberd1,2023-06-19,36663.48
Amberd1,2023-06-20,36143.52
Amberd1,2023-06-21,30955.68
Amberd1,2023-06-22,33006.12
Amberd1,2023-06-23,34654.200000000004
Amberd1,2023-06-24,31814.16
Amberd1,2023-06-25,27136.2
Amberd1,2023-06-26,28090.44
Amberd1,2023-06-27,31963.68
Amberd1,2023-06-28,29491.56
Amberd1,2023-06-29,30531.48
Amberd1,2023-06-30,30685.2
Amberd1,2023-07-01,28326.48
Amberd1,2023-07-02,22918.56
Amberd1,2023-07-03,21840.0
Amberd1,2023-07-04,22847.16
Amberd1,2023-07-05,25398.24
Amberd1,2023-07-06,20517.84
Amberd1,2023-07-07,19213.32
Amberd1,2023-07-08,21194.88
Amberd1,2023-07-09,19300.68
Amberd1,2023-07-10,16696.68
Amberd1,2023-07-11,16399.32
Amberd1,2023-07-12,13203.96
Amberd1,2023-07-13,11913.72
Amberd1,2023-07-14,11571.84
Amberd1,2023-07-15,11487.84
Amberd1,2023-07-16,11161.08
Amberd1,2023-07-17,10583.16
Amberd1,2023-07-18,8063.16
Amberd1,2023-07-19,9499.56
Amberd1,2023-07-20,9298.8
Amberd1,2023-07-21,9026.64
Amberd1,2023-07-22,8885.52
Amberd1,2023-07-23,8256.36
Amberd1,2023-07-24,7350.84
Amberd1,2023-07-25,8337.84
Amberd1,2023-07-26,8354.64
Amberd1,2023-07-27,2379.7200000000003
Amberd1,2023-07-28,7108.92
Amberd1,2023-07-29,6996.360000000001
Amberd1,2023-07-30,6789.72
Amberd1,2023-07-31,6622.56
Amberd1,2023-08-01,6382.32
Amberd1,2023-08-02,6139.56
Amberd1,2023-08-03,6024.4800000000005
Amberd1,2023-08-04,6444.48
Amberd1,2023-08-05,8242.92
Amberd1,2023-08-06,6460.44
Amberd1,2023-08-07,6047.16
Amberd1,2023-08-08,5793.4800000000005
Amberd1,2023-08-09,5726.28
Amberd1,2023-08-10,5528.04
Amberd1,2023-08-11,5420.52
Amberd1,2023-08-12,5310.4800000000005
Amberd1,2023-08-13,5081.16
Amberd1,2023-08-14,4934.16
Amberd1,2023-08-15,4790.52
Amberd1,2023-08-16,4737.6
Amberd1,2023-08-17,4635.12
Amberd1,2023-08-18,4590.6
Amberd1,2023-08-19,4621.68
Amberd1,2023-08-20,4601.52
Amberd1,2023-08-21,4834.2
Amberd1,2023-08-22,5162.64
Amberd1,2023-08-23,3796.8
Amberd1,2023-08-24,4481.4
Amberd1,2023-08-25,4522.56
Amberd1,2023-08-26,4565.4
Amberd1,2023-08-27,4494.0
Amberd1,2023-08-28,4431.84
Amberd1,2023-08-29,7483.56
Amberd1,2023-08-30,5830.4400000000005
Amberd1,2023-08-31,5054.28
Amberd1,2023-09-01,4764.4800000000005
Amberd1,2023-09-02,4637.64
Amberd1,2023-09-03,4525.08
Amberd1,2023-09-04,4496.52
Amberd1,2023-09-05,4401.6
Amberd1,2023-09-06,4326.84
Amberd1,2023-09-07,4367.16
Amberd1,2023-09-08,4316.76
Amberd1,2023-09-09,0.0
Amberd1,2023-09-10,2150.4
Amberd1,2023-09-11,4966.08
Amberd1,2023-09-12,6012.72
Amberd1,2023-09-13,5619.6
Amberd1,2023-09-14,5302.92
Amberd1,2023-09-15,4878.72
Amberd1,2023-09-16,4728.36
Amberd1,2023-09-17,4639.32
Amberd1,2023-09-18,4589.76
Amberd1,2023-09-19,4468.8
Amberd1,2023-09-20,4378.08
Amberd1,2023-09-21,4530.12
Amberd1,2023-09-22,4319.28
Amberd1,2023-09-23,4214.28
Amberd1,2023-09-24,4235.28
Amberd1,2023-09-25,4965.24
Amberd1,2023-09-26,6044.64
Amberd1,2023-09-27,5100.4800000000005
Amberd1,2023-09-28,4631.76
Amberd1,2023-09-29,4625.04
Amberd1,2023-09-30,4976.16
Amberd1,2023-10-01,4653.6
Amberd1,2023-10-02,9342.48
Amberd1,2023-10-03,6727.56
Amberd1,2023-10-04,6813.240000000001
Amberd1,2023-10-05,6030.360000000001
Amberd1,2023-10-06,5552.400000000001
Amberd1,2023-10-07,5334.84
Amberd1,2023-10-08,5087.04
Amberd1,2023-10-09,4916.52
Amberd1,2023-10-10,4877.04
Amberd1,2023-10-11,4683.84
Amberd1,2023-10-12,3760.6800000000003
Amberd1,2023-10-13,4429.32
Amberd1,2023-10-14,4440.24
Amberd1,2023-10-15,4395.72
Amberd1,2023-10-16,4992.96
Amberd1,2023-10-17,4583.04
Amberd1,2023-10-18,5013.12
Amberd1,2023-10-19,7968.24
Amberd1,2023-10-20,5836.32
Amberd1,2023-10-21,4350.360000000001
Amberd1,2023-10-22,4588.08
Amberd1,2023-10-23,5013.96
Amberd1,2023-10-24,4992.96
Amberd1,2023-10-25,4972.8
Amberd1,2023-10-26,4903.08
Amberd1,2023-10-27,4856.88
Amberd1,2023-10-28,4756.92
Amberd1,2023-10-29,4701.4800000000005
Amberd1,2023-10-30,4589.76
Amberd1,2023-10-31,4493.16
Amberd1,2023-11-01,4441.08
Amberd1,2023-11-02,4454.5199999999995
Amberd1,2023-11-03,4824.12
Amberd1,2023-11-04,4654.4400000000005
Amberd1,2023-11-05,4404.96
Amberd1,2023-11-06,4342.8
Amberd1,2023-11-07,4441.08
Amberd1,2023-11-08,4127.76
Amberd1,2023-11-09,4151.28
Amberd1,2023-11-10,4193.28
Amberd1,2023-11-11,4155.48
Amberd1,2023-11-12,4070.6400000000003
Amberd1,2023-11-13,4021.92
Amberd1,2023-11-14,4467.12
Amberd1,2023-11-15,4356.24
Amberd1,2023-11-16,4326.84
Amberd1,2023-11-17,5020.68
Amberd1,2023-11-18,4569.6
Amberd1,2023-11-19,4636.8
Amberd1,2023-11-20,6431.04
Amberd1,2023-11-21,5108.04
Amberd1,2023-11-22,5149.2
Amberd1,2023-11-23,5229.0
Amberd1,2023-11-24,5116.4400000000005
Amberd1,2023-11-25,4864.4400000000005
Amberd1,2023-11-26,4181.52
Amberd1,2023-11-27,2824.08
Amberd1,2023-11-28,0.0
Amberd1,2023-11-29,0.0
Amberd1,2023-11-30,0.0
Amberd1,2023-12-01,0.0
Amberd1,2023-12-02,0.0
Amberd1,2023-12-03,0.0
Amberd1,2023-12-04,0.0
Amberd1,2023-12-05,0.0
Amberd1,2023-12-06,0.0
Amberd1,2023-12-07,0.0
Amberd1,2023-12-08,0.0
Amberd1,2023-12-09,0.0
Amberd1,2023-12-10,0.0
Amberd1,2023-12-11,0.0
Amberd1,2023-12-12,0.0
Amberd1,2023-12-13,0.0
Amberd1,2023-12-14,0.0
Amberd1,2023-12-15,0.0
Amberd1,2023-12-16,0.0
Amberd1,2023-12-17,0.0
Amberd1,2023-12-18,0.0
Amberd1,2023-12-19,0.0
Amberd1,2023-12-20,0.0
Amberd1,2023-12-21,0.0
Amberd1,2023-12-22,948.36
Amberd1,2023-12-23,4200.84
Amberd1,2023-12-24,2570.4
Amberd1,2023-12-25,868.56
Amberd1,2023-12-26,3572.52
Amberd1,2023-12-27,3251.64
Amberd1,2023-12-28,4971.96
Amberd1,2023-12-29,4776.24
Amberd1,2023-12-30,4156.32
Amberd1,2023-12-31,4086.6
Amberd1,2024-01-01,4053.0
Amberd1,2024-01-02,3301.2
Amberd1,2024-01-03,3886.6800000000003
Amberd1,2024-01-04,3652.32
Amberd1,2024-01-05,2158.8
Amberd1,2024-01-06,3959.76
Amberd1,2024-01-07,4116.0
Amberd1,2024-01-08,4058.04
Amberd1,2024-01-09,4087.44
Amberd1,2024-01-10,3988.32
Amberd1,2024-01-11,3942.12
Amberd1,2024-01-12,3926.1600000000003
Amberd1,2024-01-13,3890.88
Amberd1,2024-01-14,4232.76
Amberd1,2024-01-15,4016.88
Amberd1,2024-01-16,3926.1600000000003
Amberd1,2024-01-17,3930.36
Amberd1,2024-01-18,3798.48
Amberd1,2024-01-19,3765.7200000000003
Amberd1,2024-01-20,3895.92
Amberd1,2024-01-21,3927.84
Amberd1,2024-01-22,4014.36
Amberd1,2024-01-23,3429.7200000000003
Amberd1,2024-01-24,0.0
Amberd1,2024-01-25,0.0
Amberd1,2024-01-26,1196.16
Amberd1,2024-01-27,3904.32
Amberd1,2024-01-28,3483.48
Amberd1,2024-01-29,3953.04
Amberd1,2024-01-30,3601.08
Amberd1,2024-01-31,3706.08
Amberd1,2024-02-01,3672.48
Amberd1,2024-02-02,3035.76
Amberd1,2024-02-03,3786.7200000000003
Amberd1,2024-02-04,3856.44
Amberd1,2024-02-05,3121.44
Amberd1,2024-02-06,1941.24
Amberd1,2024-02-07,1572.48
Amberd1,2024-02-08,5663.28
Amberd1,2024-02-09,5539.8
Amberd1,2024-02-10,4261.32
Amberd1,2024-02-11,3938.76
Amberd1,2024-02-12,3883.32
Amberd1,2024-02-13,3845.52
Amberd1,2024-02-14,3835.44
Amberd1,2024-02-15,3905.1600000000003
Amberd1,2024-02-16,3842.16
Amberd1,2024-02-17,3778.32
Amberd1,2024-02-18,3823.6800000000003
Amberd1,2024-02-19,3698.52
Amberd1,2024-02-20,3644.76
Amberd1,2024-02-21,3657.36
Amberd1,2024-02-22,3668.28
Amberd1,2024-02-23,3648.96
Amberd1,2024-02-24,3568.32
Amberd1,2024-02-25,3472.56
Amberd1,2024-02-26,3403.68
Amberd1,2024-02-27,3318.84
Amberd1,2024-02-28,3417.12
Amberd1,2024-02-29,3365.88
Amberd1,2024-03-01,3417.96
Amberd1,2024-03-02,3462.48
Amberd1,2024-03-03,3465.84
Amberd1,2024-03-04,3574.2
Amberd1,2024-03-05,3514.56
Amberd1,2024-03-06,3507.84
Amberd1,2024-03-07,3554.04
Amberd1,2024-03-08,3547.32
Amberd1,2024-03-09,3482.64
Amberd1,2024-03-10,3441.48
Amberd1,2024-03-11,3412.92
Amberd1,2024-03-12,3332.28
Amberd1,2024-03-13,3380.16
Amberd1,2024-03-14,3448.2
Amberd1,2024-03-15,3484.32
Amberd1,2024-03-16,3606.96
Amberd1,2024-03-17,3420.48
Amberd1,2024-03-18,3486.0
Amberd1,2024-03-19,3519.6
Amberd1,2024-03-20,3452.4
Amberd1,2024-03-21,3415.44
Amberd1,2024-03-22,3157.56
Amberd1,2024-03-23,4059.7200000000003
Amberd1,2024-03-24,3412.0800000000004
Amberd1,2024-03-25,3420.48
Amberd1,2024-03-26,3454.08
Amberd1,2024-03-27,2290.6800000000003
Amberd1,2024-03-28,4287.36
Amberd1,2024-03-29,3743.04
Amberd1,2024-03-30,3694.32
Amberd1,2024-03-31,3984.96
Amberd1,2024-04-01,4456.2
Amberd1,2024-04-02,5435.64
Amberd1,2024-04-03,6426.0
Amberd1,2024-04-04,7266.0
Amberd1,2024-04-05,7886.76
Amberd1,2024-04-06,8773.8
Amberd1,2024-04-07,8149.68
Amberd1,2024-04-08,7669.2
Amberd1,2024-04-09,8770.44
Amberd1,2024-04-10,10957.8
Amberd1,2024-04-11,11204.76
Amberd1,2024-04-12,11904.48
Amberd1,2024-04-13,13870.08
Amberd1,2024-04-14,14909.16
Amberd1,2024-04-15,14869.68
Amberd1,2024-04-16,17338.44
Amberd1,2024-04-17,20690.04
Amberd1,2024-04-18,24475.08
Amberd1,2024-04-19,25365.48
Amberd1,2024-04-20,27793.08
Amberd1,2024-04-21,32645.760000000002
Amberd1,2024-04-22,31522.68
Amberd1,2024-04-23,33580.68
Amberd1,2024-04-24,33751.2
Amberd1,2024-04-25,35651.28
Amberd1,2024-04-26,41234.76
Amberd1,2024-04-27,48903.96
Amberd1,2024-04-28,55639.08
Amberd1,2024-04-29,56721.840000000004
Amberd1,2024-04-30,57495.48
Amberd1,2024-05-01,40052.04
Amberd1,2024-05-02,36933.96
Amberd1,2024-05-03,38177.16
Amberd1,2024-05-04,36201.48
Amberd1,2024-05-05,29846.04
Amberd1,2024-05-06,24266.760000000002
Amberd1,2024-05-07,21241.08
Amberd1,2024-05-08,18889.08
Amberd1,2024-05-09,18315.36
Amberd1,2024-05-10,19015.920000000002
Amberd1,2024-05-11,17332.56
Amberd1,2024-05-12,33544.56
Amberd1,2024-05-13,33758.76
Amberd1,2024-05-14,31235.4
Amberd1,2024-05-15,26727.96
Amberd1,2024-05-16,25570.44
Amberd1,2024-05-17,24783.36
Amberd1,2024-05-18,22489.32
Amberd1,2024-05-19,22066.8
Amberd1,2024-05-20,21976.920000000002
Amberd1,2024-05-21,22990.8
Amberd1,2024-05-22,24459.12
Amberd1,2024-05-23,26262.600000000002
Amberd1,2024-05-24,30880.08
Amberd1,2024-05-25,30983.4
Amberd1,2024-05-26,39886.56
Amberd1,2024-05-27,42654.36
Amberd1,2024-05-28,39574.92
Amberd1,2024-05-29,53826.36
Amberd1,2024-05-30,48761.16
Amberd1,2024-05-31,55430.76
Amberd1,2024-06-01,55659.240000000005
Amberd1,2024-06-02,55102.32000000001
Amberd1,2024-06-03,55911.24
Amberd1,2024-06-04,55975.92
Amberd1,2024-06-05,55702.920000000006
Amberd1,2024-06-06,54968.76
Amberd1,2024-06-07,55559.28
Amberd1,2024-06-08,55828.08
Amberd1,2024-06-09,55248.48
Amberd1,2024-06-10,53462.64
Amberd1,2024-06-11,53624.76
Amberd1,2024-06-12,44736.72
Amberd1,2024-06-13,53446.68
Amberd1,2024-06-14,52403.4
Amberd1,2024-06-15,49294.56
Amberd1,2024-06-16,46646.04
Amberd1,2024-06-17,46787.16
Amberd1,2024-06-18,44195.76
Amberd1,2024-06-19,39322.08
Amberd1,2024-06-20,38676.12
Amberd1,2024-06-21,41443.08
Amberd1,2024-06-22,36622.32
Amberd1,2024-06-23,32037.6
Amberd1,2024-06-24,31295.88
Amberd1,2024-06-25,30444.12
Amberd1,2024-06-26,29489.04
Amberd1,2024-06-27,25614.96
Amberd1,2024-06-28,22732.92
Amberd1,2024-06-29,22120.56
Amberd1,2024-06-30,29093.4
Amberd1,2024-07-01,25138.68
Amberd1,2024-07-02,24276.0
Amberd1,2024-07-03,20675.760000000002
Amberd1,2024-07-04,19304.04
Amberd1,2024-07-05,18663.96
Amberd1,2024-07-06,18372.48
Amberd1,2024-07-07,20674.08
Amberd1,2024-07-08,20760.600000000002
Amberd1,2024-07-09,20103.72
Amberd1,2024-07-10,17778.600000000002
Amberd1,2024-07-11,15277.08
Amberd1,2024-07-12,14823.48
Amberd1,2024-07-13,14168.28
Amberd1,2024-07-14,13619.76
Amberd1,2024-07-15,12981.36
Amberd1,2024-07-16,14714.28
Amberd1,2024-07-17,14168.28
Amberd1,2024-07-18,13413.119999999999
Amberd1,2024-07-19,14717.640000000001
Amberd1,2024-07-20,13891.08
Amberd1,2024-07-21,12494.16
Amberd1,2024-07-22,11490.36
Amberd1,2024-07-23,11149.32
Amberd1,2024-07-24,11382.0
Amberd1,2024-07-25,11394.6
Amberd1,2024-07-26,10973.76
Amberd1,2024-07-27,10610.04
Amberd1,2024-07-28,11331.6
Amberd1,2024-07-29,10464.72
Amberd1,2024-07-30,10277.4
Amberd1,2024-07-31,9947.28
Amberd1,2024-08-01,9595.32
Amberd1,2024-08-02,9527.28
Amberd1,2024-08-03,7338.24
Amberd1,2024-08-04,8821.68
Amberd1,2024-08-05,8370.6
Amberd1,2024-08-06,8056.4400000000005
Amberd1,2024-08-07,8388.24
Amberd1,2024-08-08,8170.68
Amberd1,2024-08-09,7670.04
Amberd1,2024-08-10,7494.4800000000005
Amberd1,2024-08-11,9306.36
Amberd1,2024-08-12,10312.68
Amberd1,2024-08-13,8454.6
Amberd1,2024-08-14,8000.16
Amberd1,2024-08-15,7682.64
Amberd1,2024-08-16,7578.4800000000005
Amberd1,2024-08-17,7402.92
Amberd1,2024-08-18,7294.56
Amberd1,2024-08-19,7180.320000000001
Amberd1,2024-08-20,7071.120000000001
Amberd1,2024-08-21,6958.56
Amberd1,2024-08-22,6777.12
Amberd1,2024-08-23,6593.16
Amberd1,2024-08-24,6287.4
Amberd1,2024-08-25,6542.76
Amberd1,2024-08-26,6552.84
Amberd1,2024-08-27,6466.32
Amberd1,2024-08-28,4777.92
Amberd1,2024-08-29,6153.0
Amberd1,2024-08-30,6090.84
Amberd1,2024-08-31,6616.68
Amberd1,2024-09-01,6319.32
Amberd1,2024-09-02,6126.96
Amberd1,2024-09-03,6034.56
Amberd1,2024-09-04,5989.2
Amberd1,2024-09-05,5999.28
Amberd1,2024-09-06,7864.92
Amberd1,2024-09-07,7147.56
Amberd1,2024-09-08,6471.360000000001
Amberd1,2024-09-09,6285.72
Amberd1,2024-09-10,6952.68
Amberd1,2024-09-11,6394.08
Amberd1,2024-09-12,6246.240000000001
Amberd1,2024-09-13,6178.2
Amberd1,2024-09-14,6502.44
Amberd1,2024-09-15,6327.72
Amberd1,2024-09-16,6218.5199999999995
Amberd1,2024-09-17,6643.56
Amberd1,2024-09-18,7586.88
Amberd1,2024-09-19,7207.2
Amberd1,2024-09-20,8296.68
Amberd1,2024-09-21,7079.52
Amberd1,2024-09-22,6990.4800000000005
Amberd1,2024-09-23,9309.72
Amberd1,2024-09-24,8016.12
Amberd1,2024-09-25,7129.08
Amberd1,2024-09-26,7064.4
Amberd1,2024-09-27,6935.88
Amberd1,2024-09-28,6741.84
Amberd1,2024-09-29,6473.88
Amberd1,2024-09-30,5970.72
Amberd1,2024-10-01,6151.32
Amberd1,2024-10-02,6894.72
Amberd1,2024-10-03,6809.04
Amberd1,2024-10-04,6483.12
Amberd1,2024-10-05,5804.4
Amberd1,2024-10-06,5344.08
Amberd1,2024-10-07,5544.0
Amberd1,2024-10-08,6136.200000000001
Amberd1,2024-10-09,6244.56
Amberd1,2024-10-10,6142.92
Amberd1,2024-10-11,6638.52
Amberd1,2024-10-12,6911.52
Amberd1,2024-10-13,6854.400000000001
Amberd1,2024-10-14,8541.12
Amberd1,2024-10-15,7260.12
Amberd1,2024-10-16,6915.72
Amberd1,2024-10-17,10392.48
Amberd1,2024-10-18,9770.04
Amberd1,2024-10-19,8649.48
Amberd1,2024-10-20,7862.400000000001
Amberd1,2024-10-21,7460.04
Amberd1,2024-10-22,6167.280000000001
Amberd1,2024-10-23,6882.12
Amberd1,2024-10-24,6882.12
Amberd1,2024-10-25,6862.8
Amberd1,2024-10-26,6716.64
Amberd1,2024-10-27,6368.04
Amberd1,2024-10-28,6446.16
Amberd1,2024-10-29,6532.68
Amberd1,2024-10-30,6433.56
Amberd1,2024-10-31,6274.8
Amberd1,2024-11-01,6172.32
Amberd1,2024-11-02,6097.56
Amberd1,2024-11-03,6090.84
Amberd1,2024-11-04,6195.0
Amberd1,2024-11-05,5499.4800000000005
Amberd1,2024-11-06,5806.08
Amberd1,2024-11-07,5858.16
Amberd1,2024-11-08,5755.68
Amberd1,2024-11-09,5623.8
Amberd1,2024-11-10,5556.6
Amberd1,2024-11-11,5737.2
Amberd1,2024-11-12,5729.64
Amberd1,2024-11-13,5522.16
Amberd1,2024-11-14,5394.4800000000005
Amberd1,2024-11-15,5370.12
Amberd1,2024-11-16,5640.6
Amberd1,2024-11-17,5505.36
Amberd1,2024-11-18,5860.68
Amberd1,2024-11-19,5774.16
Amberd1,2024-11-20,5644.8
Amberd1,2024-11-21,5559.12
Amberd1,2024-11-22,5581.8
Amberd1,2024-11-23,5606.16
Amberd1,2024-11-24,5596.92
Amberd1,2024-11-25,5693.52
Amberd1,2024-11-26,5666.64
Amberd1,2024-11-27,5551.56
Amberd1,2024-11-28,4150.4400000000005
Amberd1,2024-11-29,4336.92
Amberd1,2024-11-30,5523.84
Amberd1,2024-12-01,5354.16
Amberd1,2024-12-02,5365.08
Amberd1,2024-12-03,5059.32
Amberd1,2024-12-04,4996.32
Amberd1,2024-12-05,5269.32
Amberd1,2024-12-06,5087.88
Amberd1,2024-12-07,4953.4800000000005
Amberd1,2024-12-08,5084.52
Amberd1,2024-12-09,5155.08
Amberd1,2024-12-10,5071.08
Amberd1,2024-12-11,5122.32
Amberd1,2024-12-12,5206.32
