Station,Datetime,Energy Production (kWh)
Amberd 3,2023-12-15,7739.200000000001
Amberd 3,2023-12-16,13022.1
Amberd 3,2023-12-17,12283.6
Amberd 3,2023-12-18,11305.560000000001
Amberd 3,2023-12-19,12793.9
Amberd 3,2023-12-20,12313.0
Amberd 3,2023-12-21,12769.26
Amberd 3,2023-12-22,12951.4
Amberd 3,2023-12-23,13115.900000000001
Amberd 3,2023-12-24,9282.56
Amberd 3,2023-12-25,5481.0
Amberd 3,2023-12-26,16424.8
Amberd 3,2023-12-27,17081.96
Amberd 3,2023-12-28,14161.0
Amberd 3,2023-12-29,14757.4
Amberd 3,2023-12-30,12873.56
Amberd 3,2023-12-31,12324.9
Amberd 3,2024-01-01,12075.7
Amberd 3,2024-01-02,10539.9
Amberd 3,2024-01-03,13631.8
Amberd 3,2024-01-04,12338.199999999999
Amberd 3,2024-01-05,12996.9
Amberd 3,2024-01-06,12765.9
Amberd 3,2024-01-07,13102.6
Amberd 3,2024-01-08,12584.6
Amberd 3,2024-01-09,12448.1
Amberd 3,2024-01-10,12208.7
Amberd 3,2024-01-11,12404.7
Amberd 3,2024-01-12,12435.5
Amberd 3,2024-01-13,12091.1
Amberd 3,2024-01-14,12901.7
Amberd 3,2024-01-15,12233.2
Amberd 3,2024-01-16,12058.76
Amberd 3,2024-01-17,12088.3
Amberd 3,2024-01-18,11928.0
Amberd 3,2024-01-19,11660.6
Amberd 3,2024-01-20,11892.3
Amberd 3,2024-01-21,11799.2
Amberd 3,2024-01-22,12233.06
Amberd 3,2024-01-23,10563.0
Amberd 3,2024-01-24,0.0
Amberd 3,2024-01-25,0.0
Amberd 3,2024-01-26,7638.400000000001
Amberd 3,2024-01-27,12779.9
Amberd 3,2024-01-28,11748.800000000001
Amberd 3,2024-01-29,13346.2
Amberd 3,2024-01-30,11923.1
Amberd 3,2024-01-31,11653.6
Amberd 3,2024-02-01,11475.800000000001
Amberd 3,2024-02-02,9583.0
Amberd 3,2024-02-03,12916.400000000001
Amberd 3,2024-02-04,11799.2
Amberd 3,2024-02-05,10920.0
Amberd 3,2024-02-06,6694.1
Amberd 3,2024-02-07,6963.6
Amberd 3,2024-02-08,17152.100000000002
Amberd 3,2024-02-09,16242.1
Amberd 3,2024-02-10,13024.9
Amberd 3,2024-02-11,12380.9
Amberd 3,2024-02-12,12372.5
Amberd 3,2024-02-13,12418.0
Amberd 3,2024-02-14,12463.5
Amberd 3,2024-02-15,13083.0
Amberd 3,2024-02-16,12613.3
Amberd 3,2024-02-17,12562.9
Amberd 3,2024-02-18,12443.9
Amberd 3,2024-02-19,12461.4
Amberd 3,2024-02-20,12366.9
Amberd 3,2024-02-21,12189.1
Amberd 3,2024-02-22,12089.7
Amberd 3,2024-02-23,12037.2
Amberd 3,2024-02-24,11816.7
Amberd 3,2024-02-25,11772.6
Amberd 3,2024-02-26,11748.1
Amberd 3,2024-02-27,11678.8
Amberd 3,2024-02-28,11906.3
Amberd 3,2024-02-29,11837.0
Amberd 3,2024-03-01,12137.86
Amberd 3,2024-03-02,11965.8
Amberd 3,2024-03-03,12073.6
Amberd 3,2024-03-04,12427.800000000001
Amberd 3,2024-03-05,12341.7
Amberd 3,2024-03-06,12452.3
Amberd 3,2024-03-07,12554.5
Amberd 3,2024-03-08,12646.9
Amberd 3,2024-03-09,12272.4
Amberd 3,2024-03-10,12214.86
Amberd 3,2024-03-11,12212.9
Amberd 3,2024-03-12,12344.5
Amberd 3,2024-03-13,12217.1
Amberd 3,2024-03-14,12656.0
Amberd 3,2024-03-15,13171.2
Amberd 3,2024-03-16,9235.8
Amberd 3,2024-03-17,12989.9
Amberd 3,2024-03-18,13337.800000000001
Amberd 3,2024-03-19,13607.300000000001
Amberd 3,2024-03-20,13461.7
Amberd 3,2024-03-21,13279.0
Amberd 3,2024-03-22,12350.800000000001
Amberd 3,2024-03-23,14387.800000000001
Amberd 3,2024-03-24,12803.7
Amberd 3,2024-03-25,12770.1
Amberd 3,2024-03-26,12831.7
Amberd 3,2024-03-27,10318.7
Amberd 3,2024-03-28,15125.6
Amberd 3,2024-03-29,14896.7
Amberd 3,2024-03-30,17383.1
Amberd 3,2024-03-31,21863.100000000002
Amberd 3,2024-04-01,25091.5
Amberd 3,2024-04-02,31099.600000000002
Amberd 3,2024-04-03,36316.56
Amberd 3,2024-04-04,32457.600000000002
Amberd 3,2024-04-05,49740.32
Amberd 3,2024-04-06,60811.66
Amberd 3,2024-04-07,56308.28
Amberd 3,2024-04-08,46292.26
Amberd 3,2024-04-09,49786.8
Amberd 3,2024-04-10,58727.06
Amberd 3,2024-04-11,46634.0
Amberd 3,2024-04-12,20252.4
Amberd 3,2024-04-13,22102.5
Amberd 3,2024-04-14,18071.9
Amberd 3,2024-04-15,12196.800000000001
Amberd 3,2024-04-16,44199.26
Amberd 3,2024-04-17,89252.38
Amberd 3,2024-04-18,102280.22
Amberd 3,2024-04-19,122556.14
Amberd 3,2024-04-20,136963.26
Amberd 3,2024-04-21,132315.54
Amberd 3,2024-04-22,122109.68
Amberd 3,2024-04-23,132022.80000000002
Amberd 3,2024-04-24,128966.74
Amberd 3,2024-04-25,132042.96
Amberd 3,2024-04-26,153949.18
Amberd 3,2024-04-27,130324.04000000001
Amberd 3,2024-04-28,152919.48
Amberd 3,2024-04-29,159339.32
Amberd 3,2024-04-30,161222.04
Amberd 3,2024-05-01,127317.82
Amberd 3,2024-05-02,165335.24
Amberd 3,2024-05-03,173216.12
Amberd 3,2024-05-04,159987.24000000002
Amberd 3,2024-05-05,111968.92
Amberd 3,2024-05-06,72811.2
Amberd 3,2024-05-07,68763.24
Amberd 3,2024-05-08,46421.2
Amberd 3,2024-05-09,31060.4
Amberd 3,2024-05-10,25958.8
Amberd 3,2024-05-11,27357.82
Amberd 3,2024-05-12,70284.2
Amberd 3,2024-05-13,80224.34
Amberd 3,2024-05-14,75290.74
Amberd 3,2024-05-15,58884.56
Amberd 3,2024-05-16,50636.18
Amberd 3,2024-05-17,46824.4
Amberd 3,2024-05-18,33297.46
Amberd 3,2024-05-19,21496.3
Amberd 3,2024-05-20,18482.1
Amberd 3,2024-05-21,17726.1
Amberd 3,2024-05-22,20769.7
Amberd 3,2024-05-23,24658.2
Amberd 3,2024-05-24,34075.3
Amberd 3,2024-05-25,41172.32
Amberd 3,2024-05-26,94691.1
Amberd 3,2024-05-27,153579.30000000002
Amberd 3,2024-05-28,112563.22
Amberd 3,2024-05-29,157334.66
Amberd 3,2024-05-30,148407.28
Amberd 3,2024-05-31,151857.3
Amberd 3,2024-06-01,172636.8
Amberd 3,2024-06-02,162357.58000000002
Amberd 3,2024-06-03,171115.7
Amberd 3,2024-06-04,169090.88
Amberd 3,2024-06-05,164997.0
Amberd 3,2024-06-06,166507.88
Amberd 3,2024-06-07,165826.5
Amberd 3,2024-06-08,166964.14
Amberd 3,2024-06-09,161124.18
Amberd 3,2024-06-10,137487.56
Amberd 3,2024-06-11,135204.58
Amberd 3,2024-06-12,100321.62
Amberd 3,2024-06-13,119248.5
Amberd 3,2024-06-14,120902.46
Amberd 3,2024-06-15,108165.96
Amberd 3,2024-06-16,95633.3
Amberd 3,2024-06-17,96402.74
Amberd 3,2024-06-18,84545.86
Amberd 3,2024-06-19,54258.4
Amberd 3,2024-06-20,83899.2
Amberd 3,2024-06-21,82782.56
Amberd 3,2024-06-22,50340.78
Amberd 3,2024-06-23,94177.72
Amberd 3,2024-06-24,84985.04000000001
Amberd 3,2024-06-25,79483.04000000001
Amberd 3,2024-06-26,75233.2
Amberd 3,2024-06-27,64306.76
Amberd 3,2024-06-28,54010.88
Amberd 3,2024-06-29,49332.78
Amberd 3,2024-06-30,64776.74
Amberd 3,2024-07-01,58397.78
Amberd 3,2024-07-02,56283.08
Amberd 3,2024-07-03,46172.700000000004
Amberd 3,2024-07-04,41132.700000000004
Amberd 3,2024-07-05,37042.6
Amberd 3,2024-07-06,35730.1
Amberd 3,2024-07-07,41538.56
Amberd 3,2024-07-08,42261.66
Amberd 3,2024-07-09,41186.88
Amberd 3,2024-07-10,34635.16
Amberd 3,2024-07-11,29570.66
Amberd 3,2024-07-12,27652.8
Amberd 3,2024-07-13,25652.760000000002
Amberd 3,2024-07-14,25264.96
Amberd 3,2024-07-15,26001.64
Amberd 3,2024-07-16,30271.5
Amberd 3,2024-07-17,28545.16
Amberd 3,2024-07-18,26515.300000000003
Amberd 3,2024-07-19,30505.300000000003
Amberd 3,2024-07-20,28137.760000000002
Amberd 3,2024-07-21,25114.6
Amberd 3,2024-07-22,22818.6
Amberd 3,2024-07-23,22262.1
Amberd 3,2024-07-24,21459.2
Amberd 3,2024-07-25,22947.4
Amberd 3,2024-07-26,22297.100000000002
Amberd 3,2024-07-27,22090.6
Amberd 3,2024-07-28,24821.300000000003
Amberd 3,2024-07-29,21837.9
Amberd 3,2024-07-30,10390.800000000001
Amberd 3,2024-07-31,11866.400000000001
Amberd 3,2024-08-01,19275.06
Amberd 3,2024-08-02,19917.1
Amberd 3,2024-08-03,19579.0
Amberd 3,2024-08-04,19224.1
Amberd 3,2024-08-05,18188.66
Amberd 3,2024-08-06,17240.3
Amberd 3,2024-08-07,17438.260000000002
Amberd 3,2024-08-08,16901.5
Amberd 3,2024-08-09,15923.6
Amberd 3,2024-08-10,15649.060000000001
Amberd 3,2024-08-11,17938.9
Amberd 3,2024-08-12,24675.0
Amberd 3,2024-08-13,18920.3
Amberd 3,2024-08-14,17077.9
Amberd 3,2024-08-15,17469.2
Amberd 3,2024-08-16,17221.4
Amberd 3,2024-08-17,16770.600000000002
Amberd 3,2024-08-18,16425.5
Amberd 3,2024-08-19,16200.800000000001
Amberd 3,2024-08-20,15974.0
Amberd 3,2024-08-21,15403.5
Amberd 3,2024-08-22,14799.26
Amberd 3,2024-08-23,14459.2
Amberd 3,2024-08-24,13645.800000000001
Amberd 3,2024-08-25,15059.1
Amberd 3,2024-08-26,14968.66
Amberd 3,2024-08-27,14435.400000000001
Amberd 3,2024-08-28,11793.6
Amberd 3,2024-08-29,13997.06
Amberd 3,2024-08-30,13323.800000000001
Amberd 3,2024-08-31,15120.7
Amberd 3,2024-09-01,14345.8
Amberd 3,2024-09-02,14236.6
Amberd 3,2024-09-03,13958.0
Amberd 3,2024-09-04,13678.7
Amberd 3,2024-09-05,13645.1
Amberd 3,2024-09-06,19192.46
Amberd 3,2024-09-07,18130.7
Amberd 3,2024-09-08,15976.800000000001
Amberd 3,2024-09-09,15549.1
Amberd 3,2024-09-10,17506.86
Amberd 3,2024-09-11,16241.400000000001
Amberd 3,2024-09-12,15405.6
Amberd 3,2024-09-13,15286.6
Amberd 3,2024-09-14,16895.2
Amberd 3,2024-09-15,15990.1
Amberd 3,2024-09-16,15554.7
Amberd 3,2024-09-17,16784.6
Amberd 3,2024-09-18,20349.7
Amberd 3,2024-09-19,19343.100000000002
Amberd 3,2024-09-20,22206.1
Amberd 3,2024-09-21,19899.600000000002
Amberd 3,2024-09-22,19236.7
Amberd 3,2024-09-23,25232.06
Amberd 3,2024-09-24,21714.0
Amberd 3,2024-09-25,19380.9
Amberd 3,2024-09-26,18759.86
Amberd 3,2024-09-27,18346.3
Amberd 3,2024-09-28,17490.9
Amberd 3,2024-09-29,17797.36
Amberd 3,2024-09-30,18456.9
Amberd 3,2024-10-01,18738.3
Amberd 3,2024-10-02,20519.100000000002
Amberd 3,2024-10-03,19692.260000000002
Amberd 3,2024-10-04,18746.7
Amberd 3,2024-10-05,17849.3
Amberd 3,2024-10-06,18108.86
Amberd 3,2024-10-07,17945.9
Amberd 3,2024-10-08,17773.7
Amberd 3,2024-10-09,17928.4
Amberd 3,2024-10-10,17711.260000000002
Amberd 3,2024-10-11,17825.5
Amberd 3,2024-10-12,17483.9
Amberd 3,2024-10-13,16895.2
Amberd 3,2024-10-14,24005.8
Amberd 3,2024-10-15,18918.9
Amberd 3,2024-10-16,19054.0
Amberd 3,2024-10-17,33359.06
Amberd 3,2024-10-18,33622.26
Amberd 3,2024-10-19,24606.260000000002
Amberd 3,2024-10-20,21956.760000000002
Amberd 3,2024-10-21,20771.100000000002
Amberd 3,2024-10-22,18860.66
Amberd 3,2024-10-23,19161.1
Amberd 3,2024-10-24,18952.36
Amberd 3,2024-10-25,18858.56
Amberd 3,2024-10-26,18413.5
Amberd 3,2024-10-27,17506.86
Amberd 3,2024-10-28,17500.56
Amberd 3,2024-10-29,16998.8
Amberd 3,2024-10-30,17255.7
Amberd 3,2024-10-31,17301.760000000002
Amberd 3,2024-11-01,16785.16
Amberd 3,2024-11-02,16394.7
Amberd 3,2024-11-03,16657.06
Amberd 3,2024-11-04,16792.3
Amberd 3,2024-11-05,15399.86
Amberd 3,2024-11-06,16254.7
Amberd 3,2024-11-07,16653.0
Amberd 3,2024-11-08,16422.56
Amberd 3,2024-11-09,15431.5
Amberd 3,2024-11-10,15027.460000000001
Amberd 3,2024-11-11,15229.2
Amberd 3,2024-11-12,15537.76
Amberd 3,2024-11-13,14973.0
Amberd 3,2024-11-14,14854.56
Amberd 3,2024-11-15,14544.6
Amberd 3,2024-11-16,14942.9
Amberd 3,2024-11-17,14837.2
Amberd 3,2024-11-18,15428.0
Amberd 3,2024-11-19,15390.900000000001
Amberd 3,2024-11-20,15238.300000000001
Amberd 3,2024-11-21,14781.900000000001
Amberd 3,2024-11-22,14864.5
Amberd 3,2024-11-23,14672.7
Amberd 3,2024-11-24,14783.300000000001
Amberd 3,2024-11-25,15070.300000000001
Amberd 3,2024-11-26,15070.300000000001
Amberd 3,2024-11-27,15758.400000000001
Amberd 3,2024-11-28,11897.2
Amberd 3,2024-11-29,14378.7
Amberd 3,2024-11-30,16457.7
Amberd 3,2024-12-01,15430.8
Amberd 3,2024-12-02,15957.2
Amberd 3,2024-12-03,15260.0
Amberd 3,2024-12-04,14590.800000000001
Amberd 3,2024-12-05,15325.1
Amberd 3,2024-12-06,14707.7
Amberd 3,2024-12-07,14463.400000000001
Amberd 3,2024-12-08,14766.5
Amberd 3,2024-12-09,14932.4
Amberd 3,2024-12-10,14253.400000000001
Amberd 3,2024-12-11,14170.1
Amberd 3,2024-12-12,14557.2
Amberd 3,2024-12-13,13219.5
Amberd 3,2024-12-14,3318.7000000000003
Amberd 3,2024-12-15,17005.100000000002
Amberd 3,2024-12-16,20314.0
Amberd 3,2024-12-17,17511.06
Amberd 3,2024-12-18,15860.6
Amberd 3,2024-12-19,14834.400000000001
Amberd 3,2024-12-20,15561.7
Amberd 3,2024-12-21,15393.0
Amberd 3,2024-12-22,14840.7
Amberd 3,2024-12-23,14919.800000000001
Amberd 3,2024-12-24,15084.720000000001
Amberd 3,2024-12-25,14988.68
Amberd 3,2024-12-26,14805.7
Amberd 3,2024-12-27,13703.2
Amberd 3,2024-12-28,15369.2
Amberd 3,2024-12-29,14953.400000000001
Amberd 3,2024-12-30,14641.2
Amberd 3,2024-12-31,14707.7
Amberd 3,2025-01-01,14332.5
Amberd 3,2025-01-02,14324.800000000001
Amberd 3,2025-01-03,14254.1
Amberd 3,2025-01-04,14258.300000000001
Amberd 3,2025-01-05,14368.900000000001
Amberd 3,2025-01-06,14295.400000000001
Amberd 3,2025-01-07,14039.900000000001
Amberd 3,2025-01-08,13844.6
Amberd 3,2025-01-09,14192.5
Amberd 3,2025-01-10,13923.7
Amberd 3,2025-01-11,13437.2
Amberd 3,2025-01-12,13624.800000000001
Amberd 3,2025-01-13,13388.2
Amberd 3,2025-01-14,13365.1
Amberd 3,2025-01-15,13426.7
Amberd 3,2025-01-16,13412.7
Amberd 3,2025-01-17,13359.5
Amberd 3,2025-01-18,13537.300000000001
Amberd 3,2025-01-19,13915.300000000001
Amberd 3,2025-01-20,13783.7
Amberd 3,2025-01-21,14286.300000000001
Amberd 3,2025-01-22,13502.300000000001
Amberd 3,2025-01-23,13160.7
Amberd 3,2025-01-24,13143.9
Amberd 3,2025-01-25,13170.36
Amberd 3,2025-01-26,13161.4
Amberd 3,2025-01-27,12802.300000000001
Amberd 3,2025-01-28,12565.7
Amberd 3,2025-01-29,12476.8
Amberd 3,2025-01-30,12185.460000000001
Amberd 3,2025-01-31,12384.4
Amberd 3,2025-02-01,12706.4
Amberd 3,2025-02-02,527.8
Amberd1,2022-01-01,4266.36
Amberd1,2022-01-02,4634.280000000001
Amberd1,2022-01-03,4123.56
Amberd1,2022-01-04,5156.76
Amberd1,2022-01-05,4662.84
Amberd1,2022-01-06,4625.04
Amberd1,2022-01-07,4492.32
Amberd1,2022-01-08,4469.64
Amberd1,2022-01-09,4517.52
Amberd1,2022-01-10,4577.16
Amberd1,2022-01-11,4664.52
Amberd1,2022-01-12,4592.28
Amberd1,2022-01-13,4764.4800000000005
Amberd1,2022-01-14,3005.52
Amberd1,2022-01-15,5354.16
Amberd1,2022-01-16,4497.36
Amberd1,2022-01-17,5193.72
Amberd1,2022-01-18,4647.72
Amberd1,2022-01-19,4456.2
Amberd1,2022-01-20,4183.2
Amberd1,2022-01-21,4508.28
Amberd1,2022-01-22,4641.0
Amberd1,2022-01-23,4346.16
Amberd1,2022-01-24,4377.24
Amberd1,2022-01-25,4418.4
Amberd1,2022-01-26,4361.28
Amberd1,2022-01-27,4415.88
Amberd1,2022-01-28,4358.76
Amberd1,2022-01-29,4326.0
Amberd1,2022-01-30,4233.6
Amberd1,2022-01-31,4360.44
Amberd1,2022-02-01,4375.56
Amberd1,2022-02-02,4341.12
Amberd1,2022-02-03,4304.16
Amberd1,2022-02-04,4318.4400000000005
Amberd1,2022-02-05,2810.6400000000003
Amberd1,2022-02-06,4304.16
Amberd1,2022-02-07,5298.72
Amberd1,2022-02-08,4358.76
Amberd1,2022-02-09,4333.56
Amberd1,2022-02-10,4319.28
Amberd1,2022-02-11,4382.28
Amberd1,2022-02-12,4248.72
Amberd1,2022-02-13,4228.56
Amberd1,2022-02-14,4117.68
Amberd1,2022-02-15,4081.56
Amberd1,2022-02-16,4054.68
Amberd1,2022-02-17,4013.52
Amberd1,2022-02-18,4034.52
Amberd1,2022-02-19,4104.24
Amberd1,2022-02-20,4042.92
Amberd1,2022-02-21,4059.7200000000003
Amberd1,2022-02-22,4123.56
Amberd1,2022-02-23,4232.76
Amberd1,2022-02-24,4171.4400000000005
Amberd1,2022-02-25,4201.68
Amberd1,2022-02-26,4188.24
Amberd1,2022-02-27,4316.76
Amberd1,2022-02-28,4277.28
Amberd1,2022-03-01,4246.2
Amberd1,2022-03-02,4333.56
Amberd1,2022-03-03,4573.8
Amberd1,2022-03-04,2565.36
Amberd1,2022-03-05,1807.68
Amberd1,2022-03-06,5889.24
Amberd1,2022-03-07,5751.4800000000005
Amberd1,2022-03-08,4865.28
Amberd1,2022-03-09,4611.6
Amberd1,2022-03-10,4265.52
Amberd1,2022-03-11,4431.0
Amberd1,2022-03-12,4177.32
Amberd1,2022-03-13,4070.64
Amberd1,2022-03-14,4013.52
Amberd1,2022-03-15,4037.88
Amberd1,2022-03-16,3917.76
Amberd1,2022-03-17,4221.84
Amberd1,2022-03-18,3920.28
Amberd1,2022-03-19,3969.84
Amberd1,2022-03-20,3967.32
Amberd1,2022-03-21,3890.88
Amberd1,2022-03-22,3998.4
Amberd1,2022-03-23,4163.04
Amberd1,2022-03-24,4087.44
Amberd1,2022-03-25,4021.08
Amberd1,2022-03-26,4048.8
Amberd1,2022-03-27,4030.32
Amberd1,2022-03-28,2266.32
Amberd1,2022-03-29,4891.32
Amberd1,2022-03-30,5082.84
Amberd1,2022-03-31,5027.4
Amberd1,2022-04-01,5077.8
Amberd1,2022-04-02,5662.4400000000005
Amberd1,2022-04-03,7132.4400000000005
Amberd1,2022-04-04,7569.24
Amberd1,2022-04-05,7197.12
Amberd1,2022-04-06,6294.96
Amberd1,2022-04-07,5973.24
Amberd1,2022-04-08,5801.04
Amberd1,2022-04-09,6431.88
Amberd1,2022-04-10,7873.320000000001
Amberd1,2022-04-11,9612.960000000001
Amberd1,2022-04-12,10549.56
Amberd1,2022-04-13,9550.8
Amberd1,2022-04-14,7571.76
Amberd1,2022-04-15,7949.76
Amberd1,2022-04-16,10478.16
Amberd1,2022-04-17,14341.32
Amberd1,2022-04-18,16422.0
Amberd1,2022-04-19,18538.8
Amberd1,2022-04-20,19230.12
Amberd1,2022-04-21,19894.56
Amberd1,2022-04-22,24406.2
Amberd1,2022-04-23,25549.44
Amberd1,2022-04-24,30334.920000000002
Amberd1,2022-04-25,38259.48
Amberd1,2022-04-26,43974.0
Amberd1,2022-04-27,53017.44
Amberd1,2022-04-28,45375.96
Amberd1,2022-04-29,52776.36
Amberd1,2022-04-30,48587.28
Amberd1,2022-05-01,47796.840000000004
Amberd1,2022-05-02,46471.32
Amberd1,2022-05-03,40267.08
Amberd1,2022-05-04,40330.92
Amberd1,2022-05-05,46853.520000000004
Amberd1,2022-05-06,39763.08
Amberd1,2022-05-07,33316.08
Amberd1,2022-05-08,30270.24
Amberd1,2022-05-09,28838.04
Amberd1,2022-05-10,28694.4
Amberd1,2022-05-11,28684.32
Amberd1,2022-05-12,26664.12
Amberd1,2022-05-13,22913.52
Amberd1,2022-05-14,23403.24
Amberd1,2022-05-15,30843.96
Amberd1,2022-05-16,45090.36
Amberd1,2022-05-17,42701.4
Amberd1,2022-05-18,47312.16
Amberd1,2022-05-19,49095.48
Amberd1,2022-05-20,52947.72
Amberd1,2022-05-21,44569.56
Amberd1,2022-05-22,47718.72
Amberd1,2022-05-23,49076.16
Amberd1,2022-05-24,42871.92
Amberd1,2022-05-25,35857.08
Amberd1,2022-05-26,30104.760000000002
Amberd1,2022-05-27,31555.44
Amberd1,2022-05-28,44233.56
Amberd1,2022-05-29,55279.560000000005
Amberd1,2022-05-30,57527.4
Amberd1,2022-05-31,57762.600000000006
Amberd1,2022-06-01,54393.36
Amberd1,2022-06-02,57780.24
Amberd1,2022-06-03,57975.12
Amberd1,2022-06-04,58159.92
Amberd1,2022-06-05,56270.76
Amberd1,2022-06-06,57750.0
Amberd1,2022-06-07,50935.92
Amberd1,2022-06-08,52599.96000000001
Amberd1,2022-06-09,54511.8
Amberd1,2022-06-10,50225.28
Amberd1,2022-06-11,49985.04
Amberd1,2022-06-12,44794.68
Amberd1,2022-06-13,48693.12
Amberd1,2022-06-14,38740.8
Amberd1,2022-06-15,34757.520000000004
Amberd1,2022-06-16,33832.68
Amberd1,2022-06-17,34483.68
Amberd1,2022-06-18,34303.92
Amberd1,2022-06-19,34114.92
Amberd1,2022-06-20,34941.48
Amberd1,2022-06-21,30738.96
Amberd1,2022-06-22,26095.440000000002
Amberd1,2022-06-23,21742.56
Amberd1,2022-06-24,20169.24
Amberd1,2022-06-25,21325.08
Amberd1,2022-06-26,24870.72
Amberd1,2022-06-27,20019.72
Amberd1,2022-06-28,18105.36
Amberd1,2022-06-29,16475.760000000002
Amberd1,2022-06-30,15858.36
Amberd1,2022-07-01,15983.52
Amberd1,2022-07-02,17202.36
Amberd1,2022-07-03,13894.44
Amberd1,2022-07-04,11942.28
Amberd1,2022-07-05,11486.16
Amberd1,2022-07-06,10816.68
Amberd1,2022-07-07,10506.720000000001
Amberd1,2022-07-08,10081.68
Amberd1,2022-07-09,9843.960000000001
Amberd1,2022-07-10,9452.52
Amberd1,2022-07-11,9110.64
Amberd1,2022-07-12,8745.24
Amberd1,2022-07-13,8446.2
Amberd1,2022-07-14,8179.92
Amberd1,2022-07-15,7901.88
Amberd1,2022-07-16,7658.28
Amberd1,2022-07-17,7376.04
Amberd1,2022-07-18,7167.72
Amberd1,2022-07-19,6304.2
Amberd1,2022-07-20,6873.72
Amberd1,2022-07-21,6819.12
Amberd1,2022-07-22,6805.68
Amberd1,2022-07-23,6678.0
Amberd1,2022-07-24,6633.4800000000005
Amberd1,2022-07-25,5934.6
Amberd1,2022-07-26,6289.08
Amberd1,2022-07-27,6198.360000000001
Amberd1,2022-07-28,6128.64
Amberd1,2022-07-29,6007.68
Amberd1,2022-07-30,5960.64
Amberd1,2022-07-31,5933.76
Amberd1,2022-08-01,5894.28
Amberd1,2022-08-02,5916.12
Amberd1,2022-08-03,5773.32
Amberd1,2022-08-04,5748.96
Amberd1,2022-08-05,5661.6
Amberd1,2022-08-06,5639.76
Amberd1,2022-08-07,5528.88
Amberd1,2022-08-08,7001.400000000001
Amberd1,2022-08-09,6168.96
Amberd1,2022-08-10,5588.52
Amberd1,2022-08-11,5454.96
Amberd1,2022-08-12,5469.24
Amberd1,2022-08-13,5398.68
Amberd1,2022-08-14,5265.12
Amberd1,2022-08-15,5232.360000000001
Amberd1,2022-08-16,5089.56
Amberd1,2022-08-17,4987.92
Amberd1,2022-08-18,4916.52
Amberd1,2022-08-19,4897.2
Amberd1,2022-08-20,4812.36
Amberd1,2022-08-21,4727.52
Amberd1,2022-08-22,4709.88
Amberd1,2022-08-23,3726.2400000000002
Amberd1,2022-08-24,4705.68
Amberd1,2022-08-25,4699.8
Amberd1,2022-08-26,4635.12
Amberd1,2022-08-27,4662.0
Amberd1,2022-08-28,4615.8
Amberd1,2022-08-29,4646.88
Amberd1,2022-08-30,4616.64
Amberd1,2022-08-31,4657.8
Amberd1,2022-09-01,4562.88
Amberd1,2022-09-02,4494.0
Amberd1,2022-09-03,4415.88
Amberd1,2022-09-04,4498.2
Amberd1,2022-09-05,4635.96
Amberd1,2022-09-06,4962.72
Amberd1,2022-09-07,5220.6
Amberd1,2022-09-08,5229.84
Amberd1,2022-09-09,4982.04
Amberd1,2022-09-10,5019.0
Amberd1,2022-09-11,4911.4800000000005
Amberd1,2022-09-12,4872.84
Amberd1,2022-09-13,4718.28
Amberd1,2022-09-14,4723.32
Amberd1,2022-09-15,4766.16
Amberd1,2022-09-16,4588.08
Amberd1,2022-09-17,4563.72
Amberd1,2022-09-18,4620.84
Amberd1,2022-09-19,4497.36
Amberd1,2022-09-20,4463.76
Amberd1,2022-09-21,4458.72
Amberd1,2022-09-22,6410.04
Amberd1,2022-09-23,6131.16
Amberd1,2022-09-24,5076.12
Amberd1,2022-09-25,5078.64
Amberd1,2022-09-26,5087.88
Amberd1,2022-09-27,5013.96
Amberd1,2022-09-28,4941.72
Amberd1,2022-09-29,4980.360000000001
Amberd1,2022-09-30,5012.28
Amberd1,2022-10-01,4977.84
Amberd1,2022-10-02,5013.96
Amberd1,2022-10-03,4961.04
Amberd1,2022-10-04,4835.04
Amberd1,2022-10-05,4784.64
Amberd1,2022-10-06,3397.8
Amberd1,2022-10-07,4869.4800000000005
Amberd1,2022-10-08,4997.16
Amberd1,2022-10-09,6261.360000000001
Amberd1,2022-10-10,6213.4800000000005
Amberd1,2022-10-11,5253.36
Amberd1,2022-10-12,5106.36
Amberd1,2022-10-13,5101.32
Amberd1,2022-10-14,5522.16
Amberd1,2022-10-15,6081.6
Amberd1,2022-10-16,6226.08
Amberd1,2022-10-17,5538.96
Amberd1,2022-10-18,5155.92
Amberd1,2022-10-19,5138.28
Amberd1,2022-10-20,5157.6
Amberd1,2022-10-21,5347.4400000000005
Amberd1,2022-10-22,5246.64
Amberd1,2022-10-23,5154.24
Amberd1,2022-10-24,5067.72
Amberd1,2022-10-25,4879.56
Amberd1,2022-10-26,4810.68
Amberd1,2022-10-27,4716.6
Amberd1,2022-10-28,4823.28
Amberd1,2022-10-29,4668.72
Amberd1,2022-10-30,4693.08
Amberd1,2022-10-31,4698.96
Amberd1,2022-11-01,4603.2
Amberd1,2022-11-02,4439.4
Amberd1,2022-11-03,4598.16
Amberd1,2022-11-04,4715.76
Amberd1,2022-11-05,4609.92
Amberd1,2022-11-06,4745.16
Amberd1,2022-11-07,4534.32
Amberd1,2022-11-08,4562.88
Amberd1,2022-11-09,4548.6
Amberd1,2022-11-10,4562.88
Amberd1,2022-11-11,4651.92
Amberd1,2022-11-12,4441.08
Amberd1,2022-11-13,4363.8
