Model,Epoch,Train MSE,Test MSE,Train RMSE,Test RMSE,Train MAE,Test MAE,Train R2,Test R2
DeepLSTMNet,10,0.036845557391643524,0.256961852312088,0.19195196636566014,0.5069140482488999,0.09945495426654816,0.34188908338546753,0.9632031917572021,0.8951465487480164
DeepLSTMNet,20,0.025922909379005432,0.05342426896095276,0.1610059296392696,0.23113690523357094,0.08409734070301056,0.17275649309158325,0.9741113781929016,0.9782001972198486
DeepLSTMNet,30,0.025638259947299957,0.02438933774828911,0.1601195176963132,0.15617086075285974,0.08288957923650742,0.11636879295110703,0.9743956923484802,0.9900479316711426
DeepLSTMNet,40,0.019662799313664436,0.029729124158620834,0.1402241038968138,0.17242135644583254,0.07226414233446121,0.1277616322040558,0.9803632497787476,0.9878690242767334
DeepLSTMNet,50,0.016974439844489098,0.036473967134952545,0.13028599251066517,0.19098158847112082,0.07126396894454956,0.13228337466716766,0.9830480217933655,0.9851167798042297
DeepLSTMNet,60,0.015019143931567669,0.02431507408618927,0.12255261699191768,0.15593291533922293,0.06761615723371506,0.10652243345975876,0.985000729560852,0.9900782108306885
DeepLSTMNet,70,0.013085713610053062,0.057639915496110916,0.1143928040134215,0.24008314288202517,0.06326830387115479,0.1672510802745819,0.9869316220283508,0.9764800071716309
DeepLSTMNet,80,0.010578612796962261,0.04665955901145935,0.1028523835259167,0.21600823829534685,0.05548204854130745,0.14519646763801575,0.9894353747367859,0.9809605479240417
DeepLSTMNet,90,0.008466633968055248,0.033897511661052704,0.09201431393025353,0.18411276887020275,0.05061018839478493,0.13307110965251923,0.9915445446968079,0.9861680865287781
DeepLSTMNet,100,0.007536437828093767,0.0468299463391304,0.08681265937692363,0.21640227896011263,0.04933797940611839,0.15407158434391022,0.9924735426902771,0.9808909893035889
