DateTime,Station,Energy Production (kWh)
2023-08-31,Amberd 3,376.2060582150916
2023-09-01,Amberd 3,-516.9763879093462
2023-09-02,Amberd 3,-896.5441462289909
2023-09-03,Amberd 3,-981.1734812570612
2023-09-04,Amberd 3,-1719.6403174153802
2023-09-05,Amberd 3,-1817.7273456999883
2023-09-06,Amberd 3,-1882.3224819085553
2023-09-07,Amberd 3,-2202.917562247685
2023-09-08,Amberd 3,-3376.8079713727893
2023-09-09,Amberd 3,5722.567729537124
2023-09-10,Amberd 3,1050.561484285152
2023-09-11,Amberd 3,-803.671368156567
2023-09-12,Amberd 3,1830.94791025642
2023-09-13,Amberd 3,1467.6203521736716
2023-09-14,Amberd 3,1080.6026478008316
2023-09-15,Amberd 3,927.0942246234354
2023-09-16,Amberd 3,348.579133472138
2023-09-17,Amberd 3,-914.4780087127947
2023-09-18,Amberd 3,-734.9704469495118
2023-09-19,Amberd 3,-995.6598775007205
2023-09-20,Amberd 3,-1145.6486400997856
2023-09-21,Amberd 3,-757.4567870566352
2023-09-22,Amberd 3,-1806.2683402811344
2023-09-23,Amberd 3,-2235.7739111912433
2023-09-24,Amberd 3,-2175.6151934922455
2023-09-25,Amberd 3,-327.71652219493626
2023-09-26,Amberd 3,2337.6775271858314
2023-09-27,Amberd 3,-362.6527980384308
2023-09-28,Amberd 3,-1572.108299010706
2023-09-29,Amberd 3,-1189.9831188751941
2023-09-30,Amberd 3,-759.3088330892115
2023-10-01,Amberd 3,-2360.953277660785
2023-10-02,Amberd 3,10356.670279422737
2023-10-03,Amberd 3,3461.844165972545
2023-10-04,Amberd 3,3991.6977908751887
2023-10-05,Amberd 3,1543.5169104134984
2023-10-06,Amberd 3,287.9124697509924
2023-10-07,Amberd 3,-711.2692840178079
2023-10-08,Amberd 3,-793.1020490919909
2023-10-09,Amberd 3,-778.9549803681275
2023-10-10,Amberd 3,-987.3815439621194
2023-10-11,Amberd 3,-1033.2283591271316
2023-10-12,Amberd 3,-3054.5049316513578
2023-10-13,Amberd 3,-1698.7149995985292
2023-10-14,Amberd 3,-2245.9932354500997
2023-10-15,Amberd 3,-2383.9126148127707
2023-10-16,Amberd 3,-301.942367521091
2023-10-17,Amberd 3,-1473.6617780253473
2023-10-18,Amberd 3,-1036.961416796128
2023-10-19,Amberd 3,7490.9891843072455
2023-10-20,Amberd 3,2064.4685943109343
2023-10-21,Amberd 3,173.97351400091065
2023-10-22,Amberd 3,-1005.989648708306
2023-10-23,Amberd 3,-348.96321934844127
2023-10-24,Amberd 3,217.8992200792145
2023-10-25,Amberd 3,213.72218958547091
2023-10-26,Amberd 3,120.55402216858965
2023-10-27,Amberd 3,-298.03052554167334
2023-10-28,Amberd 3,623.3679568205789
2023-10-29,Amberd 3,1482.9351486997111
2023-10-30,Amberd 3,1872.467124567078
2023-10-31,Amberd 3,1289.7331244261004
2023-11-01,Amberd 3,-114.86790367265348
2023-11-02,Amberd 3,198.7569051186274
2023-11-03,Amberd 3,421.67220808754246
2023-11-04,Amberd 3,-1186.5815605440002
2023-11-05,Amberd 3,-1352.6275116841498
2023-11-06,Amberd 3,-1287.2471427657129
2023-11-07,Amberd 3,-1045.3765590266958
2023-11-08,Amberd 3,-1460.2473362408746
2023-11-09,Amberd 3,-1830.0376898326413
2023-11-10,Amberd 3,-1285.413180641237
2023-11-11,Amberd 3,-1263.7955959497576
2023-11-12,Amberd 3,-1220.1033398033996
2023-11-13,Amberd 3,-1527.564943999896
2023-11-14,Amberd 3,83.15362425040257
2023-11-15,Amberd 3,-90.05887417284976
2023-11-16,Amberd 3,-222.16564940515855
2023-11-17,Amberd 3,953.886375214337
2023-11-18,Amberd 3,-683.4508701226423
2023-11-19,Amberd 3,-822.8616342088771
2023-11-20,Amberd 3,5304.356990956681
2023-11-21,Amberd 3,3336.282201896449
2023-11-22,Amberd 3,1397.9759720135062
2023-11-23,Amberd 3,1050.6150983347397
2023-11-24,Amberd 3,544.9026429045352
2023-11-25,Amberd 3,-453.7149666691821
2023-11-26,Amberd 3,-2522.3318669303026
2023-11-27,Amberd 3,1847.9413774314544
2023-11-28,Amberd 3,-266.12934085681445
2023-11-29,Amberd 3,-268.13309242889954
2023-11-30,Amberd 3,-63.59261708057056
2023-12-01,Amberd 3,-195.663071424824
2023-12-02,Amberd 3,-58.05986668898913
2023-12-03,Amberd 3,112.82387531925087
2023-12-04,Amberd 3,1948.9313202088815
2023-12-05,Amberd 3,1512.2351186668166
2023-12-06,Amberd 3,1155.0898393048374
2023-12-07,Amberd 3,2965.0049037855497
2023-12-08,Amberd 3,2029.4678026219972
2023-12-09,Amberd 3,1446.1728982623517
2023-12-10,Amberd 3,-2008.4738642218526
2023-12-11,Amberd 3,-4655.43039782049
2023-12-12,Amberd 3,-4160.499319358299
2023-12-13,Amberd 3,-4478.873601661384
2023-12-14,Amberd 3,-8292.645905481253
2023-12-15,Amberd 3,-2705.829595568379
2023-12-16,Amberd 3,2466.7648670176986
2023-12-17,Amberd 3,1592.9781647146647
2023-12-18,Amberd 3,461.4292519183091
2023-12-19,Amberd 3,1783.8014716714715
2023-12-20,Amberd 3,1129.9497737345428
2023-12-21,Amberd 3,1410.6342319481173
2023-12-22,Amberd 3,1418.228701544207
2023-12-23,Amberd 3,1411.9853913598654
2023-12-24,Amberd 3,-2586.4098827063226
2023-12-25,Amberd 3,-6546.333795625364
2023-12-26,Amberd 3,4248.413483808416
2023-12-27,Amberd 3,4772.543245422967
2023-12-28,Amberd 3,1738.631520618852
2023-12-29,Amberd 3,2243.2315012682484
2023-12-30,Amberd 3,288.7297345429415
2023-12-31,Amberd 3,-310.8692520735676
2024-01-01,Amberd 3,-592.8813871818766
2024-01-02,Amberd 3,-2144.7683061000353
2024-01-03,Amberd 3,946.7389067208896
2024-01-04,Amberd 3,-331.25035297885734
2024-01-05,Amberd 3,358.7815987242666
2024-01-06,Amberd 3,174.75947722441197
2024-01-07,Amberd 3,573.7837594165285
2024-01-08,Amberd 3,133.04569752229327
2024-01-09,Amberd 3,87.97792891375502
2024-01-10,Amberd 3,-46.67006259798836
2024-01-11,Amberd 3,266.4962205926022
2024-01-12,Amberd 3,426.0004448801792
2024-01-13,Amberd 3,220.7997165215329
2024-01-14,Amberd 3,1179.7848914954084
2024-01-15,Amberd 3,667.408825957722
2024-01-16,Amberd 3,654.6470105072058
2024-01-17,Amberd 3,848.8178052263665
2024-01-18,Amberd 3,853.0904158161466
2024-01-19,Amberd 3,746.6635368492243
2024-01-20,Amberd 3,1131.662681388385
2024-01-21,Amberd 3,1179.6466977858963
2024-01-22,Amberd 3,1737.1271452181427
2024-01-23,Amberd 3,167.23830367540177
2024-01-24,Amberd 3,-10326.111251317816
2024-01-25,Amberd 3,-10294.157468176787
2024-01-26,Amberd 3,-2662.2224757847152
2024-01-27,Amberd 3,2440.1054453928064
2024-01-28,Amberd 3,1344.5019039375566
2024-01-29,Amberd 3,2857.9174425279325
2024-01-30,Amberd 3,1336.3622901523759
2024-01-31,Amberd 3,957.1604773977524
2024-02-01,Amberd 3,660.8008084195772
2024-02-02,Amberd 3,-1357.62613792501
2024-02-03,Amberd 3,1844.4572167158676
2024-02-04,Amberd 3,592.476967030283
2024-02-05,Amberd 3,-423.89357805413783
2024-02-06,Amberd 3,-4788.6514077141655
2024-02-07,Amberd 3,-4658.728577640288
2024-02-08,Amberd 3,5393.435763606836
2024-02-09,Amberd 3,4357.214172827567
2024-02-10,Amberd 3,1027.4083094700254
2024-02-11,Amberd 3,285.19657412430206
2024-02-12,Amberd 3,193.11523718707758
2024-02-13,Amberd 3,169.4223211961944
2024-02-14,Amberd 3,160.05515166625992
2024-02-15,Amberd 3,738.7451651611354
2024-02-16,Amberd 3,241.92376377489018
2024-02-17,Amberd 3,177.260633873364
2024-02-18,Amberd 3,55.874259470030665
2024-02-19,Amberd 3,81.7723366821956
2024-02-20,Amberd 3,5.327640214993153
2024-02-21,Amberd 3,-145.93816293686905
2024-02-22,Amberd 3,-211.50673555382127
2024-02-23,Amberd 3,-223.96852906444474
2024-02-24,Amberd 3,-399.18180318759914
2024-02-25,Amberd 3,-393.56483731148546
2024-02-26,Amberd 3,-364.486422197313
2024-02-27,Amberd 3,-376.66937058296753
2024-02-28,Amberd 3,-88.60869119245763
2024-02-29,Amberd 3,-93.7639743931777
2024-03-01,Amberd 3,275.02056987947253
2024-03-02,Amberd 3,174.91933417408836
2024-03-03,Amberd 3,358.79482318309965
2024-03-04,Amberd 3,793.1602170150691
2024-03-05,Amberd 3,791.0644490140676
2024-03-06,Amberd 3,988.7607273885242
2024-03-07,Amberd 3,1179.9078450662364
2024-03-08,Amberd 3,1361.246619520376
2024-03-09,Amberd 3,1073.0804258209519
2024-03-10,Amberd 3,1095.821859900776
2024-03-11,Amberd 3,1163.972842426514
2024-03-12,Amberd 3,1350.7104054023966
2024-03-13,Amberd 3,1257.944097806132
2024-03-14,Amberd 3,1704.59927461205
2024-03-15,Amberd 3,2193.5150757333504
2024-03-16,Amberd 3,-1810.4347334634058
2024-03-17,Amberd 3,1823.2526654660142
2024-03-18,Amberd 3,1990.4116126742574
2024-03-19,Amberd 3,2009.2369153980544
2024-03-20,Amberd 3,1532.17937361622
2024-03-21,Amberd 3,925.1340142354402
2024-03-22,Amberd 3,-533.3617479461045
2024-03-23,Amberd 3,853.7512931108686
2024-03-24,Amberd 3,-1513.134305461892
2024-03-25,Amberd 3,-2476.259581090826
2024-03-26,Amberd 3,-3503.8198622614673
2024-03-27,Amberd 3,-7276.962815221163
2024-03-28,Amberd 3,-3910.3462188033427
2024-03-29,Amberd 3,-5764.279750081925
2024-03-30,Amberd 3,-5089.829119744085
2024-03-31,Amberd 3,-2607.257363633191
2024-04-01,Amberd 3,-1557.1463743927816
2024-04-02,Amberd 3,2098.051491185881
2024-04-03,Amberd 3,4794.717092795516
2024-04-04,Amberd 3,-1746.0199920531122
2024-04-05,Amberd 3,12696.353115967715
2024-04-06,Amberd 3,20772.780558680788
2024-04-07,Amberd 3,13115.991257211404
2024-04-08,Amberd 3,-228.8488551643095
2024-04-09,Amberd 3,-263.65133970601164
2024-04-10,Amberd 3,4921.775272861123
2024-04-11,Amberd 3,-11176.412766100788
2024-04-12,Amberd 3,-41841.31531477517
2024-04-13,Amberd 3,-44573.58697336663
2024-04-14,Amberd 3,-53480.371520008055
2024-04-15,Amberd 3,-64492.35424097399
2024-04-16,Amberd 3,-37820.93519033903
2024-04-17,Amberd 3,1813.833299222897
2024-04-18,Amberd 3,9466.496979531803
2024-04-19,Amberd 3,24539.76795659568
2024-04-20,Amberd 3,34040.20177581033
2024-04-21,Amberd 3,24889.856627598652
2024-04-22,Amberd 3,10672.255576273645
2024-04-23,Amberd 3,17135.78552575616
2024-04-24,Amberd 3,11256.883220231757
2024-04-25,Amberd 3,12190.895537932534
2024-04-26,Amberd 3,32682.39380507797
2024-04-27,Amberd 3,8409.250038176338
2024-04-28,Amberd 3,31142.209757607765
2024-04-29,Amberd 3,38498.64270247855
2024-04-30,Amberd 3,42111.11473079647
2024-05-01,Amberd 3,10699.830048880205
2024-05-02,Amberd 3,51917.07341634168
2024-05-03,Amberd 3,63641.682199012255
2024-05-04,Amberd 3,54805.00559183805
2024-05-05,Amberd 3,11592.156738390753
2024-05-06,Amberd 3,-22516.284346252723
2024-05-07,Amberd 3,-21447.862744977087
2024-05-08,Amberd 3,-38769.05086295065
2024-05-09,Amberd 3,-49353.75619112611
2024-05-10,Amberd 3,-50049.015563666835
2024-05-11,Amberd 3,-44707.55971711677
2024-05-12,Amberd 3,1634.4812467074225
2024-05-13,Amberd 3,14428.579450812293
2024-05-14,Amberd 3,11751.285467425216
2024-05-15,Amberd 3,-3041.2079933832065
2024-05-16,Amberd 3,-10370.832774959454
2024-05-17,Amberd 3,-14009.199965654203
2024-05-18,Amberd 3,-28151.998883333763
2024-05-19,Amberd 3,-41393.46309588589
2024-05-20,Amberd 3,-46689.99117189628
2024-05-21,Amberd 3,-50562.050765515705
2024-05-22,Amberd 3,-51430.768286412465
2024-05-23,Amberd 3,-52181.76886252643
2024-05-24,Amberd 3,-48030.13339161845
2024-05-25,Amberd 3,-46690.7091659104
2024-05-26,Amberd 3,742.1953557457018
2024-05-27,Amberd 3,53409.273407726476
2024-05-28,Amberd 3,6229.39435231121
2024-05-29,Amberd 3,45053.54675589943
2024-05-30,Amberd 3,30550.68581342038
2024-05-31,Amberd 3,28924.168253080905
2024-06-01,Amberd 3,45234.11662445447
2024-06-02,Amberd 3,31182.29587195642
2024-06-03,Amberd 3,36926.45961711163
2024-06-04,Amberd 3,32688.532546525093
2024-06-05,Amberd 3,27201.520309541025
2024-06-06,Amberd 3,28137.938222661993
2024-06-07,Amberd 3,27682.460652197187
2024-06-08,Amberd 3,29810.47575306651
2024-06-09,Amberd 3,25672.170142282266
2024-06-10,Amberd 3,4376.658889511193
2024-06-11,Amberd 3,4986.371958080956
2024-06-12,Amberd 3,-26542.916100486662
2024-06-13,Amberd 3,-3895.1072171437845
2024-06-14,Amberd 3,1769.9059997203585
2024-06-15,Amberd 3,-6740.114616272724
2024-06-16,Amberd 3,-14906.673422751323
2024-06-17,Amberd 3,-9703.102205708477
2024-06-18,Amberd 3,-17120.096080248055
2024-06-19,Amberd 3,-43018.125722595294
2024-06-20,Amberd 3,-9083.861748925294
2024-06-21,Amberd 3,-6021.62844683649
2024-06-22,Amberd 3,-34412.07269033429
2024-06-23,Amberd 3,13339.482164355184
2024-06-24,Amberd 3,7937.020306437233
2024-06-25,Amberd 3,6104.828748764412
2024-06-26,Amberd 3,5403.413866497751
2024-06-27,Amberd 3,-2100.773483169709
2024-06-28,Amberd 3,-9108.739576711581
2024-06-29,Amberd 3,-10640.117707174424
2024-06-30,Amberd 3,7808.211794630632
2024-07-01,Amberd 3,4296.758671459465
2024-07-02,Amberd 3,4913.312533696306
2024-07-03,Amberd 3,-2604.1424824442875
2024-07-04,Amberd 3,-5194.6930610813
2024-07-05,Amberd 3,-6982.3382972822
2024-07-06,Amberd 3,-6139.6506029512675
2024-07-07,Amberd 3,1680.8215714429898
2024-07-08,Amberd 3,4280.6870570589235
2024-07-09,Amberd 3,4954.304171572701
2024-07-10,Amberd 3,26.815803249905002
2024-07-11,Amberd 3,-3536.511599751164
2024-07-12,Amberd 3,-4075.168349149182
2024-07-13,Amberd 3,-4814.674436912977
2024-07-14,Amberd 3,-4054.762874793174
2024-07-15,Amberd 3,-2274.3375030173083
2024-07-16,Amberd 3,2946.692064983803
2024-07-17,Amberd 3,2091.7576767187347
2024-07-18,Amberd 3,864.5094971554608
2024-07-19,Amberd 3,5597.990342713998
2024-07-20,Amberd 3,3923.922711378651
2024-07-21,Amberd 3,1549.8503571695219
2024-07-22,Amberd 3,-138.2754175878763
2024-07-23,Amberd 3,-125.91196704127651
2024-07-24,Amberd 3,-396.67022320241813
2024-07-25,Amberd 3,1589.3175768963592
2024-07-26,Amberd 3,1405.0671151122224
2024-07-27,Amberd 3,1634.5007498167797
2024-07-28,Amberd 3,4771.76267243471
2024-07-29,Amberd 3,2165.275511422027
2024-07-30,Amberd 3,-8937.820456435495
2024-07-31,Amberd 3,-7155.738251546736
2024-08-01,Amberd 3,522.8552434647027
2024-08-02,Amberd 3,1403.7254823824223
2024-08-03,Amberd 3,1278.4711344628777
2024-08-04,Amberd 3,1114.6735405360232
2024-08-05,Amberd 3,252.0349969727904
2024-08-06,Amberd 3,-539.0788708187392
2024-08-07,Amberd 3,-196.83995930358287
2024-08-08,Amberd 3,-599.3632406525066
2024-08-09,Amberd 3,-1450.020662061701
2024-08-10,Amberd 3,-1600.8895687019576
2024-08-11,Amberd 3,813.3789571697089
2024-08-12,Amberd 3,7679.994389276733
2024-08-13,Amberd 3,2066.717839494304
2024-08-14,Amberd 3,376.670423204323
2024-08-15,Amberd 3,929.9815571389881
2024-08-16,Amberd 3,852.3452390160055
2024-08-17,Amberd 3,577.7742280798648
2024-08-18,Amberd 3,412.3485678006673
2024-08-19,Amberd 3,367.78719275598087
2024-08-20,Amberd 3,318.35131966847985
2024-08-21,Amberd 3,-81.02770173462523
2024-08-22,Amberd 3,-524.0574913009186
2024-08-23,Amberd 3,-716.4350265644007
2024-08-24,Amberd 3,-1398.9697491270072
2024-08-25,Amberd 3,125.53667130092981
2024-08-26,Amberd 3,124.67692110228745
2024-08-27,Amberd 3,-342.6747737596197
2024-08-28,Amberd 3,-2944.362110397171
2024-08-29,Amberd 3,-728.4946141891432
2024-08-30,Amberd 3,-1417.121584195318
2024-08-31,Amberd 3,337.02298965838963
2024-09-01,Amberd 3,-506.74918156382046
2024-09-02,Amberd 3,-709.8770261662758
2024-09-03,Amberd 3,-1106.0827542148272
2024-09-04,Amberd 3,-1524.8449026339767
2024-09-05,Amberd 3,-1717.2507066268372
2024-09-06,Amberd 3,3655.4256266676257
2024-09-07,Amberd 3,2407.643171802092
2024-09-08,Amberd 3,58.63636231255987
2024-09-09,Amberd 3,-572.5051452473508
2024-09-10,Amberd 3,1174.1916579495319
2024-09-11,Amberd 3,-308.8824035538455
2024-09-12,Amberd 3,-1368.5103750007565
2024-09-13,Amberd 3,-1717.0222501322514
2024-09-14,Amberd 3,-342.2327037050127
2024-09-15,Amberd 3,-1482.9832715693974
2024-09-16,Amberd 3,-2153.2015941359496
2024-09-17,Amberd 3,-1153.6884472704878
2024-09-18,Amberd 3,2190.401144157502
2024-09-19,Amberd 3,977.8332105580739
2024-09-20,Amberd 3,3654.2047816261766
2024-09-21,Amberd 3,1184.10174130019
2024-09-22,Amberd 3,382.0260955299491
2024-09-23,Amberd 3,6263.29978667698
2024-09-24,Amberd 3,2656.6659907930916
2024-09-25,Amberd 3,257.01332156342687
2024-09-26,Amberd 3,-413.71002357112593
2024-09-27,Amberd 3,-865.3964804956522
2024-09-28,Amberd 3,-1752.4199163305202
2024-09-29,Amberd 3,-1475.5933253958028
2024-09-30,Amberd 3,-847.1144395638657
2024-10-01,Amberd 3,-600.6987448786967
2024-10-02,Amberd 3,1139.2277191404464
2024-10-03,Amberd 3,264.0343496898422
2024-10-04,Amberd 3,-739.6614733586794
2024-10-05,Amberd 3,-1707.4473916018542
2024-10-06,Amberd 3,-1532.5287582155615
2024-10-07,Amberd 3,-1795.3237717559496
2024-10-08,Amberd 3,-2082.532800305289
2024-10-09,Amberd 3,-2056.8741345885064
2024-10-10,Amberd 3,-2414.64448233035
2024-10-11,Amberd 3,-2448.895004921451
2024-10-12,Amberd 3,-2941.6077109509715
2024-10-13,Amberd 3,-3677.274049630021
2024-10-14,Amberd 3,3299.1130346496466
2024-10-15,Amberd 3,-1898.3411062226987
2024-10-16,Amberd 3,-1841.2930660044622
2024-10-17,Amberd 3,12428.247024738354
2024-10-18,Amberd 3,12709.639843605997
2024-10-19,Amberd 3,3768.9584138082355
2024-10-20,Amberd 3,1247.3722336526043
2024-10-21,Amberd 3,235.33520243800376
2024-10-22,Amberd 3,-1463.4383881827052
2024-10-23,Amberd 3,-921.1013310581802
2024-10-24,Amberd 3,-864.6117700444629
2024-10-25,Amberd 3,-676.1721606656974
2024-10-26,Amberd 3,-827.7645760897503
2024-10-27,Amberd 3,-1435.0684818840746
2024-10-28,Amberd 3,-1141.0059907560644
2024-10-29,Amberd 3,-1345.3222976119432
2024-10-30,Amberd 3,-797.1294686137044
2024-10-31,Amberd 3,-468.31874348734345
2024-11-01,Amberd 3,-712.6031560409647
2024-11-02,Amberd 3,-842.7830408679802
2024-11-03,Amberd 3,-333.3333555892932
2024-11-04,Amberd 3,35.17768157473256
2024-11-05,Amberd 3,-1138.2298142490035
2024-11-06,Amberd 3,-79.0377139846023
2024-11-07,Amberd 3,509.20350507775584
2024-11-08,Amberd 3,454.61276421913317
2024-11-09,Amberd 3,-374.68926747009755
2024-11-10,Amberd 3,-631.346053877196
2024-11-11,Amberd 3,-296.6468780972664
2024-11-12,Amberd 3,130.79356805825773
2024-11-13,Amberd 3,-328.63400292324695
2024-11-14,Amberd 3,-354.8406245344395
2024-11-15,Amberd 3,-585.0119340161436
2024-11-16,Amberd 3,-118.49179321886004
2024-11-17,Amberd 3,-166.2984315343183
2024-11-18,Amberd 3,473.3839790165039
2024-11-19,Amberd 3,477.57520293234484
2024-11-20,Amberd 3,359.79913972505346
2024-11-21,Amberd 3,-67.41879559535482
2024-11-22,Amberd 3,39.321937518794584
2024-11-23,Amberd 3,-132.73598363757446
2024-11-24,Amberd 3,-6.174457980498119
2024-11-25,Amberd 3,293.707575563767
2024-11-26,Amberd 3,304.21503710519573
2024-11-27,Amberd 3,1000.9692795190404
2024-11-28,Amberd 3,-2853.098478717635
2024-11-29,Amberd 3,-366.2826249274749
2024-11-30,Amberd 3,1717.7056401160698
2024-12-01,Amberd 3,697.1840422801251
2024-12-02,Amberd 3,1231.9967414067578
2024-12-03,Amberd 3,545.4521573116035
2024-12-04,Amberd 3,-111.41128815306911
2024-12-05,Amberd 3,636.00391926669
2024-12-06,Amberd 3,31.66492587992616
2024-12-07,Amberd 3,-200.85862445385646
2024-12-08,Amberd 3,111.48312154617452
2024-12-09,Amberd 3,282.96555380114114
2024-12-10,Amberd 3,-395.3056147188072
2024-12-11,Amberd 3,-484.10152451465
2024-12-12,Amberd 3,-109.84625007816794
2024-12-13,Amberd 3,-1468.561302448321
2024-12-14,Amberd 3,-11399.299538757767
2024-12-15,Amberd 3,2248.404034674866
2024-12-16,Amberd 3,5517.138973742662
2024-12-17,Amberd 3,2678.4495818170526
2024-12-18,Amberd 3,999.0919504108788
2024-12-19,Amberd 3,-48.391859951650986
2024-12-20,Amberd 3,665.3757787846607
2024-12-21,Amberd 3,491.06273958747806
2024-12-22,Amberd 3,-59.17896443727295
2024-12-23,Amberd 3,29.09576560408641
2024-12-24,Amberd 3,209.7890154580018
2024-12-25,Amberd 3,135.58468601742243
2024-12-26,Amberd 3,-20.164439959358788
2024-12-27,Amberd 3,-1090.790320142818
2024-12-28,Amberd 3,610.9876905715555
2024-12-29,Amberd 3,234.81198123835384
2024-12-30,Amberd 3,-34.35692639443914
2024-12-31,Amberd 3,77.99473193288395
2025-01-01,Amberd 3,-249.097806440981
2025-01-02,Amberd 3,-207.04805088479952
2025-01-03,Amberd 3,-226.81382463831687
2025-01-04,Amberd 3,-170.82354590947034
2025-01-05,Amberd 3,-7.763874265800041
2025-01-06,Amberd 3,-28.21470455866438
2025-01-07,Amberd 3,-230.1510792179979
2025-01-08,Amberd 3,-371.4304064833941
2025-01-09,Amberd 3,31.033749830061424
2025-01-10,Amberd 3,-182.34003008867148
2025-01-11,Amberd 3,-612.2525621442746
2025-01-12,Amberd 3,-366.49069972262805
2025-01-13,Amberd 3,-542.558638358265
2025-01-14,Amberd 3,-501.7315168983878
2025-01-15,Amberd 3,-371.445375041234
2025-01-16,Amberd 3,-310.322670286987
2025-01-17,Amberd 3,-280.0537067764253
2025-01-18,Amberd 3,-8.334836981393892
2025-01-19,Amberd 3,476.3126201929863
2025-01-20,Amberd 3,466.3725551147054
2025-01-21,Amberd 3,1107.631162764128
2025-01-22,Amberd 3,480.9831552746673
2025-01-23,Amberd 3,316.430975303012
2025-01-24,Amberd 3,497.07645103380673
2025-01-25,Amberd 3,741.8836412921391
2025-01-26,Amberd 3,972.3659321211981
2025-01-27,Amberd 3,873.533032288371
2025-01-28,Amberd 3,917.1469218534621
2025-01-29,Amberd 3,1126.9836227311007
2025-01-30,Amberd 3,1150.905940009763
2025-01-31,Amberd 3,1678.932314013704
2025-02-01,Amberd 3,2340.4218688546825
2025-02-02,Amberd 3,-9492.755604051807
2022-01-02,Amberd1,13.537551625232481
2022-01-03,Amberd1,-490.73637617442455
2022-01-04,Amberd1,548.9012350561534
2022-01-05,Amberd1,61.70863458230997
2022-01-06,Amberd1,30.88100839747767
2022-01-07,Amberd1,-94.70502540152302
2022-01-08,Amberd1,-110.19214934811498
2022-01-09,Amberd1,-55.10385533484805
2022-01-10,Amberd1,11.785234839070654
2022-01-11,Amberd1,106.49493928402262
2022-01-12,Amberd1,41.75771033860747
2022-01-13,Amberd1,221.5994410043777
2022-01-14,Amberd1,-1529.6200742860824
2022-01-15,Amberd1,826.6804592491881
2022-01-16,Amberd1,-21.761651061425255
2022-01-17,Amberd1,683.9142268234345
2022-01-18,Amberd1,148.4623259770351
2022-01-19,Amberd1,-31.430566919117155
2022-01-20,Amberd1,-291.970454137253
2022-01-21,Amberd1,46.176306154719896
2022-01-22,Amberd1,192.5258373227325
2022-01-23,Amberd1,-88.19459745863333
2022-01-24,Amberd1,-42.69806366312059
2022-01-25,Amberd1,13.037494858937862
2022-01-26,Amberd1,-29.459179453002434
2022-01-27,Amberd1,39.6925074062292
2022-01-28,Amberd1,-3.0484385710415154
2022-01-29,Amberd1,-21.727819209616428
2022-01-30,Amberd1,-100.46953106019009
2022-01-31,Amberd1,39.49610921354724
2022-02-01,Amberd1,67.16157840482174
2022-02-02,Amberd1,44.61466823859337
2022-02-03,Amberd1,18.781194453325952
2022-02-04,Amberd1,43.27908861983542
2022-02-05,Amberd1,-1455.3654559375973
2022-02-06,Amberd1,46.06670467492222
2022-02-07,Amberd1,1048.0243177612492
2022-02-08,Amberd1,115.64733893481753
2022-02-09,Amberd1,98.26070861045991
2022-02-10,Amberd1,91.99708761617603
2022-02-11,Amberd1,163.12772383708216
2022-02-12,Amberd1,37.666366978534825
2022-02-13,Amberd1,25.324811918490013
2022-02-14,Amberd1,-78.2886879444568
2022-02-15,Amberd1,-107.98170721915767
2022-02-16,Amberd1,-129.51289008450067
2022-02-17,Amberd1,-166.57339215236198
2022-02-18,Amberd1,-142.81342347831514
2022-02-19,Amberd1,-71.6590857478368
2022-02-20,Amberd1,-132.76722225673075
2022-02-21,Amberd1,-116.82988937221126
2022-02-22,Amberd1,-54.69616394757941
2022-02-23,Amberd1,52.257895844719314
2022-02-24,Amberd1,-11.509583065291736
2022-02-25,Amberd1,16.386865067504004
2022-02-26,Amberd1,1.0198994776428663
2022-02-27,Amberd1,128.33193760899394
2022-02-28,Amberd1,88.66475946824812
2022-03-01,Amberd1,58.63993760109679
2022-03-02,Amberd1,148.4636290785602
2022-03-03,Amberd1,392.7053410106555
2022-03-04,Amberd1,-1610.1582092607719
2022-03-05,Amberd1,-2360.8957452320055
2022-03-06,Amberd1,1729.7703584814553
2022-03-07,Amberd1,1605.5532871048854
2022-03-08,Amberd1,738.5251193895037
2022-03-09,Amberd1,509.8344632820945
2022-03-10,Amberd1,194.2883485298198
2022-03-11,Amberd1,395.25515834029284
2022-03-12,Amberd1,181.30184570329766
2022-03-13,Amberd1,117.62832913465718
2022-03-14,Amberd1,105.72121349662712
2022-03-15,Amberd1,176.35358594575519
2022-03-16,Amberd1,102.35245788015436
2022-03-17,Amberd1,451.07461970672193
2022-03-18,Amberd1,191.29289154618164
2022-03-19,Amberd1,278.09817188193983
2022-03-20,Amberd1,306.50180114018667
2022-03-21,Amberd1,252.70130838968907
2022-03-22,Amberd1,372.42265907349974
2022-03-23,Amberd1,536.5138803169307
2022-03-24,Amberd1,445.0702350833726
2022-03-25,Amberd1,344.69166516101814
2022-03-26,Amberd1,317.0599434411333
2022-03-27,Amberd1,218.5214105242594
2022-03-28,Amberd1,-1653.8157554537142
2022-03-29,Amberd1,830.8600477615246
2022-03-30,Amberd1,847.3940572714491
2022-03-31,Amberd1,579.1122226476773
2022-04-01,Amberd1,375.0908721760343
2022-04-02,Amberd1,659.644389003186
2022-04-03,Amberd1,1779.5727244806894
2022-04-04,Amberd1,1811.5835522169737
2022-04-05,Amberd1,974.1123128676727
2022-04-06,Amberd1,-460.9377926317193
2022-04-07,Amberd1,-1390.672383541245
2022-04-08,Amberd1,-2253.308993000558
2022-04-09,Amberd1,-2401.7559839095948
2022-04-10,Amberd1,-1833.4734010476686
