Model,Epoch,Train MSE,Test MSE,Train RMSE,Test RMSE,Train MAE,Test MAE,Train R2,Test R2
Net1,1,0.23639622330665588,0.22116170823574066,0.4862059474200782,0.47027833060405905,0.32420381903648376,0.31135743856430054,0.7654184699058533,0.7722041010856628
Net1,2,0.04070368781685829,0.04171312600374222,0.20175154972603876,0.2042379151963274,0.15102046728134155,0.15362252295017242,0.959608793258667,0.9570356011390686
Net1,3,0.017244594171643257,0.019398145377635956,0.13131867411622483,0.13927722490642883,0.0952523946762085,0.10114781558513641,0.9828878045082092,0.9800199866294861
Net1,4,0.010081693530082703,0.01142728328704834,0.10040763681156281,0.10689847186488842,0.07362794876098633,0.07755005359649658,0.9899957180023193,0.9882299304008484
Net1,5,0.0066674137488007545,0.007518704514950514,0.08165423288967177,0.08671046369931668,0.06070172041654587,0.06347839534282684,0.9933837652206421,0.9922557473182678
Net1,6,0.004752095323055983,0.0054495325312018394,0.06893544315557841,0.0738209491350649,0.0510343499481678,0.05397152900695801,0.995284378528595,0.9943869709968567
Net1,7,0.0036152731627225876,0.0041568526066839695,0.06012714164770006,0.06447365823872545,0.04384263977408409,0.046230677515268326,0.996412456035614,0.9957184791564941
Net1,8,0.0028785341419279575,0.0033159307204186916,0.05365197239550432,0.05758411864758105,0.03860793262720108,0.04081220552325249,0.997143566608429,0.9965845942497253
Net1,9,0.0023599122650921345,0.0026972622144967318,0.048578928200322974,0.05193517319213186,0.03492613136768341,0.03664923086762428,0.9976581931114197,0.997221827507019
Net1,10,0.0019494311418384314,0.0022262970451265574,0.044152362811501165,0.04718365230804582,0.031631048768758774,0.033115774393081665,0.9980655312538147,0.997706949710846
Net1,11,0.0016739973798394203,0.0019210418686270714,0.04091451307102921,0.043829691632808365,0.029137596487998962,0.030524222180247307,0.9983388781547546,0.9980213046073914
Net1,12,0.0014417936326935887,0.0016542688244953752,0.03797095775317748,0.040672703678208744,0.027058076113462448,0.028212692588567734,0.9985692501068115,0.9982960820198059
Net1,13,0.0012699335347861052,0.0014727194793522358,0.035636126820771434,0.03837602740451695,0.025264469906687737,0.02640308067202568,0.9987398386001587,0.9984831213951111
Net1,14,0.0011228964431211352,0.0012837770627811551,0.03350964701576451,0.03582983481375759,0.023772938176989555,0.024805407971143723,0.9988857507705688,0.9986777305603027
Net1,15,0.00100488041061908,0.0011624748585745692,0.03169984874757418,0.0340950855487205,0.022345496341586113,0.023335861042141914,0.9990028142929077,0.998802661895752
Net1,16,0.0009093352709896863,0.0010511043947190046,0.030155186469157942,0.03242074019387905,0.0214372705668211,0.022290294989943504,0.9990976452827454,0.9989173412322998
Net1,17,0.0008297362364828587,0.0009644576930440962,0.02880514253536786,0.03105571916803886,0.020369524136185646,0.02123512327671051,0.9991766214370728,0.9990066289901733
Net1,18,0.0007630169275216758,0.0008862173417583108,0.027622761040882134,0.029769402777991883,0.019580397754907608,0.020398423075675964,0.9992428421974182,0.9990872144699097
Net1,19,0.0007069527055136859,0.0008294854196719825,0.02658858223963222,0.028800788525177267,0.018811063840985298,0.019656123593449593,0.9992984533309937,0.9991456270217896
Net1,20,0.0006538885645568371,0.000785449577961117,0.025571244876947955,0.028025873366607452,0.01810067519545555,0.01902368851006031,0.9993511438369751,0.9991909861564636
Net1,21,0.0006096886354498565,0.0007106145494617522,0.024691873874816722,0.026657354509811212,0.017464302480220795,0.018077313899993896,0.9993950128555298,0.9992680549621582
Net1,22,0.0005735890590585768,0.0006809831829741597,0.023949719394151088,0.0260956544844953,0.017048906534910202,0.017777079716324806,0.9994308352470398,0.9992985725402832
Net1,23,0.0005369504215195775,0.0006328123854473233,0.023172190693147195,0.025155762470005224,0.01647086814045906,0.017040887847542763,0.9994671940803528,0.9993482232093811
