Date,Station,Energy Production (kWh),Water_Flow_m3_s
2024-07-01,Amberd 3,6263.909434766661,269872.73050655273
2024-07-02,Amberd 3,10307.44189235672,76088.93455296986
2024-07-02,Amberd 3,10307.44189235672,84844.0366972477
2024-07-02,Amberd 3,10307.44189235672,269976.17593153944
2024-07-03,Amberd 3,-1.2732925824820995e-09,62420.74080583209
2024-07-03,Amberd 3,-1.2732925824820995e-09,72261.28440366972
2024-07-03,Amberd 3,-1.2732925824820995e-09,270170.26810096466
2024-07-04,Amberd 3,-3539.3473713548738,55607.179249730885
2024-07-04,Amberd 3,-3539.3473713548738,67467.15596330275
2024-07-04,Amberd 3,-3539.3473713548738,270359.69830124103
2024-07-05,Amberd 3,-6390.216489944782,50077.784781355986
2024-07-05,Amberd 3,-6390.216489944782,65230.091743119265
2024-07-05,Amberd 3,-6390.216489944782,270541.63586140866
2024-07-06,Amberd 3,-6731.745157420119,48303.419792787965
2024-07-06,Amberd 3,-6731.745157420119,64211.37614678899
2024-07-06,Amberd 3,-6731.745157420119,270709.39029525174
2024-07-07,Amberd 3,749.8457188985994,56155.860220595816
2024-07-07,Amberd 3,749.8457188985994,72255.41284403669
2024-07-07,Amberd 3,749.8457188985994,270896.93496564217
2024-07-08,Amberd 3,3271.043901167315,57133.41703829756
2024-07-08,Amberd 3,3271.043901167315,72557.79816513762
2024-07-08,Amberd 3,3271.043901167315,271093.42423199426
2024-07-09,Amberd 3,4908.869971306995,55680.425036458975
2024-07-09,Amberd 3,4908.869971306995,70262.01834862385
2024-07-09,Amberd 3,4908.869971306995,271286.1481692434
2024-07-10,Amberd 3,862.6841262139351,46823.17354472498
2024-07-10,Amberd 3,862.6841262139351,62135.77981651378
2024-07-10,Amberd 3,862.6841262139351,271464.7311914376
2024-07-11,Amberd 3,-1297.377610388241,39976.49050883718
2024-07-11,Amberd 3,-1297.377610388241,53393.02752293578
2024-07-11,Amberd 3,-1297.377610388241,271614.2096830835
2024-07-12,Amberd 3,-1083.1989447532503,37383.7410711419
2024-07-12,Amberd 3,-1083.1989447532503,51807.706422018346
2024-07-12,Amberd 3,-1083.1989447532503,271747.8448316529
2024-07-13,Amberd 3,-2055.885718204012,34679.892726962404
2024-07-13,Amberd 3,-2055.885718204012,49517.79816513762
2024-07-13,Amberd 3,-2055.885718204012,271875.9995038079
2024-07-14,Amberd 3,-1646.08098382573,34155.62701834017
2024-07-14,Amberd 3,-1646.08098382573,47600.733944954125
2024-07-14,Amberd 3,-1646.08098382573,271998.4258830559
2024-07-15,Amberd 3,-575.5036845016148,35151.54259912363
2024-07-15,Amberd 3,-575.5036845016148,45369.54128440367
2024-07-15,Amberd 3,-575.5036845016148,272124.77036265703
2024-07-16,Amberd 3,3708.962066187345,40923.95409633281
2024-07-16,Amberd 3,3708.962066187345,51426.05504587156
2024-07-16,Amberd 3,3708.962066187345,272247.53778659896
2024-07-17,Amberd 3,1690.8531763048704,38590.11999776937
2024-07-17,Amberd 3,1690.8531763048704,49517.79816513762
2024-07-17,Amberd 3,1690.8531763048704,272402.3778083336
2024-07-18,Amberd 3,303.9996371749912,35845.95808104962
2024-07-18,Amberd 3,303.9996371749912,46878.53211009174
2024-07-18,Amberd 3,303.9996371749912,272532.266776621
2024-07-19,Amberd 3,4805.853112768684,41240.0276462964
2024-07-19,Amberd 3,4805.853112768684,51437.79816513762
2024-07-19,Amberd 3,4805.853112768684,272668.43935362244
2024-07-20,Amberd 3,2779.056419743287,38039.35710531785
2024-07-20,Amberd 3,2779.056419743287,48548.99082568807
2024-07-20,Amberd 3,2779.056419743287,272804.1579498182
2024-07-21,Amberd 3,729.2911307031645,33952.35576524982
2024-07-21,Amberd 3,729.2911307031645,43666.78899082569
2024-07-21,Amberd 3,729.2911307031645,272933.22365857795
2024-07-22,Amberd 3,-774.6271121279242,30848.39994524817
2024-07-22,Amberd 3,-774.6271121279242,40158.53211009174
2024-07-22,Amberd 3,-774.6271121279242,273047.4304413838
2024-07-23,Amberd 3,-781.5649328960972,30096.069190095324
2024-07-23,Amberd 3,-781.5649328960972,38966.605504587154
2024-07-23,Amberd 3,-781.5649328960972,273155.92248920695
2024-07-24,Amberd 3,-1419.4672522569745,29010.63098108865
2024-07-24,Amberd 3,-1419.4672522569745,39779.81651376147
2024-07-24,Amberd 3,-1419.4672522569745,273265.1570081016
2024-07-25,Amberd 3,712.1409762574258,31022.524296126307
2024-07-25,Amberd 3,712.1409762574258,39823.85321100918
2024-07-25,Amberd 3,712.1409762574258,273376.4941234435
2024-07-26,Amberd 3,291.10966642623316,30143.385589790472
2024-07-26,Amberd 3,291.10966642623316,38353.02752293578
2024-07-26,Amberd 3,291.10966642623316,273484.39800894196
2024-07-27,Amberd 3,-266.07134606560794,29864.218831589104
2024-07-27,Amberd 3,-266.07134606560794,37081.83486238532
2024-07-27,Amberd 3,-266.07134606560794,273588.5741641173
2024-07-28,Amberd 3,2839.0731092602837,33555.8443358045
2024-07-28,Amberd 3,2839.0731092602837,39603.66972477064
2024-07-28,Amberd 3,2839.0731092602837,273696.31759088265
2024-07-29,Amberd 3,384.7581549988936,29522.594425790143
2024-07-29,Amberd 3,384.7581549988936,36573.94495412844
2024-07-29,Amberd 3,384.7581549988936,273804.1416663318
2024-07-30,Amberd 3,-10695.855786130389,14047.2927414953
2024-07-30,Amberd 3,-10695.855786130389,35919.266055045875
2024-07-30,Amberd 3,-10695.855786130389,273904.35345648444
2024-07-31,Amberd 3,-9052.907657360882,16042.152152642706
2024-07-31,Amberd 3,-9052.907657360882,34765.50458715596
2024-07-31,Amberd 3,-9052.907657360882,274001.71780298726
2024-08-01,Amberd 3,-787.3004581725909,26057.89837451268
2024-08-01,Amberd 3,-787.3004581725909,33535.4128440367
2024-08-01,Amberd 3,-787.3004581725909,274096.09521296946
2024-08-02,Amberd 3,481.16475766462463,26925.870410520463
2024-08-02,Amberd 3,481.16475766462463,33297.61467889908
2024-08-02,Amberd 3,481.16475766462463,274191.08846021467
2024-08-03,Amberd 3,192.7263342436745,26468.793989465343
2024-08-03,Amberd 3,192.7263342436745,25646.97247706422
2024-08-03,Amberd 3,192.7263342436745,274285.4019942029
2024-08-04,Amberd 3,399.19245193674215,25989.00569655655
2024-08-04,Amberd 3,399.19245193674215,30831.55963302752
2024-08-04,Amberd 3,399.19245193674215,274381.07327743596
2024-08-05,Amberd 3,-129.04888709371517,24589.197327975315
2024-08-05,Amberd 3,-129.04888709371517,29255.045871559632
2024-08-05,Amberd 3,-129.04888709371517,274474.10887222877
2024-08-06,Amberd 3,-564.6070096581716,23307.112161835605
2024-08-06,Amberd 3,-564.6070096581716,28157.064220183485
2024-08-06,Amberd 3,-564.6070096581716,274562.56957608776
2024-08-07,Amberd 3,-77.6138055831434,23574.733718511365
2024-08-07,Amberd 3,-77.6138055831434,29316.697247706423
2024-08-07,Amberd 3,-77.6138055831434,274649.4308641954
2024-08-08,Amberd 3,78.49921971218646,22849.08941278658
2024-08-08,Amberd 3,78.49921971218646,28556.330275229357
2024-08-08,Amberd 3,78.49921971218646,274736.39963729057
2024-08-09,Amberd 3,-706.8647049431838,21527.069205304168
2024-08-09,Amberd 3,-706.8647049431838,26806.60550458715
2024-08-09,Amberd 3,-706.8647049431838,274817.80546824634
2024-08-10,Amberd 3,-1542.896095657301,21155.919366095433
2024-08-10,Amberd 3,-1542.896095657301,26193.02752293578
2024-08-10,Amberd 3,-1542.896095657301,274895.77261823433
2024-08-11,Amberd 3,722.8080466729662,24251.547499750744
2024-08-11,Amberd 3,722.8080466729662,32525.504587155963
2024-08-11,Amberd 3,722.8080466729662,274974.53339599795
2024-08-12,Amberd 3,7367.191647752596,33358.061785078775
2024-08-12,Amberd 3,7367.191647752596,36042.56880733945
2024-08-12,Amberd 3,7367.191647752596,275092.2687334348
2024-08-13,Amberd 3,1418.4361794165998,25578.299347202672
2024-08-13,Amberd 3,1418.4361794165998,29548.623853211007
2024-08-13,Amberd 3,1418.4361794165998,275187.58373678057
2024-08-14,Amberd 3,-723.0540393143601,23087.56406725012
2024-08-14,Amberd 3,-723.0540393143601,27960.366972477063
2024-08-14,Amberd 3,-723.0540393143601,275274.171490271
2024-08-15,Amberd 3,215.5616267136647,23616.56141584187
2024-08-15,Amberd 3,215.5616267136647,26850.642201834864
2024-08-15,Amberd 3,215.5616267136647,275356.3541763124
2024-08-16,Amberd 3,414.94671713197386,23281.561306000225
2024-08-16,Amberd 3,414.94671713197386,26486.60550458715
2024-08-16,Amberd 3,414.94671713197386,275435.98238168703
2024-08-17,Amberd 3,-125.27865276145894,22672.126077926732
2024-08-17,Amberd 3,-125.27865276145894,25873.02752293578
2024-08-17,Amberd 3,-125.27865276145894,275514.6847345809
2024-08-18,Amberd 3,-88.64584263987854,22205.58637693258
2024-08-18,Amberd 3,-88.64584263987854,25494.311926605504
2024-08-18,Amberd 3,-88.64584263987854,275591.7251934537
2024-08-19,Amberd 3,68.66154630038727,21901.815090889733
2024-08-19,Amberd 3,68.66154630038727,25095.045871559636
2024-08-19,Amberd 3,68.66154630038727,275666.8086987363
2024-08-20,Amberd 3,210.74150519797695,21595.20482086518
2024-08-20,Amberd 3,210.74150519797695,24713.39449541285
2024-08-20,Amberd 3,210.74150519797695,275740.37595285475
2024-08-21,Amberd 3,-186.36243254069632,20823.94750583428
2024-08-21,Amberd 3,-186.36243254069632,24320.0
2024-08-21,Amberd 3,-186.36243254069632,275813.92517633166
2024-08-22,Amberd 3,-98.71867607200876,20007.07718149726
2024-08-22,Amberd 3,-98.71867607200876,23685.871559633026
2024-08-22,Amberd 3,-98.71867607200876,275885.6263289299
2024-08-23,Amberd 3,-94.7912935993918,19547.35104205921
2024-08-23,Amberd 3,-94.7912935993918,23042.935779816515
2024-08-23,Amberd 3,-94.7912935993918,275955.24095890875
2024-08-24,Amberd 3,-1151.0826724481976,18447.717913143988
2024-08-24,Amberd 3,-1151.0826724481976,21974.311926605504
2024-08-24,Amberd 3,-1151.0826724481976,276022.2819593996
2024-08-25,Amberd 3,457.94921376628554,20358.354132834032
2024-08-25,Amberd 3,457.94921376628554,22866.788990825688
2024-08-25,Amberd 3,457.94921376628554,276088.1569783999
2024-08-26,Amberd 3,501.9432454820144,20236.088556021772
2024-08-26,Amberd 3,501.9432454820144,22902.018348623853
2024-08-26,Amberd 3,501.9432454820144,276157.5197384859
2024-08-27,Amberd 3,34.541750793572646,19515.17589026651
2024-08-27,Amberd 3,34.541750793572646,22599.633027522937
2024-08-27,Amberd 3,34.541750793572646,276226.4334098005
2024-08-28,Amberd 3,-2776.9307137725027,15943.7340412768
2024-08-28,Amberd 3,-2776.9307137725027,16698.715596330276
2024-08-28,Amberd 3,-2776.9307137725027,276285.7656820281
2024-08-29,Amberd 3,-116.87063673280318,18922.585300484487
2024-08-29,Amberd 3,-116.87063673280318,21504.5871559633
2024-08-29,Amberd 3,-116.87063673280318,276341.0263837906
2024-08-30,Amberd 3,-577.0342411656584,18012.407035948636
2024-08-30,Amberd 3,-577.0342411656584,21287.339449541283
2024-08-30,Amberd 3,-577.0342411656584,276404.8526187236
2024-08-31,Amberd 3,851.4351881132588,20441.630996297492
2024-08-31,Amberd 3,851.4351881132588,23125.1376146789
2024-08-31,Amberd 3,851.4351881132588,276470.96902468556
2024-09-01,Amberd 3,162.29093141408885,19394.045907046933
2024-09-01,Amberd 3,162.29093141408885,22085.871559633026
2024-09-01,Amberd 3,162.29093141408885,276538.69504978525
2024-09-02,Amberd 3,134.41108938658545,19246.418739998073
2024-09-02,Amberd 3,134.41108938658545,21413.577981651375
2024-09-02,Amberd 3,134.41108938658545,276603.2872375554
2024-09-03,Amberd 3,-30.350010554149776,18869.7801984247
2024-09-03,Amberd 3,-30.350010554149776,21090.642201834864
2024-09-03,Amberd 3,-30.350010554149776,276666.2387767118
2024-09-04,Amberd 3,-503.93976731637304,18492.195328857422
2024-09-04,Amberd 3,-503.93976731637304,20932.11009174312
2024-09-04,Amberd 3,-503.93976731637304,276728.41066533414
2024-09-05,Amberd 3,-506.1537427357053,18446.771585150087
2024-09-05,Amberd 3,-506.1537427357053,20967.339449541283
2024-09-05,Amberd 3,-506.1537427357053,276790.49855073483
2024-09-06,Amberd 3,4835.528618763648,25946.231671232137
2024-09-06,Amberd 3,4835.528618763648,27487.70642201835
2024-09-06,Amberd 3,4835.528618763648,276855.8065130452
2024-09-07,Amberd 3,2979.9292625095604,24510.84137008015
2024-09-07,Amberd 3,2979.9292625095604,24980.550458715596
2024-09-07,Amberd 3,2979.9292625095604,276947.37505656417
2024-09-08,Amberd 3,450.8033828740408,21598.99013284079
2024-09-08,Amberd 3,450.8033828740408,22617.247706422026
2024-09-08,Amberd 3,450.8033828740408,277019.6508135628
2024-09-09,Amberd 3,-401.7438588270179,21020.783728566093
2024-09-09,Amberd 3,-401.7438588270179,21968.44036697248
2024-09-09,Amberd 3,-401.7438588270179,277088.71501976904
2024-09-10,Amberd 3,1440.809698690462,23667.473861913848
2024-09-10,Amberd 3,1440.809698690462,24299.449541284404
2024-09-10,Amberd 3,1440.809698690462,277160.3808099462
2024-09-11,Amberd 3,-32.030473239596176,21956.702114536103
2024-09-11,Amberd 3,-32.030473239596176,22347.155963302754
2024-09-11,Amberd 3,-32.030473239596176,277235.9756027249
2024-09-12,Amberd 3,-492.17310326408005,20826.78648981599
2024-09-12,Amberd 3,-492.17310326408005,21830.458715596335
2024-09-12,Amberd 3,-492.17310326408005,277306.8223265468
2024-09-13,Amberd 3,-445.9648409597885,20665.91073085249
2024-09-13,Amberd 3,-445.9648409597885,21592.660550458717
2024-09-13,Amberd 3,-445.9648409597885,277375.8697600632
2024-09-14,Amberd 3,747.5204371929212,22840.572460841453
2024-09-14,Amberd 3,747.5204371929212,22725.871559633026
2024-09-14,Amberd 3,747.5204371929212,277446.2044975269
2024-09-15,Amberd 3,-376.1790460090542,21616.970364724948
2024-09-15,Amberd 3,-376.1790460090542,22115.229357798165
2024-09-15,Amberd 3,-376.1790460090542,277518.8689616132
2024-09-16,Amberd 3,-1329.4180519175006,21028.354352517315
2024-09-16,Amberd 3,-1329.4180519175006,21733.57798165137
2024-09-16,Amberd 3,-1329.4180519175006,277588.51252448204
2024-09-17,Amberd 3,-731.6514208740336,22691.05263780479
2024-09-17,Amberd 3,-731.6514208740336,23219.08256880734
2024-09-17,Amberd 3,-731.6514208740336,277657.8348903398
2024-09-18,Amberd 3,2098.800834149286,27510.70111075248
2024-09-18,Amberd 3,2098.800834149286,26515.963302752298
2024-09-18,Amberd 3,2098.800834149286,277736.8173471544
2024-09-19,Amberd 3,951.405674475769,26149.881455520048
2024-09-19,Amberd 3,951.405674475769,25188.990825688074
2024-09-19,Amberd 3,951.405674475769,277826.59302989906
2024-09-20,Amberd 3,3361.5857431490986,30020.36295058309
2024-09-20,Amberd 3,3361.5857431490986,28996.697247706423
2024-09-20,Amberd 3,3361.5857431490986,277913.6465050781
2024-09-21,Amberd 3,289.1107284233003,26902.21221067289
2024-09-21,Amberd 3,289.1107284233003,24742.75229357798
2024-09-21,Amberd 3,289.1107284233003,278002.37585151976
2024-09-22,Amberd 3,-360.4826945748573,26006.0396004468
2024-09-22,Amberd 3,-360.4826945748573,24431.55963302753
2024-09-22,Amberd 3,-360.4826945748573,278082.5136671215
2024-09-23,Amberd 3,5743.947751560103,34111.149602626734
2024-09-23,Amberd 3,5743.947751560103,32537.24770642202
2024-09-23,Amberd 3,5743.947751560103,278175.9757075542
2024-09-24,Amberd 3,2369.334011357467,29355.09437086932
2024-09-24,Amberd 3,2369.334011357467,28016.146788990827
2024-09-24,Amberd 3,2369.334011357467,278275.3775165587
2024-09-25,Amberd 3,37.91712370804453,26200.983167190807
2024-09-25,Amberd 3,37.91712370804453,24915.963302752298
2024-09-25,Amberd 3,37.91712370804453,278361.60801175487
2024-09-26,Amberd 3,31.219365047214524,25361.400971000116
2024-09-26,Amberd 3,31.219365047214524,24689.908256880735
2024-09-26,Amberd 3,31.219365047214524,278442.2529216803
2024-09-27,Amberd 3,82.84904693938006,24802.310392202256
2024-09-27,Amberd 3,82.84904693938006,24240.73394495413
2024-09-27,Amberd 3,82.84904693938006,278523.2694864587
2024-09-28,Amberd 3,-998.4368006130716,23645.89758365286
2024-09-28,Amberd 3,-998.4368006130716,23562.56880733945
2024-09-28,Amberd 3,-998.4368006130716,278601.13292531436
2024-09-29,Amberd 3,-670.1094413345309,24060.199979383568
2024-09-29,Amberd 3,-670.1094413345309,22626.05504587156
2024-09-29,Amberd 3,-670.1094413345309,278674.64482955623
2024-09-30,Amberd 3,-168.19918166722346,24951.83021523892
2024-09-30,Amberd 3,-168.19918166722346,20867.522935779816
2024-09-30,Amberd 3,-168.19918166722346,278747.38588892634
2024-10-01,Amberd 3,-90.9024428913799,25332.254068787905
2024-10-01,Amberd 3,-90.9024428913799,21498.715596330276
2024-10-01,Amberd 3,-90.9024428913799,278818.0562199598
2024-10-02,Amberd 3,1383.1399235954705,27739.712485276996
2024-10-02,Amberd 3,1383.1399235954705,24096.880733944956
2024-10-02,Amberd 3,1383.1399235954705,278891.2702691844
2024-10-03,Amberd 3,959.833392155706,26621.909858878837
2024-10-03,Amberd 3,959.833392155706,23797.43119266055
2024-10-03,Amberd 3,959.833392155706,278972.45484040614
2024-10-04,Amberd 3,268.8898286612166,25343.61000471474
2024-10-04,Amberd 3,268.8898286612166,22658.34862385321
2024-10-04,Amberd 3,268.8898286612166,279047.5306582058
2024-10-05,Amberd 3,-791.914588696407,24130.417516531168
2024-10-05,Amberd 3,-791.914588696407,20286.238532110092
2024-10-05,Amberd 3,-791.914588696407,279121.83004023694
2024-10-06,Amberd 3,-166.1515069076304,24481.31593667038
2024-10-06,Amberd 3,-166.1515069076304,18677.43119266055
2024-10-06,Amberd 3,-166.1515069076304,279192.5857722163
2024-10-07,Amberd 3,-78.06774161373323,24261.010779689772
2024-10-07,Amberd 3,-78.06774161373323,19376.146788990827
2024-10-07,Amberd 3,-78.06774161373323,279262.25589184405
2024-10-08,Amberd 3,-154.83098503923247,24028.21409318965
2024-10-08,Amberd 3,-154.83098503923247,21445.871559633033
2024-10-08,Amberd 3,-154.83098503923247,279331.19961422816
2024-10-09,Amberd 3,-132.0435718576082,24237.3525798422
2024-10-09,Amberd 3,-132.0435718576082,21824.5871559633
2024-10-09,Amberd 3,-132.0435718576082,279401.37193614495
2024-10-10,Amberd 3,150.56050021269766,23943.80163613351
2024-10-10,Amberd 3,150.56050021269766,21469.357798165136
2024-10-10,Amberd 3,150.56050021269766,279470.4998785727
2024-10-11,Amberd 3,476.4434692488939,24098.242364738468
2024-10-11,Amberd 3,476.4434692488939,23201.467889908257
2024-10-11,Amberd 3,476.4434692488939,279539.81567512697
2024-10-12,Amberd 3,-387.8073294115893,23636.43430371383
2024-10-12,Amberd 3,-387.8073294115893,24155.596330275228
2024-10-12,Amberd 3,-387.8073294115893,279619.2722399753
2024-10-13,Amberd 3,-1122.0668685101082,22840.572460841453
2024-10-13,Amberd 3,-1122.0668685101082,23955.963302752298
2024-10-13,Amberd 3,-1122.0668685101082,279693.30074306513
2024-10-14,Amberd 3,5798.454910040546,32453.372222907557
2024-10-14,Amberd 3,5798.454910040546,29851.009174311926
2024-10-14,Amberd 3,5798.454910040546,279786.6682973449
2024-10-15,Amberd 3,368.74735743807105,25576.406691214863
2024-10-15,Amberd 3,368.74735743807105,25373.94495412844
2024-10-15,Amberd 3,368.74735743807105,279871.26499277557
2024-10-16,Amberd 3,-296.4394707323263,25759.047994038137
2024-10-16,Amberd 3,-296.4394707323263,24170.2752293578
2024-10-16,Amberd 3,-296.4394707323263,279949.96133545553
2024-10-17,Amberd 3,13849.076597931353,45098.01761183991
2024-10-17,Amberd 3,13849.076597931353,36321.46788990826
2024-10-17,Amberd 3,13849.076597931353,280025.8465753137
2024-10-18,Amberd 3,13951.773390656414,45453.83693754742
2024-10-18,Amberd 3,13951.773390656414,34146.05504587156
2024-10-18,Amberd 3,13951.773390656414,280067.17657973396
2024-10-19,Amberd 3,4365.197756848727,33265.132376077505
2024-10-19,Amberd 3,4365.197756848727,30229.7247706422
2024-10-19,Amberd 3,4365.197756848727,280098.59839715983
2024-10-20,Amberd 3,1187.2918835112869,29683.280919154862
2024-10-20,Amberd 3,1187.2918835112869,27478.899082568812
2024-10-20,Amberd 3,1187.2918835112869,280127.1977901981
2024-10-21,Amberd 3,100.077523339216,28080.390563082055
2024-10-21,Amberd 3,100.077523339216,26072.660550458717
2024-10-21,Amberd 3,100.077523339216,280153.72044468595
2024-10-22,Amberd 3,-1174.0634789158394,25497.67220212214
2024-10-22,Amberd 3,-1174.0634789158394,21554.49541284404
2024-10-22,Amberd 3,-1174.0634789158394,280177.30424436415
2024-10-23,Amberd 3,-553.5706710625527,25903.836177105284
2024-10-23,Amberd 3,-553.5706710625527,24052.844036697246
2024-10-23,Amberd 3,-553.5706710625527,280199.46278472076
2024-10-24,Amberd 3,130.00496044403553,25621.641169323422
2024-10-24,Amberd 3,130.00496044403553,24052.844036697246
2024-10-24,Amberd 3,130.00496044403553,280232.63357438246
2024-10-25,Amberd 3,600.5439547787428,25494.833218140433
2024-10-25,Amberd 3,600.5439547787428,23985.32110091743
2024-10-25,Amberd 3,600.5439547787428,280306.91995757906
2024-10-26,Amberd 3,102.0247771578688,24893.15787961694
2024-10-26,Amberd 3,102.0247771578688,23474.495412844037
2024-10-26,Amberd 3,102.0247771578688,280384.8078566075
2024-10-27,Amberd 3,-439.6685084358796,23667.473861913848
2024-10-27,Amberd 3,-439.6685084358796,22256.146788990827
2024-10-27,Amberd 3,-439.6685084358796,280458.1647532405
2024-10-28,Amberd 3,-138.74000975248782,23658.95690996872
2024-10-28,Amberd 3,-138.74000975248782,22529.174311926607
2024-10-28,Amberd 3,-138.74000975248782,280532.3173742354
2024-10-29,Amberd 3,-408.8858514263884,22980.62900393909
2024-10-29,Amberd 3,-408.8858514263884,22831.55963302752
2024-10-29,Amberd 3,-408.8858514263884,280607.5059883744
2024-10-30,Amberd 3,-145.52615192098165,23327.931377701472
2024-10-30,Amberd 3,-145.52615192098165,22485.1376146789
2024-10-30,Amberd 3,-145.52615192098165,280681.90321109653
2024-10-31,Amberd 3,453.9063279266557,23390.199759700292
2024-10-31,Amberd 3,453.9063279266557,21930.2752293578
2024-10-31,Amberd 3,453.9063279266557,280754.6909544535
2024-11-01,Amberd 3,217.50741531463427,22691.809700199912
2024-11-01,Amberd 3,217.50741531463427,21572.11009174312
2024-11-01,Amberd 3,217.50741531463427,280826.2786118502
2024-11-02,Amberd 3,-397.2018169856983,22163.94794520085
2024-11-02,Amberd 3,-397.2018169856983,21310.825688073393
2024-11-02,Amberd 3,-397.2018169856983,280896.91288160055
2024-11-03,Amberd 3,91.12505876429714,22518.631677315676
2024-11-03,Amberd 3,91.12505876429714,21287.339449541283
2024-11-03,Amberd 3,91.12505876429714,280967.0768171724
2024-11-04,Amberd 3,360.22351182305647,22701.462245737723
2024-11-04,Amberd 3,360.22351182305647,21651.376146788993
2024-11-04,Amberd 3,360.22351182305647,281037.7572118199
2024-11-05,Amberd 3,-992.269841387295,20819.026600265985
2024-11-05,Amberd 3,-992.269841387295,19220.5504587156
2024-11-05,Amberd 3,-992.269841387295,281107.2470250315
2024-11-06,Amberd 3,-230.6102463810712,21974.68234642026
2024-11-06,Amberd 3,-230.6102463810712,20292.11009174312
2024-11-06,Amberd 3,-230.6102463810712,281167.81069224037
2024-11-07,Amberd 3,750.041870201514,22513.142974951035
2024-11-07,Amberd 3,750.041870201514,20474.128440366974
2024-11-07,Amberd 3,750.041870201514,281242.4613223519
2024-11-08,Amberd 3,845.7514716643655,22201.61179935819
2024-11-08,Amberd 3,845.7514716643655,20115.963302752298
2024-11-08,Amberd 3,845.7514716643655,281313.24207359366
2024-11-09,Amberd 3,-391.7146420221543,20861.8006255904
2024-11-09,Amberd 3,-391.7146420221543,19655.045871559632
2024-11-09,Amberd 3,-391.7146420221543,281381.71741861315
2024-11-10,Amberd 3,-556.3948790788254,20315.58010750962
2024-11-10,Amberd 3,-556.3948790788254,19420.183486238533
2024-11-10,Amberd 3,-556.3948790788254,281449.25097709656
2024-11-11,Amberd 3,-106.04369391224282,20588.311835352448
2024-11-11,Amberd 3,-106.04369391224282,20051.376146788993
2024-11-11,Amberd 3,-106.04369391224282,281518.3892626831
2024-11-12,Amberd 3,361.09606111412904,21005.453215064867
2024-11-12,Amberd 3,361.09606111412904,20024.954128440368
2024-11-12,Amberd 3,361.09606111412904,281587.9781745373
2024-11-13,Amberd 3,-312.5501638410533,20241.95578958397
2024-11-13,Amberd 3,-312.5501638410533,19299.816513761467
2024-11-13,Amberd 3,-312.5501638410533,281655.51187279314
2024-11-14,Amberd 3,23.698599428384114,20081.83709301559
2024-11-14,Amberd 3,23.698599428384114,18853.57798165138
2024-11-14,Amberd 3,23.698599428384114,281721.08945609326
2024-11-15,Amberd 3,-108.8541393480773,19662.80305731537
2024-11-15,Amberd 3,-108.8541393480773,18768.44036697248
2024-11-15,Amberd 3,-108.8541393480773,281786.81659587775
2024-11-16,Amberd 3,-116.32249561670324,20201.263685846145
2024-11-16,Amberd 3,-116.32249561670324,19713.761467889908
2024-11-16,Amberd 3,-116.32249561670324,281854.0875219924
2024-11-17,Amberd 3,-230.98199891688273,20058.3681587668
2024-11-17,Amberd 3,-230.98199891688273,19241.10091743119
2024-11-17,Amberd 3,-230.98199891688273,281920.5391022068
2024-11-18,Amberd 3,333.6038222599418,20857.068985620885
2024-11-18,Amberd 3,333.6038222599418,20482.935779816515
2024-11-18,Amberd 3,333.6038222599418,281990.42307363043
2024-11-19,Amberd 3,254.37221394090193,20806.913601944027
2024-11-19,Amberd 3,254.37221394090193,20180.550458715596
2024-11-19,Amberd 3,254.37221394090193,282061.622862574
2024-11-20,Amberd 3,-80.2430894934023,20600.614099273185
2024-11-20,Amberd 3,-80.2430894934023,19728.44036697248
2024-11-20,Amberd 3,-80.2430894934023,282131.43778642424
2024-11-21,Amberd 3,-78.05080476097828,19983.608247248467
2024-11-21,Amberd 3,-78.05080476097828,19428.990825688074
2024-11-21,Amberd 3,-78.05080476097828,282199.56747426005
2024-11-22,Amberd 3,227.74262845408884,20095.274950529016
2024-11-22,Amberd 3,227.74262845408884,19508.256880733945
2024-11-22,Amberd 3,227.74262845408884,282267.1832189238
2024-11-23,Amberd 3,-325.28773888410797,19835.981080199606
2024-11-23,Amberd 3,-325.28773888410797,19593.39449541285
2024-11-23,Amberd 3,-325.28773888410797,282335.06481072196
2024-11-24,Amberd 3,-217.2017868034818,19985.500903236272
2024-11-24,Amberd 3,-217.2017868034818,19561.10091743119
2024-11-24,Amberd 3,-217.2017868034818,282403.41631738126
2024-11-25,Amberd 3,20.800675554144615,20373.49538073648
2024-11-25,Amberd 3,20.800675554144615,19898.715596330276
2024-11-25,Amberd 3,20.800675554144615,282471.99118036055
2024-11-26,Amberd 3,-59.25953453630245,20373.49538073648
2024-11-26,Amberd 3,-59.25953453630245,19804.770642201835
2024-11-26,Amberd 3,-59.25953453630245,282541.13463752647
2024-11-27,Amberd 3,309.3291122767332,21303.735798743073
2024-11-27,Amberd 3,309.3291122767332,19402.56880733945
2024-11-27,Amberd 3,309.3291122767332,282609.86646492855
2024-11-28,Amberd 3,-3278.5731356514625,16083.790584374436
2024-11-28,Amberd 3,-3278.5731356514625,14505.688073394498
2024-11-28,Amberd 3,-3278.5731356514625,282668.3993787116
2024-11-29,Amberd 3,-738.9543454305476,19438.52332276037
2024-11-29,Amberd 3,-738.9543454305476,15157.43119266055
2024-11-29,Amberd 3,-738.9543454305476,282719.03207602224
2024-11-30,Amberd 3,917.677731821408,22249.11746465211
2024-11-30,Amberd 3,917.677731821408,19305.688073394496
