Date,Station,Energy Production (kWh),Water_Flow_m3_s
2024-07-08,Amberd1,2317.0812528271927,271093.42423199426
2024-07-09,Amberd1,1795.6791139236702,55680.425036458975
2024-07-09,Amberd1,1795.6791139236702,70262.01834862385
2024-07-09,Amberd1,1795.6791139236702,271286.1481692434
2024-07-10,Amberd1,1882.6437203552305,46823.17354472498
2024-07-10,Amberd1,1882.6437203552305,62135.77981651378
2024-07-10,Amberd1,1882.6437203552305,271464.7311914376
2024-07-11,Amberd1,1650.543972470532,39976.49050883718
2024-07-11,Amberd1,1650.543972470532,53393.02752293578
2024-07-11,Amberd1,1650.543972470532,271614.2096830835
2024-07-12,Amberd1,1227.472901616462,37383.7410711419
2024-07-12,Amberd1,1227.472901616462,51807.706422018346
2024-07-12,Amberd1,1227.472901616462,271747.8448316529
2024-07-13,Amberd1,608.2457233413515,34679.892726962404
2024-07-13,Amberd1,608.2457233413515,49517.79816513762
2024-07-13,Amberd1,608.2457233413515,271875.9995038079
2024-07-14,Amberd1,159.23274812039017,34155.62701834017
2024-07-14,Amberd1,159.23274812039017,47600.733944954125
2024-07-14,Amberd1,159.23274812039017,271998.4258830559
2024-07-15,Amberd1,-469.409324812128,35151.54259912363
2024-07-15,Amberd1,-469.409324812128,45369.54128440367
2024-07-15,Amberd1,-469.409324812128,272124.77036265703
2024-07-16,Amberd1,1319.3738406469474,40923.95409633281
2024-07-16,Amberd1,1319.3738406469474,51426.05504587156
2024-07-16,Amberd1,1319.3738406469474,272247.53778659896
2024-07-17,Amberd1,1005.7525709093552,38590.11999776937
2024-07-17,Amberd1,1005.7525709093552,49517.79816513762
2024-07-17,Amberd1,1005.7525709093552,272402.3778083336
2024-07-18,Amberd1,385.1654797159317,35845.95808104962
2024-07-18,Amberd1,385.1654797159317,46878.53211009174
2024-07-18,Amberd1,385.1654797159317,272532.266776621
2024-07-19,Amberd1,1675.0820637297074,41240.0276462964
2024-07-19,Amberd1,1675.0820637297074,51437.79816513762
2024-07-19,Amberd1,1675.0820637297074,272668.43935362244
2024-07-20,Amberd1,1018.0761190304876,38039.35710531785
2024-07-20,Amberd1,1018.0761190304876,48548.99082568807
2024-07-20,Amberd1,1018.0761190304876,272804.1579498182
2024-07-21,Amberd1,18.519163580402164,33952.35576524982
2024-07-21,Amberd1,18.519163580402164,43666.78899082569
2024-07-21,Amberd1,18.519163580402164,272933.22365857795
2024-07-22,Amberd1,-708.2764378766296,30848.39994524817
2024-07-22,Amberd1,-708.2764378766296,40158.53211009174
2024-07-22,Amberd1,-708.2764378766296,273047.4304413838
2024-07-23,Amberd1,-737.2246656062525,30096.069190095324
2024-07-23,Amberd1,-737.2246656062525,38966.605504587154
2024-07-23,Amberd1,-737.2246656062525,273155.92248920695
2024-07-24,Amberd1,-116.97659217964063,29010.63098108865
2024-07-24,Amberd1,-116.97659217964063,39779.81651376147
2024-07-24,Amberd1,-116.97659217964063,273265.1570081016
2024-07-25,Amberd1,159.85825153082806,31022.524296126307
2024-07-25,Amberd1,159.85825153082806,39823.85321100918
2024-07-25,Amberd1,159.85825153082806,273376.4941234435
2024-07-26,Amberd1,-69.68744608818997,30143.385589790472
2024-07-26,Amberd1,-69.68744608818997,38353.02752293578
2024-07-26,Amberd1,-69.68744608818997,273484.39800894196
2024-07-27,Amberd1,-243.02815193411337,29864.218831589104
2024-07-27,Amberd1,-243.02815193411337,37081.83486238532
2024-07-27,Amberd1,-243.02815193411337,273588.5741641173
2024-07-28,Amberd1,765.6585115104026,33555.8443358045
2024-07-28,Amberd1,765.6585115104026,39603.66972477064
2024-07-28,Amberd1,765.6585115104026,273696.31759088265
2024-07-29,Amberd1,84.3647650884559,29522.594425790143
2024-07-29,Amberd1,84.3647650884559,36573.94495412844
2024-07-29,Amberd1,84.3647650884559,273804.1416663318
2024-07-30,Amberd1,103.44493839083589,14047.2927414953
2024-07-30,Amberd1,103.44493839083589,35919.266055045875
2024-07-30,Amberd1,103.44493839083589,273904.35345648444
2024-07-31,Amberd1,59.452320796017375,16042.152152642706
2024-07-31,Amberd1,59.452320796017375,34765.50458715596
2024-07-31,Amberd1,59.452320796017375,274001.71780298726
2024-08-01,Amberd1,-73.63275773204987,26057.89837451268
2024-08-01,Amberd1,-73.63275773204987,33535.4128440367
2024-08-01,Amberd1,-73.63275773204987,274096.09521296946
2024-08-02,Amberd1,94.8454724387684,26925.870410520463
2024-08-02,Amberd1,94.8454724387684,33297.61467889908
2024-08-02,Amberd1,94.8454724387684,274191.08846021467
2024-08-03,Amberd1,-1815.499558615219,26468.793989465343
2024-08-03,Amberd1,-1815.499558615219,25646.97247706422
2024-08-03,Amberd1,-1815.499558615219,274285.4019942029
2024-08-04,Amberd1,-11.905945655884352,25989.00569655655
2024-08-04,Amberd1,-11.905945655884352,30831.55963302752
2024-08-04,Amberd1,-11.905945655884352,274381.07327743596
2024-08-05,Amberd1,-274.3506553666448,24589.197327975315
2024-08-05,Amberd1,-274.3506553666448,29255.045871559632
2024-08-05,Amberd1,-274.3506553666448,274474.10887222877
2024-08-06,Amberd1,-376.0853877042664,23307.112161835605
2024-08-06,Amberd1,-376.0853877042664,28157.064220183485
2024-08-06,Amberd1,-376.0853877042664,274562.56957608776
2024-08-07,Amberd1,179.57516740442952,23574.733718511365
2024-08-07,Amberd1,179.57516740442952,29316.697247706423
2024-08-07,Amberd1,179.57516740442952,274649.4308641954
2024-08-08,Amberd1,6.448420960039584,22849.08941278658
2024-08-08,Amberd1,6.448420960039584,28556.330275229357
2024-08-08,Amberd1,6.448420960039584,274736.39963729057
2024-08-09,Amberd1,-621.5478730098848,21527.069205304168
2024-08-09,Amberd1,-621.5478730098848,26806.60550458715
2024-08-09,Amberd1,-621.5478730098848,274817.80546824634
2024-08-10,Amberd1,-839.4080807740056,21155.919366095433
2024-08-10,Amberd1,-839.4080807740056,26193.02752293578
2024-08-10,Amberd1,-839.4080807740056,274895.77261823433
2024-08-11,Amberd1,1098.3317250515065,24251.547499750744
2024-08-11,Amberd1,1098.3317250515065,32525.504587155963
2024-08-11,Amberd1,1098.3317250515065,274974.53339599795
2024-08-12,Amberd1,2053.5933882588743,33358.061785078775
2024-08-12,Amberd1,2053.5933882588743,36042.56880733945
2024-08-12,Amberd1,2053.5933882588743,275092.2687334348
2024-08-13,Amberd1,88.14733007392533,25578.299347202672
2024-08-13,Amberd1,88.14733007392533,29548.623853211007
2024-08-13,Amberd1,88.14733007392533,275187.58373678057
2024-08-14,Amberd1,-21.05319523133676,23087.56406725012
2024-08-14,Amberd1,-21.05319523133676,27960.366972477063
2024-08-14,Amberd1,-21.05319523133676,275274.171490271
2024-08-15,Amberd1,-136.12218049440798,23616.56141584187
2024-08-15,Amberd1,-136.12218049440798,26850.642201834864
2024-08-15,Amberd1,-136.12218049440798,275356.3541763124
2024-08-16,Amberd1,-94.92714535919458,23281.561306000225
2024-08-16,Amberd1,-94.92714535919458,26486.60550458715
2024-08-16,Amberd1,-94.92714535919458,275435.98238168703
2024-08-17,Amberd1,-104.189073807328,22672.126077926732
2024-08-17,Amberd1,-104.189073807328,25873.02752293578
2024-08-17,Amberd1,-104.189073807328,275514.6847345809
2024-08-18,Amberd1,11.41797741749906,22205.58637693258
2024-08-18,Amberd1,11.41797741749906,25494.311926605504
2024-08-18,Amberd1,11.41797741749906,275591.7251934537
2024-08-19,Amberd1,-12.411458112636865,21901.815090889733
2024-08-19,Amberd1,-12.411458112636865,25095.045871559636
2024-08-19,Amberd1,-12.411458112636865,275666.8086987363
2024-08-20,Amberd1,13.39493720916562,21595.20482086518
2024-08-20,Amberd1,13.39493720916562,24713.39449541285
2024-08-20,Amberd1,13.39493720916562,275740.37595285475
2024-08-21,Amberd1,118.0967959535692,20823.94750583428
2024-08-21,Amberd1,118.0967959535692,24320.0
2024-08-21,Amberd1,118.0967959535692,275813.92517633166
2024-08-22,Amberd1,12.35016581257696,20007.07718149726
2024-08-22,Amberd1,12.35016581257696,23685.871559633026
2024-08-22,Amberd1,12.35016581257696,275885.6263289299
2024-08-23,Amberd1,-135.1239417265906,19547.35104205921
2024-08-23,Amberd1,-135.1239417265906,23042.935779816515
2024-08-23,Amberd1,-135.1239417265906,275955.24095890875
2024-08-24,Amberd1,-363.9420930749948,18447.717913143988
2024-08-24,Amberd1,-363.9420930749948,21974.311926605504
2024-08-24,Amberd1,-363.9420930749948,276022.2819593996
2024-08-25,Amberd1,47.73038409976016,20358.354132834032
2024-08-25,Amberd1,47.73038409976016,22866.788990825688
2024-08-25,Amberd1,47.73038409976016,276088.1569783999
2024-08-26,Amberd1,93.42635841088575,20236.088556021772
2024-08-26,Amberd1,93.42635841088575,22902.018348623853
2024-08-26,Amberd1,93.42635841088575,276157.5197384859
2024-08-27,Amberd1,74.17775546201847,19515.17589026651
2024-08-27,Amberd1,74.17775546201847,22599.633027522937
2024-08-27,Amberd1,74.17775546201847,276226.4334098005
2024-08-28,Amberd1,-1496.0901177189207,15943.7340412768
2024-08-28,Amberd1,-1496.0901177189207,16698.715596330276
2024-08-28,Amberd1,-1496.0901177189207,276285.7656820281
2024-08-29,Amberd1,-136.99922153496937,18922.585300484487
2024-08-29,Amberd1,-136.99922153496937,21504.5871559633
2024-08-29,Amberd1,-136.99922153496937,276341.0263837906
2024-08-30,Amberd1,-213.58489396113416,18012.407035948636
2024-08-30,Amberd1,-213.58489396113416,21287.339449541283
2024-08-30,Amberd1,-213.58489396113416,276404.8526187236
2024-08-31,Amberd1,348.6363278230456,20441.630996297492
2024-08-31,Amberd1,348.6363278230456,23125.1376146789
2024-08-31,Amberd1,348.6363278230456,276470.96902468556
2024-09-01,Amberd1,157.25016373482777,19394.045907046933
2024-09-01,Amberd1,157.25016373482777,22085.871559633026
2024-09-01,Amberd1,157.25016373482777,276538.69504978525
2024-09-02,Amberd1,-46.00198552352231,19246.418739998073
2024-09-02,Amberd1,-46.00198552352231,21413.577981651375
2024-09-02,Amberd1,-46.00198552352231,276603.2872375554
2024-09-03,Amberd1,-84.7511063060274,18869.7801984247
2024-09-03,Amberd1,-84.7511063060274,21090.642201834864
2024-09-03,Amberd1,-84.7511063060274,276666.2387767118
2024-09-04,Amberd1,-20.792716039889456,18492.195328857422
2024-09-04,Amberd1,-20.792716039889456,20932.11009174312
2024-09-04,Amberd1,-20.792716039889456,276728.41066533414
2024-09-05,Amberd1,-123.89829824586286,18446.771585150087
2024-09-05,Amberd1,-123.89829824586286,20967.339449541283
2024-09-05,Amberd1,-123.89829824586286,276790.49855073483
2024-09-06,Amberd1,1623.9682970233116,25946.231671232137
2024-09-06,Amberd1,1623.9682970233116,27487.70642201835
2024-09-06,Amberd1,1623.9682970233116,276855.8065130452
2024-09-07,Amberd1,835.4720100436361,24510.84137008015
2024-09-07,Amberd1,835.4720100436361,24980.550458715596
2024-09-07,Amberd1,835.4720100436361,276947.37505656417
2024-09-08,Amberd1,178.20646036622293,21598.99013284079
2024-09-08,Amberd1,178.20646036622293,22617.247706422026
2024-09-08,Amberd1,178.20646036622293,277019.6508135628
2024-09-09,Amberd1,-106.5786151616212,21020.783728566093
2024-09-09,Amberd1,-106.5786151616212,21968.44036697248
2024-09-09,Amberd1,-106.5786151616212,277088.71501976904
2024-09-10,Amberd1,568.5975936777832,23667.473861913848
2024-09-10,Amberd1,568.5975936777832,24299.449541284404
2024-09-10,Amberd1,568.5975936777832,277160.3808099462
2024-09-11,Amberd1,117.09621527153467,21956.702114536103
2024-09-11,Amberd1,117.09621527153467,22347.155963302754
2024-09-11,Amberd1,117.09621527153467,277235.9756027249
2024-09-12,Amberd1,-68.69174739810114,20826.78648981599
2024-09-12,Amberd1,-68.69174739810114,21830.458715596335
2024-09-12,Amberd1,-68.69174739810114,277306.8223265468
2024-09-13,Amberd1,-198.18691685956583,20665.91073085249
2024-09-13,Amberd1,-198.18691685956583,21592.660550458717
2024-09-13,Amberd1,-198.18691685956583,277375.8697600632
2024-09-14,Amberd1,102.24809418809492,22840.572460841453
2024-09-14,Amberd1,102.24809418809492,22725.871559633026
2024-09-14,Amberd1,102.24809418809492,277446.2044975269
2024-09-15,Amberd1,-44.27090929249789,21616.970364724948
2024-09-15,Amberd1,-44.27090929249789,22115.229357798165
2024-09-15,Amberd1,-44.27090929249789,277518.8689616132
2024-09-16,Amberd1,-303.2332864043119,21028.354352517315
2024-09-16,Amberd1,-303.2332864043119,21733.57798165137
2024-09-16,Amberd1,-303.2332864043119,277588.51252448204
2024-09-17,Amberd1,-8.7935510296129,22691.05263780479
2024-09-17,Amberd1,-8.7935510296129,23219.08256880734
2024-09-17,Amberd1,-8.7935510296129,277657.8348903398
2024-09-18,Amberd1,922.22412122513,27510.70111075248
2024-09-18,Amberd1,922.22412122513,26515.963302752298
2024-09-18,Amberd1,922.22412122513,277736.8173471544
2024-09-19,Amberd1,393.8553745434374,26149.881455520048
2024-09-19,Amberd1,393.8553745434374,25188.990825688074
2024-09-19,Amberd1,393.8553745434374,277826.59302989906
2024-09-20,Amberd1,1297.9973250330177,30020.36295058309
2024-09-20,Amberd1,1297.9973250330177,28996.697247706423
2024-09-20,Amberd1,1297.9973250330177,277913.6465050781
2024-09-21,Amberd1,-15.925426377451911,26902.21221067289
2024-09-21,Amberd1,-15.925426377451911,24742.75229357798
2024-09-21,Amberd1,-15.925426377451911,278002.37585151976
2024-09-22,Amberd1,-54.983415610583506,26006.0396004468
2024-09-22,Amberd1,-54.983415610583506,24431.55963302753
2024-09-22,Amberd1,-54.983415610583506,278082.5136671215
2024-09-23,Amberd1,2227.1966418389866,34111.149602626734
2024-09-23,Amberd1,2227.1966418389866,32537.24770642202
2024-09-23,Amberd1,2227.1966418389866,278175.9757075542
2024-09-24,Amberd1,953.235960080372,29355.09437086932
2024-09-24,Amberd1,953.235960080372,28016.146788990827
2024-09-24,Amberd1,953.235960080372,278275.3775165587
2024-09-25,Amberd1,170.6812143403422,26200.983167190807
2024-09-25,Amberd1,170.6812143403422,24915.963302752298
2024-09-25,Amberd1,170.6812143403422,278361.60801175487
2024-09-26,Amberd1,79.43592937008816,25361.400971000116
2024-09-26,Amberd1,79.43592937008816,24689.908256880735
2024-09-26,Amberd1,79.43592937008816,278442.2529216803
2024-09-27,Amberd1,32.03642081203998,24802.310392202256
2024-09-27,Amberd1,32.03642081203998,24240.73394495413
2024-09-27,Amberd1,32.03642081203998,278523.2694864587
2024-09-28,Amberd1,30.378658374469524,23645.89758365286
2024-09-28,Amberd1,30.378658374469524,23562.56880733945
2024-09-28,Amberd1,30.378658374469524,278601.13292531436
2024-09-29,Amberd1,44.8755815997456,24060.199979383568
2024-09-29,Amberd1,44.8755815997456,22626.05504587156
2024-09-29,Amberd1,44.8755815997456,278674.64482955623
2024-09-30,Amberd1,-319.45329020068857,24951.83021523892
2024-09-30,Amberd1,-319.45329020068857,20867.522935779816
2024-09-30,Amberd1,-319.45329020068857,278747.38588892634
2024-10-01,Amberd1,-65.566841618529,25332.254068787905
2024-10-01,Amberd1,-65.566841618529,21498.715596330276
2024-10-01,Amberd1,-65.566841618529,278818.0562199598
2024-10-02,Amberd1,833.798887937387,27739.712485276996
2024-10-02,Amberd1,833.798887937387,24096.880733944956
2024-10-02,Amberd1,833.798887937387,278891.2702691844
2024-10-03,Amberd1,773.6904003171303,26621.909858878837
2024-10-03,Amberd1,773.6904003171303,23797.43119266055
2024-10-03,Amberd1,773.6904003171303,278972.45484040614
2024-10-04,Amberd1,408.06346226400456,25343.61000471474
2024-10-04,Amberd1,408.06346226400456,22658.34862385321
2024-10-04,Amberd1,408.06346226400456,279047.5306582058
2024-10-05,Amberd1,-301.894375546839,24130.417516531168
2024-10-05,Amberd1,-301.894375546839,20286.238532110092
2024-10-05,Amberd1,-301.894375546839,279121.83004023694
2024-10-06,Amberd1,-682.3209103916324,24481.31593667038
2024-10-06,Amberd1,-682.3209103916324,18677.43119266055
2024-10-06,Amberd1,-682.3209103916324,279192.5857722163
2024-10-07,Amberd1,-547.8861168647336,24261.010779689772
2024-10-07,Amberd1,-547.8861168647336,19376.146788990827
2024-10-07,Amberd1,-547.8861168647336,279262.25589184405
2024-10-08,Amberd1,-0.8017969099673792,24028.21409318965
2024-10-08,Amberd1,-0.8017969099673792,21445.871559633033
2024-10-08,Amberd1,-0.8017969099673792,279331.19961422816
