Date,Station,Energy Production (kWh),Water_Flow_m3_s,avgtempC,totalprecipMM,humidity,pressureMB,Month,WaterFlow_Diff_1d,WaterFlow_Diff_7d,WaterFlow_3day_avg,WaterFlow_7day_avg,Temp_Deviation,WaterFlow_Humidity,month_sin,month_cos,Normalized_Efficiency,Prev_Day_Efficiency,Prev_Week_Efficiency
2025-01-13,Amberd 3,-136.86222227191683,285774.32807031943,1,0.0,51,1030,1,269891.75926297996,269216.52990518184,106585.45536301554,132239.34643793292,-12.545579974376663,14574490.73158629,0.49999999999999994,0.8660254037844387,2.4364336819475527,15882.56880733945,16557.798165137614
2025-01-14,Amberd 3,-130.5652538208924,18068.240387588907,2,0.0,52,1028,1,-267706.0876827305,-267583.1202444619,106575.04575508262,94013.1864030098,-11.545579974376663,939548.5001546232,0.49999999999999994,0.8660254037844387,-0.5591836381720552,285774.32807031943,285651.36063205084
2025-01-14,Amberd 3,-130.5652538208924,16328.80733944954,2,0.0,52,1028,1,-1739.4330481393663,-2090.5207338773653,106723.79193245264,93714.54058388445,-11.545579974376663,849097.9816513761,0.49999999999999994,0.8660254037844387,-0.5786478043077544,18068.240387588907,18419.328073326906
2025-01-14,Amberd 3,-130.5652538208924,285836.06512695726,2,0.0,52,1028,1,269507.2577875077,269701.0192553976,106744.37095133192,132243.2576203698,-11.545579974376663,14863475.386601778,0.49999999999999994,0.8660254037844387,2.4371245164285997,16328.80733944954,16135.045871559632
2025-01-15,Amberd 3,-266.6682273522256,18151.517251052366,3,0.0,52,1025,1,-267684.5478759049,-267561.80714849406,106772.12990581973,94020.14231344208,-10.545579974376663,943878.897054723,0.49999999999999994,0.8660254037844387,-0.5582517743630706,285836.06512695726,285713.3243995464
2025-01-15,Amberd 3,-266.6682273522256,16446.238532110092,3,0.0,52,1025,1,-1705.2787189422743,-1653.2306792776108,106811.2736367066,93783.96650211672,-10.545579974376663,855204.4036697248,0.49999999999999994,0.8660254037844387,-0.5773337553158124,18151.517251052366,18099.469211387703
2025-01-15,Amberd 3,-266.6682273522256,285898.6233465361,3,0.0,52,1025,1,269452.38481442595,270016.0545391966,106832.1263765662,132357.6885791448,-10.545579974376663,14866728.414019875,0.49999999999999994,0.8660254037844387,2.4378245396806233,16446.238532110092,15882.56880733945
2025-01-16,Amberd 3,85.41630815825556,18132.590691174308,4,0.35,64,1024,1,-267766.03265536175,-267641.7373791451,106825.81752327352,94123.15466783836,-9.545579974376663,1160485.8042351557,0.49999999999999994,0.8660254037844387,-0.5584635615923853,285898.6233465361,285774.32807031943
2025-01-16,Amberd 3,85.41630815825556,16651.74311926606,4,0.35,64,1024,1,-1480.847571908249,-1416.497268322848,106894.3190523255,93920.79791522081,-9.545579974376663,1065711.5596330278,0.49999999999999994,0.8660254037844387,-0.5750341695799137,18132.590691174308,18068.240387588907
2025-01-16,Amberd 3,85.41630815825556,285961.5020642639,4,0.35,64,1024,1,269309.75894499785,269632.6947248144,106915.27862490145,132439.75430448,-9.545579974376663,18301536.13211289,0.49999999999999994,0.8660254037844387,2.4385281492904114,16651.74311926606,16328.80733944954
2025-01-17,Amberd 3,126.29288607511444,18060.669763637685,2,0.0,54,1026,1,-267900.8323006262,-267775.39536331955,106891.30498238925,94186.12639543436,-11.545579974376663,975276.167236435,0.49999999999999994,0.8660254037844387,-0.5592683530637811,285961.5020642639,285836.06512695726
2025-01-17,Amberd 3,126.29288607511444,16052.844036697248,2,0.0,54,1026,1,-2007.8257269404367,-2098.673214355118,106691.67195486631,93886.31593624076,-11.545579974376663,866853.5779816514,0.49999999999999994,0.8660254037844387,-0.5817358194388182,18060.669763637685,18151.517251052366
2025-01-17,Amberd 3,126.29288607511444,286023.44822043506,2,0.0,54,1026,1,269970.6041837378,269577.20968832495,106712.32067359002,132397.34589171575,-11.545579974376663,15445266.203903493,0.49999999999999994,0.8660254037844387,2.439221323584457,16052.844036697248,16446.238532110092
2025-01-18,Amberd 3,-165.22788415570903,18301.037074089032,0,0.0,50,1024,1,-267722.411146346,-267597.586272447,106792.44311040714,94169.11928136619,-13.545579974376663,915051.8537044516,0.49999999999999994,0.8660254037844387,-0.5565786552514848,286023.44822043506,285898.6233465361
2025-01-18,Amberd 3,-165.22788415570903,15351.192660550463,0,0.0,50,1024,1,-2949.844413538569,-2781.3980306238445,106558.55931835821,93771.77670556279,-13.545579974376663,767559.6330275232,0.49999999999999994,0.8660254037844387,-0.5895872621656721,18301.037074089032,18132.590691174308
2025-01-18,Amberd 3,-165.22788415570903,286083.27388928976,0,0.0,50,1024,1,270732.0812287393,269431.5307700237,106578.50120797644,132261.99538699473,-13.545579974376663,14304163.694464488,0.49999999999999994,0.8660254037844387,2.439890769734749,15351.192660550463,16651.74311926606
2025-01-19,Amberd 3,172.75397105197044,18812.05419079662,-1,0.02,50,1020,1,-267271.21969849314,-267149.4478734673,106748.84024687897,94097.78854792798,-14.545579974376663,940602.709539831,0.49999999999999994,0.8660254037844387,-0.5508604000599888,286083.27388928976,285961.5020642639
2025-01-19,Amberd 3,172.75397105197044,16088.073394495414,-1,0.02,50,1020,1,-2723.980796301208,-1972.5963691422712,106994.46715819395,93815.98906662194,-14.545579974376663,804403.6697247707,0.49999999999999994,0.8660254037844387,-0.5813416047412356,18812.05419079662,18060.669763637685
2025-01-19,Amberd 3,172.75397105197044,286142.71895785694,-1,0.02,50,1020,1,270054.6455633615,270089.8749211597,107014.28218104968,132400.2569125019,-14.545579974376663,14307135.947892847,0.49999999999999994,0.8660254037844387,2.440555956987444,16088.073394495414,16052.844036697248
