Date,Station,Energy Production (kWh),Water_Flow_m3_s,avgtempC,totalprecipMM,humidity,pressureMB,Month,Efficiency,WaterFlow_Diff_1d,WaterFlow_Diff_7d,WaterFlow_3day_avg,WaterFlow_7day_avg,Temp_Deviation,WaterFlow_Humidity,month_sin,month_cos,Normalized_Efficiency,Prev_Day_Efficiency,Prev_Week_Efficiency
2024-03-17,Amberd2,240.31196009524865,11954.495412844037,10,0.41,44,1017,3,0.020102225296523592,-5606.513170012895,-5851.612120433758,95092.42939686197,82608.0254474832,-3.6196678930098436,525997.7981651376,1.0,6.123233995736766e-17,-0.5780086421380526,0.013684405366662216,0.014254046880269723
2024-03-17,Amberd2,240.31196009524865,255813.39446046972,10,0.41,44,1017,3,0.0009394033514237408,243858.8990476257,243635.77978157063,95109.63281872366,117413.13684485045,-3.6196678930098436,11255789.356260668,1.0,6.123233995736766e-17,-0.02701110188384337,0.020102225296523592,0.020842266587253452
2024-03-18,Amberd2,228.6920918302203,18031.33359582669,10,4.56,55,1014,3,0.012683038146615542,-237782.06086464302,-237677.85158340522,95266.40782304692,83459.15804722114,-3.6196678930098436,991723.347770468,1.0,6.123233995736766e-17,-0.3646813001632288,0.0009394033514237408,0.0009925693179795847
2024-03-18,Amberd2,228.6920918302203,12183.48623853211,10,4.56,55,1014,3,0.01877066115172742,-5847.84735729458,-302.36531302333424,95342.73809827627,83415.96300250351,-3.6196678930098436,670091.7431192661,1.0,6.123233995736766e-17,-0.5397215583997933,0.012683038146615542,0.01995468159426038
2024-03-18,Amberd2,228.6920918302203,255864.699043782,10,4.56,55,1014,3,0.0008938008747783058,243681.21280524987,243258.4605116719,95359.83962604702,118167.17164702807,-3.6196678930098436,14072558.44740801,1.0,6.123233995736766e-17,-0.02569987264354038,0.01877066115172742,0.01976411849655733
2024-03-19,Amberd2,215.8336888177728,18395.669873479328,6,15.71,88,1009,3,0.011732852910615446,-237469.02917030267,-237366.11432140536,95481.28505193123,84257.72674397015,-7.619667893009844,1618818.9488661808,1.0,6.123233995736766e-17,-0.3373601817328718,0.0008938008747783058,0.0009741533236828034
2024-03-19,Amberd2,215.8336888177728,12300.91743119266,6,15.71,88,1009,3,0.017546145645239587,-6094.752442286668,-5260.091151664272,95520.42878281808,83506.28515087525,-7.619667893009844,1082480.7339449541,1.0,6.123233995736766e-17,-0.5045124939931565,0.011732852910615446,0.013684405366662216
2024-03-19,Amberd2,215.8336888177728,255916.78858898,6,15.71,88,1009,3,0.0008433744812436537,243615.87115778736,243962.29317613598,95537.79196455078,118358.04131889468,-7.619667893009844,22520677.39583024,1.0,6.123233995736766e-17,-0.024249939075244142,0.017546145645239587,0.020102225296523592
2024-03-20,Amberd2,201.83121996899715,18198.83365074751,6,10.09,78,1010,3,0.011090338196519918,-237717.9549382325,-237614.5608097222,95472.17989030683,84413.10406036294,-7.619667893009844,1419509.0247583059,1.0,6.123233995736766e-17,-0.3188856570486668,0.0008433744812436537,0.0009394033514237408
2024-03-20,Amberd2,201.83121996899715,12066.05504587156,6,10.09,78,1010,3,0.016727192044267553,-6132.77860487595,-5965.27854995513,95393.89242853312,83560.92141036935,-7.619667893009844,941152.2935779818,1.0,6.123233995736766e-17,-0.48096473985701244,0.011090338196519918,0.012683038146615542
2024-03-20,Amberd2,201.83121996899715,255968.9301295166,6,10.09,78,1010,3,0.0007884989004988748,243902.87508364505,243785.4438909845,95411.27294204531,118387.41339479572,-7.619667893009844,19965576.550102297,1.0,6.123233995736766e-17,-0.022672075955865414,0.016727192044267553,0.01877066115172742
2024-03-21,Amberd2,186.3010581394483,17951.842044338846,9,1.23,61,1015,3,0.010377824051665981,-238017.08808517776,-237912.85699944315,95328.94240657578,84399.86239487525,-4.619667893009844,1095062.3647046697,1.0,6.123233995736766e-17,-0.29839840614503665,0.0007884989004988748,0.0008938008747783058
2024-03-21,Amberd2,186.3010581394483,11936.880733944954,9,1.23,61,1015,3,0.015607180995757397,-6014.961310393892,-6458.789139534374,95285.88430260023,83477.17823208463,-4.619667893009844,728149.7247706422,1.0,6.123233995736766e-17,-0.4487605407805586,0.010377824051665981,0.011732852910615446
2024-03-21,Amberd2,186.3010581394483,256019.9109999144,9,1.23,61,1015,3,0.0007276819111913159,244083.03026596946,243718.99356872175,95302.87792606617,118294.1773133306,-4.619667893009844,15617214.570994778,1.0,6.123233995736766e-17,-0.020923376750177684,0.015607180995757397,0.017546145645239587
2024-03-22,Amberd2,170.5839316720958,16697.01112442354,11,2.73,55,1008,3,0.010216435169200688,-239322.89987549087,-239219.77746455648,94884.60095276107,84119.92338982252,-2.6196678930098436,918335.6118432948,1.0,6.123233995736766e-17,-0.29375791647616034,0.0007276819111913159,0.0008433744812436537
2024-03-22,Amberd2,170.5839316720958,11035.59633027523,11,2.73,55,1008,3,0.015457608865604582,-5661.414794148312,-7163.237320472281,94584.17281820449,83096.6037726122,-2.6196678930098436,606957.7981651376,1.0,6.123233995736766e-17,-0.44445982369197456,0.010216435169200688,0.011090338196519918
